country_name,country_iso2,week,category,weekly_rank,show_title,season_title,imdb_tconst
Saudi Arabia,SA,2022-04-03,Films,1,Black Crab,,tt6708668
Saudi Arabia,SA,2022-04-03,TV,1,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-04-03,Films,2,In Good Hands,,tt14898794
Saudi Arabia,SA,2022-04-03,TV,2,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-04-03,Films,3,Men in Black: International,,tt2283336
Saudi Arabia,SA,2022-04-03,TV,3,Twenty Five Twenty One,1.0,tt17513352
Saudi Arabia,SA,2022-04-03,Films,4,The Adam Project,,tt2463208
Saudi Arabia,SA,2022-04-03,TV,4,Bridgerton,1.0,tt8740790
Saudi Arabia,SA,2022-04-03,Films,5,Resident Evil,,tt35538033
Saudi Arabia,SA,2022-04-03,TV,5,Is It Cake?,1.0,tt18314214
Saudi Arabia,SA,2022-04-03,Films,6,6 Underground,,tt8106534
Saudi Arabia,SA,2022-04-03,TV,6,Vikings: Valhalla,1.0,tt11311302
Saudi Arabia,SA,2022-04-03,Films,7,Trust No One: The Hunt for the Crypto King,,tt15479902
Saudi Arabia,SA,2022-04-03,TV,7,Inventing Anna,1.0,tt8740976
Saudi Arabia,SA,2022-04-03,TV,8,SpongeBob SquarePants,9.0,tt0206512
Saudi Arabia,SA,2022-04-03,Films,9,'83,,tt7518786
Saudi Arabia,SA,2022-04-03,TV,9,Top Boy,1.0,tt1830379
Saudi Arabia,SA,2022-04-03,Films,10,Restless,,tt24328774
Saudi Arabia,SA,2022-04-03,TV,10,Thirty-Nine,1.0,tt26348840
Saudi Arabia,SA,2022-04-10,Films,1,Men in Black: International,,tt2283336
Saudi Arabia,SA,2022-04-10,TV,1,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-04-10,Films,2,Furioza,,tt10515864
Saudi Arabia,SA,2022-04-10,TV,2,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-04-10,Films,3,Yaksha: Ruthless Operations,,tt12663250
Saudi Arabia,SA,2022-04-10,TV,3,Twenty Five Twenty One,1.0,tt17513352
Saudi Arabia,SA,2022-04-10,Films,4,Resident Evil: Afterlife,,tt1220634
Saudi Arabia,SA,2022-04-10,TV,4,Elite,5.0,tt7134908
Saudi Arabia,SA,2022-04-10,Films,5,Resident Evil: Apocalypse,,tt0318627
Saudi Arabia,SA,2022-04-10,TV,5,SpongeBob SquarePants,9.0,tt0206512
Saudi Arabia,SA,2022-04-10,Films,6,Resident Evil: Retribution,,tt1855325
Saudi Arabia,SA,2022-04-10,TV,6,Bridgerton,1.0,tt8740790
Saudi Arabia,SA,2022-04-10,Films,7,The In Between,,tt31240861
Saudi Arabia,SA,2022-04-10,TV,7,CoComelon,5.0,tt12427840
Saudi Arabia,SA,2022-04-10,Films,8,The Amazing Spider-Man 2,,tt1872181
Saudi Arabia,SA,2022-04-10,TV,8,Resurrection: Ertugrul,2.0,tt4320258
Saudi Arabia,SA,2022-04-10,Films,9,The Adam Project,,tt2463208
Saudi Arabia,SA,2022-04-10,TV,9,Resurrection: Ertugrul,3.0,tt4320258
Saudi Arabia,SA,2022-04-10,Films,10,The Ninth Gate,,tt0142688
Saudi Arabia,SA,2022-04-10,TV,10,Resurrection: Ertugrul,5.0,tt4320258
Saudi Arabia,SA,2022-04-17,Films,1,Furioza,,tt10515864
Saudi Arabia,SA,2022-04-17,TV,1,Happiness,,tt34720736
Saudi Arabia,SA,2022-04-17,Films,2,Yaksha: Ruthless Operations,,tt12663250
Saudi Arabia,SA,2022-04-17,TV,2,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-04-17,Films,3,The In Between,,tt31240861
Saudi Arabia,SA,2022-04-17,TV,3,Elite,5.0,tt7134908
Saudi Arabia,SA,2022-04-17,Films,4,How It Ends,,tt3604312
Saudi Arabia,SA,2022-04-17,TV,4,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-04-17,Films,5,Choose or Die,,tt11514780
Saudi Arabia,SA,2022-04-17,TV,5,Twenty Five Twenty One,1.0,tt17513352
Saudi Arabia,SA,2022-04-17,Films,6,Men in Black: International,,tt2283336
Saudi Arabia,SA,2022-04-17,TV,6,SpongeBob SquarePants,9.0,tt0206512
Saudi Arabia,SA,2022-04-17,Films,7,The Adam Project,,tt2463208
Saudi Arabia,SA,2022-04-17,TV,7,The Ultimatum: Marry or Move On,1.0,tt18396952
Saudi Arabia,SA,2022-04-17,Films,8,Dasvi,,tt14107554
Saudi Arabia,SA,2022-04-17,TV,8,Resurrection: Ertugrul,2.0,tt4320258
Saudi Arabia,SA,2022-04-17,Films,9,The Taming of the Shrewd,,tt18970380
Saudi Arabia,SA,2022-04-17,TV,9,Resurrection: Ertugrul,5.0,tt4320258
Saudi Arabia,SA,2022-04-17,Films,10,The Amazing Spider-Man 2,,tt1872181
Saudi Arabia,SA,2022-04-17,TV,10,Resurrection: Ertugrul,3.0,tt4320258
Saudi Arabia,SA,2022-04-24,Films,1,Choose or Die,,tt11514780
Saudi Arabia,SA,2022-04-24,TV,1,Happiness,,tt34720736
Saudi Arabia,SA,2022-04-24,Films,2,The 5th Wave,,tt2304933
Saudi Arabia,SA,2022-04-24,TV,2,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-04-24,Films,3,The Interview,,tt11850870
Saudi Arabia,SA,2022-04-24,TV,3,Anatomy of a Scandal,1.0,tt12748084
Saudi Arabia,SA,2022-04-24,Films,4,Furioza,,tt10515864
Saudi Arabia,SA,2022-04-24,TV,4,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-04-24,Films,5,Yaksha: Ruthless Operations,,tt12663250
Saudi Arabia,SA,2022-04-24,TV,5,Elite,5.0,tt7134908
Saudi Arabia,SA,2022-04-24,Films,6,Sonic the Hedgehog,,tt3794354
Saudi Arabia,SA,2022-04-24,TV,6,Twenty Five Twenty One,1.0,tt17513352
Saudi Arabia,SA,2022-04-24,Films,7,How It Ends,,tt3604312
Saudi Arabia,SA,2022-04-24,TV,7,Yakamoz S-245,1.0,tt13317454
Saudi Arabia,SA,2022-04-24,Films,8,We Can Be Heroes,,tt30835407
Saudi Arabia,SA,2022-04-24,TV,8,Heirs to the Land,1.0,tt13308276
Saudi Arabia,SA,2022-04-24,Films,9,The In Between,,tt31240861
Saudi Arabia,SA,2022-04-24,TV,9,SpongeBob SquarePants,9.0,tt0206512
Saudi Arabia,SA,2022-04-24,Films,10,Men in Black: International,,tt2283336
Saudi Arabia,SA,2022-04-24,TV,10,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-05-01,Films,1,365 Days: This Day,,tt12996154
Saudi Arabia,SA,2022-05-01,TV,1,Happiness,,tt34720736
Saudi Arabia,SA,2022-05-01,Films,2,Silverton Siege,,tt18563148
Saudi Arabia,SA,2022-05-01,TV,2,Ozark,4.0,tt5071412
Saudi Arabia,SA,2022-05-01,Films,3,Spider-Man: Far from Home,,tt6320628
Saudi Arabia,SA,2022-05-01,TV,3,The Marked Heart,1.0,tt18974572
Saudi Arabia,SA,2022-05-01,Films,4,Killers,,tt13010466
Saudi Arabia,SA,2022-05-01,TV,4,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-05-01,Films,5,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-05-01,TV,5,Yakamoz S-245,1.0,tt13317454
Saudi Arabia,SA,2022-05-01,Films,6,Choose or Die,,tt11514780
Saudi Arabia,SA,2022-05-01,TV,6,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-05-01,Films,7,Sonic the Hedgehog,,tt3794354
Saudi Arabia,SA,2022-05-01,TV,7,Twenty Five Twenty One,1.0,tt17513352
Saudi Arabia,SA,2022-05-01,Films,8,The 5th Wave,,tt2304933
Saudi Arabia,SA,2022-05-01,TV,8,SpongeBob SquarePants,9.0,tt0206512
Saudi Arabia,SA,2022-05-01,Films,9,The Interview,,tt11850870
Saudi Arabia,SA,2022-05-01,TV,9,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-05-01,Films,10,Furioza,,tt10515864
Saudi Arabia,SA,2022-05-01,TV,10,Heartstopper,1.0,tt10638036
Saudi Arabia,SA,2022-05-08,Films,1,365 Days: This Day,,tt12996154
Saudi Arabia,SA,2022-05-08,TV,1,Ozark,4.0,tt5071412
Saudi Arabia,SA,2022-05-08,Films,2,The Humans and the Mongoose,,tt13043436
Saudi Arabia,SA,2022-05-08,TV,2,Happiness,,tt34720736
Saudi Arabia,SA,2022-05-08,Films,3,Spider-Man: Far from Home,,tt6320628
Saudi Arabia,SA,2022-05-08,TV,3,The Sound of Magic,1.0,tt14460684
Saudi Arabia,SA,2022-05-08,Films,4,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-05-08,TV,4,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-05-08,Films,5,Silverton Siege,,tt18563148
Saudi Arabia,SA,2022-05-08,TV,5,The Marked Heart,1.0,tt18974572
Saudi Arabia,SA,2022-05-08,Films,6,The Takedown,,tt10607266
Saudi Arabia,SA,2022-05-08,TV,6,Elite,5.0,tt7134908
Saudi Arabia,SA,2022-05-08,Films,7,Perfume: The Story of a Murderer,,tt0396171
Saudi Arabia,SA,2022-05-08,TV,7,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-05-08,TV,8,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-05-08,Films,9,Furioza,,tt10515864
Saudi Arabia,SA,2022-05-08,TV,9,The 7 Lives of Lea,7.0,tt14140886
Saudi Arabia,SA,2022-05-08,Films,10,Yaksha: Ruthless Operations,,tt12663250
Saudi Arabia,SA,2022-05-08,TV,10,Yakamoz S-245,1.0,tt13317454
Saudi Arabia,SA,2022-05-15,Films,1,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-05-15,TV,1,The Sound of Magic,1.0,tt14460684
Saudi Arabia,SA,2022-05-15,Films,2,The Takedown,,tt10607266
Saudi Arabia,SA,2022-05-15,TV,2,Welcome to Eden,1.0,tt13457822
Saudi Arabia,SA,2022-05-15,Films,3,The Humans and the Mongoose,,tt13043436
Saudi Arabia,SA,2022-05-15,TV,3,Happiness,,tt34720736
Saudi Arabia,SA,2022-05-15,Films,4,Senior Year,,tt17050828
Saudi Arabia,SA,2022-05-15,TV,4,Ozark,4.0,tt5071412
Saudi Arabia,SA,2022-05-15,Films,5,365 Days: This Day,,tt12996154
Saudi Arabia,SA,2022-05-15,TV,5,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-05-15,Films,6,Thar,,tt34463930
Saudi Arabia,SA,2022-05-15,TV,6,The Marked Heart,1.0,tt18974572
Saudi Arabia,SA,2022-05-15,Films,7,Spider-Man: Far from Home,,tt6320628
Saudi Arabia,SA,2022-05-15,TV,7,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-05-15,Films,8,Silverton Siege,,tt18563148
Saudi Arabia,SA,2022-05-15,TV,8,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-05-15,Films,9,A Man Wanted,,tt6539420
Saudi Arabia,SA,2022-05-15,TV,9,The Lincoln Lawyer,1.0,tt13833978
Saudi Arabia,SA,2022-05-15,Films,10,Along for the Ride,,tt13666840
Saudi Arabia,SA,2022-05-15,TV,10,Elite,5.0,tt7134908
Saudi Arabia,SA,2022-05-22,Films,1,Senior Year,,tt17050828
Saudi Arabia,SA,2022-05-22,TV,1,The Lincoln Lawyer,1.0,tt13833978
Saudi Arabia,SA,2022-05-22,Films,2,The Hunt,,tt15294758
Saudi Arabia,SA,2022-05-22,TV,2,Welcome to Eden,1.0,tt13457822
Saudi Arabia,SA,2022-05-22,Films,3,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-05-22,TV,3,Happiness,,tt34720736
Saudi Arabia,SA,2022-05-22,Films,4,The Humans and the Mongoose,,tt13043436
Saudi Arabia,SA,2022-05-22,TV,4,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-05-22,Films,5,The Takedown,,tt10607266
Saudi Arabia,SA,2022-05-22,TV,5,The Sound of Magic,1.0,tt14460684
Saudi Arabia,SA,2022-05-22,Films,6,A Perfect Pairing,,tt15215512
Saudi Arabia,SA,2022-05-22,TV,6,Ozark,4.0,tt5071412
Saudi Arabia,SA,2022-05-22,Films,7,365 Days: This Day,,tt12996154
Saudi Arabia,SA,2022-05-22,TV,7,Business Proposal,1.0,tt30145363
Saudi Arabia,SA,2022-05-22,Films,8,The Perfect Family,,tt12431066
Saudi Arabia,SA,2022-05-22,TV,8,Who Killed Sara?,3.0,tt11937816
Saudi Arabia,SA,2022-05-22,Films,9,Trolls World Tour,,tt6587640
Saudi Arabia,SA,2022-05-22,TV,9,The Marked Heart,1.0,tt18974572
Saudi Arabia,SA,2022-05-22,Films,10,Spider-Man: Far from Home,,tt6320628
Saudi Arabia,SA,2022-05-22,TV,10,Bridgerton,2.0,tt8740790
Saudi Arabia,SA,2022-05-29,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-05-29,Films,2,Jack Reacher: Never Go Back,,tt3393786
Saudi Arabia,SA,2022-05-29,TV,2,Wrong Side of the Tracks,1.0,tt13980362
Saudi Arabia,SA,2022-05-29,Films,3,One Second,,tt13065704
Saudi Arabia,SA,2022-05-29,TV,3,The Lincoln Lawyer,1.0,tt13833978
Saudi Arabia,SA,2022-05-29,Films,4,Senior Year,,tt17050828
Saudi Arabia,SA,2022-05-29,TV,4,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-05-29,Films,5,The Hunt,,tt15294758
Saudi Arabia,SA,2022-05-29,TV,5,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-05-29,Films,6,A Perfect Pairing,,tt15215512
Saudi Arabia,SA,2022-05-29,TV,6,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-05-29,Films,7,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-05-29,TV,7,Welcome to Eden,1.0,tt13457822
Saudi Arabia,SA,2022-05-29,Films,8,The Humans and the Mongoose,,tt13043436
Saudi Arabia,SA,2022-05-29,TV,8,Happiness,,tt34720736
Saudi Arabia,SA,2022-05-29,Films,9,Godspeed,,tt6259476
Saudi Arabia,SA,2022-05-29,TV,9,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-05-29,Films,10,The Takedown,,tt10607266
Saudi Arabia,SA,2022-05-29,TV,10,The Boss Baby: Back in the Crib,1.0,tt19361940
Saudi Arabia,SA,2022-06-05,Films,1,Jack Reacher: Never Go Back,,tt3393786
Saudi Arabia,SA,2022-06-05,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-06-05,TV,2,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-06-05,Films,3,Interceptor,,tt5153996
Saudi Arabia,SA,2022-06-05,TV,3,Wrong Side of the Tracks,1.0,tt13980362
Saudi Arabia,SA,2022-06-05,Films,4,Jack Reacher,,tt0790724
Saudi Arabia,SA,2022-06-05,TV,4,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-06-05,Films,5,The Humans and the Mongoose,,tt13043436
Saudi Arabia,SA,2022-06-05,TV,5,As the Crow Flies,1.0,tt14317550
Saudi Arabia,SA,2022-06-05,Films,6,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-06-05,TV,6,The Lincoln Lawyer,1.0,tt13833978
Saudi Arabia,SA,2022-06-05,Films,7,One Second,,tt13065704
Saudi Arabia,SA,2022-06-05,TV,7,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-06-05,Films,8,Senior Year,,tt17050828
Saudi Arabia,SA,2022-06-05,Films,9,The Accountant,,tt2140479
Saudi Arabia,SA,2022-06-05,TV,9,Birth of a Beauty,1.0,tt4269776
Saudi Arabia,SA,2022-06-05,Films,10,Push,,tt25756108
Saudi Arabia,SA,2022-06-05,TV,10,Tomorrow,1.0,tt3111196
Saudi Arabia,SA,2022-06-12,Films,1,Interceptor,,tt5153996
Saudi Arabia,SA,2022-06-12,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-06-12,Films,2,Hustle,,tt2388168
Saudi Arabia,SA,2022-06-12,TV,2,As the Crow Flies,1.0,tt14317550
Saudi Arabia,SA,2022-06-12,Films,3,The Accountant,,tt2140479
Saudi Arabia,SA,2022-06-12,TV,3,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-06-12,Films,4,The Angry Birds Movie 2,,tt6095472
Saudi Arabia,SA,2022-06-12,TV,4,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-06-12,Films,5,Jack Reacher: Never Go Back,,tt3393786
Saudi Arabia,SA,2022-06-12,TV,5,Peaky Blinders,6.0,tt2442560
Saudi Arabia,SA,2022-06-12,Films,6,10 Cloverfield Lane,,tt1179933
Saudi Arabia,SA,2022-06-12,TV,6,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-06-12,Films,7,Waterworld,,tt0114898
Saudi Arabia,SA,2022-06-12,TV,7,Wrong Side of the Tracks,1.0,tt13980362
Saudi Arabia,SA,2022-06-12,TV,8,The Lincoln Lawyer,1.0,tt13833978
Saudi Arabia,SA,2022-06-12,Films,9,The Humans and the Mongoose,,tt13043436
Saudi Arabia,SA,2022-06-12,TV,9,Birth of a Beauty,1.0,tt4269776
Saudi Arabia,SA,2022-06-12,Films,10,The Last Castle,,tt28501677
Saudi Arabia,SA,2022-06-12,TV,10,First Kill,1.0,tt13315156
Saudi Arabia,SA,2022-06-19,Films,1,Hustle,,tt2388168
Saudi Arabia,SA,2022-06-19,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-06-19,Films,2,Interceptor,,tt5153996
Saudi Arabia,SA,2022-06-19,TV,2,Peaky Blinders,6.0,tt2442560
Saudi Arabia,SA,2022-06-19,Films,3,Trees of Peace,,tt11316680
Saudi Arabia,SA,2022-06-19,TV,3,As the Crow Flies,1.0,tt14317550
Saudi Arabia,SA,2022-06-19,Films,4,Spiderhead,,tt9783600
Saudi Arabia,SA,2022-06-19,TV,4,First Kill,1.0,tt13315156
Saudi Arabia,SA,2022-06-19,Films,5,Centauro,,tt13479592
Saudi Arabia,SA,2022-06-19,TV,5,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-06-19,Films,6,The Accountant,,tt2140479
Saudi Arabia,SA,2022-06-19,TV,6,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-06-19,Films,7,Ben & Jody,,tt13393058
Saudi Arabia,SA,2022-06-19,TV,7,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-06-19,Films,8,Collision,,tt3563010
Saudi Arabia,SA,2022-06-19,TV,8,Wrong Side of the Tracks,1.0,tt13980362
Saudi Arabia,SA,2022-06-19,Films,9,The Last Castle,,tt28501677
Saudi Arabia,SA,2022-06-19,TV,9,Birth of a Beauty,1.0,tt4269776
Saudi Arabia,SA,2022-06-19,Films,10,Jack Reacher: Never Go Back,,tt3393786
Saudi Arabia,SA,2022-06-19,TV,10,Intimacy,1.0,tt14463542
Saudi Arabia,SA,2022-06-26,Films,1,The Man from Toronto,,tt11671006
Saudi Arabia,SA,2022-06-26,TV,1,The Umbrella Academy,3.0,tt1312171
Saudi Arabia,SA,2022-06-26,Films,2,Doom of Love,,tt14369296
Saudi Arabia,SA,2022-06-26,TV,2,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-06-26,Films,3,Spiderhead,,tt9783600
Saudi Arabia,SA,2022-06-26,TV,3,Peaky Blinders,6.0,tt2442560
Saudi Arabia,SA,2022-06-26,Films,4,The Tax Collector,,tt8461224
Saudi Arabia,SA,2022-06-26,TV,4,Man Vs Bee,1.0,tt13640670
Saudi Arabia,SA,2022-06-26,Films,5,Bhool Bhulaiyaa 2,,tt6455162
Saudi Arabia,SA,2022-06-26,TV,5,As the Crow Flies,1.0,tt14317550
Saudi Arabia,SA,2022-06-26,Films,6,Hustle,,tt2388168
Saudi Arabia,SA,2022-06-26,TV,6,Money Heist: Korea - Joint Economic Area,1.0,tt13696452
Saudi Arabia,SA,2022-06-26,Films,7,Interceptor,,tt5153996
Saudi Arabia,SA,2022-06-26,TV,7,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-06-26,Films,8,Collision,,tt3563010
Saudi Arabia,SA,2022-06-26,TV,8,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-06-26,Films,9,Centauro,,tt13479592
Saudi Arabia,SA,2022-06-26,TV,9,2020,1.0,tt12641706
Saudi Arabia,SA,2022-06-26,Films,10,Love & Gelato,,tt15521050
Saudi Arabia,SA,2022-06-26,TV,10,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-07-03,Films,1,The Man from Toronto,,tt11671006
Saudi Arabia,SA,2022-07-03,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-07-03,Films,2,Doom of Love,,tt14369296
Saudi Arabia,SA,2022-07-03,TV,2,Man Vs Bee,1.0,tt13640670
Saudi Arabia,SA,2022-07-03,Films,3,Glamour Girls,,tt20604466
Saudi Arabia,SA,2022-07-03,TV,3,Money Heist: Korea - Joint Economic Area,1.0,tt13696452
Saudi Arabia,SA,2022-07-03,TV,4,Ghost Doctor,,tt16493854
Saudi Arabia,SA,2022-07-03,Films,5,Love & Gelato,,tt15521050
Saudi Arabia,SA,2022-07-03,TV,5,The Umbrella Academy,3.0,tt1312171
Saudi Arabia,SA,2022-07-03,Films,6,Interceptor,,tt5153996
Saudi Arabia,SA,2022-07-03,TV,6,Peaky Blinders,6.0,tt2442560
Saudi Arabia,SA,2022-07-03,Films,7,Nowhere to Run,,tt34376460
Saudi Arabia,SA,2022-07-03,TV,7,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-07-03,Films,8,The Reader,,tt0976051
Saudi Arabia,SA,2022-07-03,TV,8,The Umbrella Academy,1.0,tt1312171
Saudi Arabia,SA,2022-07-03,Films,9,Hustle,,tt2388168
Saudi Arabia,SA,2022-07-03,TV,9,2020,1.0,tt12641706
Saudi Arabia,SA,2022-07-03,Films,10,Gangubai Kathiawadi,,tt10083340
Saudi Arabia,SA,2022-07-03,TV,10,As the Crow Flies,1.0,tt14317550
Saudi Arabia,SA,2022-07-10,Films,1,The Man from Toronto,,tt11671006
Saudi Arabia,SA,2022-07-10,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-07-10,Films,2,The Legend of Tarzan,,tt0918940
Saudi Arabia,SA,2022-07-10,TV,2,Ghost Doctor,,tt16493854
Saudi Arabia,SA,2022-07-10,Films,3,The Sea Beast,,tt9288046
Saudi Arabia,SA,2022-07-10,TV,3,Queen of the South,5.0,tt1064899
Saudi Arabia,SA,2022-07-10,Films,4,Wonder Woman,,tt0451279
Saudi Arabia,SA,2022-07-10,TV,4,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-07-10,Films,5,Nowhere to Run,,tt34376460
Saudi Arabia,SA,2022-07-10,TV,5,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-07-10,Films,6,Terminator Genisys,,tt1340138
Saudi Arabia,SA,2022-07-10,TV,6,Better Call Saul,5.0,tt3032476
Saudi Arabia,SA,2022-07-10,Films,7,Just Mercy,,tt4916630
Saudi Arabia,SA,2022-07-10,TV,7,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-07-10,Films,8,The Reader,,tt0976051
Saudi Arabia,SA,2022-07-10,TV,8,The Umbrella Academy,3.0,tt1312171
Saudi Arabia,SA,2022-07-10,Films,9,Interceptor,,tt5153996
Saudi Arabia,SA,2022-07-10,TV,9,Man Vs Bee,1.0,tt13640670
Saudi Arabia,SA,2022-07-10,Films,10,Av: The Hunt,,tt8131720
Saudi Arabia,SA,2022-07-10,TV,10,Money Heist: Korea - Joint Economic Area,1.0,tt13696452
Saudi Arabia,SA,2022-07-17,Films,1,The Sea Beast,,tt9288046
Saudi Arabia,SA,2022-07-17,TV,1,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-07-17,Films,2,Valley of the Dead,,tt10127708
Saudi Arabia,SA,2022-07-17,TV,2,Resident Evil,1.0,tt9660182
Saudi Arabia,SA,2022-07-17,Films,3,Black and Blue,,tt10593226
Saudi Arabia,SA,2022-07-17,TV,3,The Longest Night,1.0,tt14463552
Saudi Arabia,SA,2022-07-17,Films,4,The Man from Toronto,,tt11671006
Saudi Arabia,SA,2022-07-17,TV,4,Extraordinary Attorney Woo,1.0,tt20869502
Saudi Arabia,SA,2022-07-17,Films,5,The Crime,,tt15613514
Saudi Arabia,SA,2022-07-17,TV,5,Ghost Doctor,,tt16493854
Saudi Arabia,SA,2022-07-17,Films,6,Dangerous Liaisons,,tt15548032
Saudi Arabia,SA,2022-07-17,TV,6,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-07-17,Films,7,The Legend of Tarzan,,tt0918940
Saudi Arabia,SA,2022-07-17,TV,7,Stranger Things,,tt4574334
Saudi Arabia,SA,2022-07-17,Films,8,Just Mercy,,tt4916630
Saudi Arabia,SA,2022-07-17,TV,8,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-07-17,Films,9,Persuasion,,tt12269000
Saudi Arabia,SA,2022-07-17,TV,9,Queen of the South,5.0,tt1064899
Saudi Arabia,SA,2022-07-17,Films,10,Interceptor,,tt5153996
Saudi Arabia,SA,2022-07-17,TV,10,Better Call Saul,5.0,tt3032476
Saudi Arabia,SA,2022-07-24,Films,1,The Gray Man,,tt1649418
Saudi Arabia,SA,2022-07-24,TV,1,Resident Evil,1.0,tt9660182
Saudi Arabia,SA,2022-07-24,Films,2,Black and Blue,,tt10593226
Saudi Arabia,SA,2022-07-24,TV,2,Extraordinary Attorney Woo,1.0,tt20869502
Saudi Arabia,SA,2022-07-24,Films,3,The Sea Beast,,tt9288046
Saudi Arabia,SA,2022-07-24,TV,3,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-07-24,Films,4,A Stand Worthy of Men,,tt13758760
Saudi Arabia,SA,2022-07-24,TV,4,Alba,1.0,tt12446242
Saudi Arabia,SA,2022-07-24,Films,5,Persuasion,,tt12269000
Saudi Arabia,SA,2022-07-24,TV,5,Backstreet Rookie,,tt12516712
Saudi Arabia,SA,2022-07-24,Films,6,The Man from Toronto,,tt11671006
Saudi Arabia,SA,2022-07-24,TV,6,The Longest Night,1.0,tt14463552
Saudi Arabia,SA,2022-07-24,Films,7,2 Hearts,,tt5616176
Saudi Arabia,SA,2022-07-24,TV,7,Ghost Doctor,,tt16493854
Saudi Arabia,SA,2022-07-24,Films,8,Valley of the Dead,,tt10127708
Saudi Arabia,SA,2022-07-24,TV,8,Alchemy of Souls,1.0,tt20859920
Saudi Arabia,SA,2022-07-24,Films,9,The Crime,,tt15613514
Saudi Arabia,SA,2022-07-24,TV,9,Stranger Things,3.0,tt4574334
Saudi Arabia,SA,2022-07-24,Films,10,Girl in the Picture,,tt21059520
Saudi Arabia,SA,2022-07-24,TV,10,Stranger Things,2.0,tt4574334
Saudi Arabia,SA,2022-07-31,Films,1,The Gray Man,,tt1649418
Saudi Arabia,SA,2022-07-31,TV,1,Extraordinary Attorney Woo,1.0,tt20869502
Saudi Arabia,SA,2022-07-31,Films,2,Black and Blue,,tt10593226
Saudi Arabia,SA,2022-07-31,TV,2,Another Self,1.0,tt14899624
Saudi Arabia,SA,2022-07-31,Films,3,A Stand Worthy of Men,,tt13758760
Saudi Arabia,SA,2022-07-31,TV,3,Stranger Things,4.0,tt4574334
Saudi Arabia,SA,2022-07-31,Films,4,Let Him Go,,tt9340860
Saudi Arabia,SA,2022-07-31,TV,4,Alba,1.0,tt12446242
Saudi Arabia,SA,2022-07-31,Films,5,The Sea Beast,,tt9288046
