country_name,country_iso2,week,category,weekly_rank,show_title,season_title,imdb_tconst
Colombia,CO,2023-03-26,Films,9,All Quiet on the Western Front,,tt31174258
Colombia,CO,2023-03-26,TV,9,Who Were We Running From?,1.0,tt16163746
Colombia,CO,2023-03-26,Films,10,Bad Boys for Life,,tt1502397
Colombia,CO,2023-04-02,Films,1,Murder Mystery 2,,tt15255288
Colombia,CO,2023-04-02,TV,1,The Night Agent,1.0,tt13918776
Colombia,CO,2023-04-02,TV,2,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-04-02,Films,3,Chor Nikal Ke Bhaga,,tt22297828
Colombia,CO,2023-04-02,TV,3,I Am Georgina,2.0,tt15494864
Colombia,CO,2023-04-02,Films,4,Murder Mystery,,tt37879980
Colombia,CO,2023-04-02,Films,5,Luther: The Fallen Sun,,tt3155298
Colombia,CO,2023-04-02,TV,5,Eva Lasting,1.0,tt26346647
Colombia,CO,2023-04-02,Films,6,Kill Boksoon,,tt16900880
Colombia,CO,2023-04-02,TV,6,Who Were We Running From?,1.0,tt16163746
Colombia,CO,2023-04-02,Films,7,Perfume: The Story of a Murderer,,tt0396171
Colombia,CO,2023-04-02,TV,7,I Am Georgina,1.0,tt15494864
Colombia,CO,2023-04-02,Films,8,Johnny,,tt12794948
Colombia,CO,2023-04-02,Films,9,The Magician's Elephant,,tt2560092
Colombia,CO,2023-04-02,TV,9,The Glory,1.0,tt31869080
Colombia,CO,2023-04-02,Films,10,The Last Man on Earth,,tt26082988
Colombia,CO,2023-04-02,TV,10,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-04-09,Films,1,Murder Mystery 2,,tt15255288
Colombia,CO,2023-04-09,TV,1,The Night Agent,1.0,tt13918776
Colombia,CO,2023-04-09,Films,2,Noah,,tt34154379
Colombia,CO,2023-04-09,TV,2,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-04-09,Films,3,Chupa,,tt12279814
Colombia,CO,2023-04-09,TV,4,Eva Lasting,1.0,tt26346647
Colombia,CO,2023-04-09,Films,5,Hunger,,tt14902080
Colombia,CO,2023-04-09,TV,5,I Am Georgina,2.0,tt15494864
Colombia,CO,2023-04-09,Films,6,Murder Mystery,,tt37879980
Colombia,CO,2023-04-09,Films,7,Risen,,tt2338187
Colombia,CO,2023-04-09,TV,7,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-04-09,Films,8,Kill Boksoon,,tt16900880
Colombia,CO,2023-04-09,Films,9,Luther: The Fallen Sun,,tt3155298
Colombia,CO,2023-04-09,Films,10,Home,,tt29668370
Colombia,CO,2023-04-09,TV,10,The Blacklist,9.0,tt2741602
Colombia,CO,2023-04-16,Films,1,Hunger,,tt14902080
Colombia,CO,2023-04-16,TV,1,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-04-16,Films,2,The Last Kingdom: Seven Kings Must Die,,tt15767808
Colombia,CO,2023-04-16,TV,2,The Night Agent,1.0,tt13918776
Colombia,CO,2023-04-16,Films,3,Queens on the Run,,tt21736218
Colombia,CO,2023-04-16,TV,3,Obsession,1.0,tt7465392
Colombia,CO,2023-04-16,Films,4,Chupa,,tt12279814
Colombia,CO,2023-04-16,Films,5,Trolls World Tour,,tt6587640
Colombia,CO,2023-04-16,TV,5,Eva Lasting,1.0,tt26346647
Colombia,CO,2023-04-16,Films,6,Murder Mystery 2,,tt15255288
Colombia,CO,2023-04-16,TV,6,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-04-16,Films,8,The Wedding Ringer,,tt0884732
Colombia,CO,2023-04-16,Films,9,Home,,tt29668370
Colombia,CO,2023-04-16,Films,10,Noah,,tt34154379
Colombia,CO,2023-04-16,TV,10,The Marked Heart,1.0,tt18974572
Colombia,CO,2023-04-23,Films,1,Let Him Go,,tt9340860
Colombia,CO,2023-04-23,TV,1,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-04-23,Films,2,Hunger,,tt14902080
Colombia,CO,2023-04-23,TV,2,The Marked Heart,1.0,tt18974572
Colombia,CO,2023-04-23,Films,3,Queens on the Run,,tt21736218
Colombia,CO,2023-04-23,TV,3,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-04-23,Films,4,The Last Kingdom: Seven Kings Must Die,,tt15767808
Colombia,CO,2023-04-23,Films,5,A Tourist's Guide to Love,,tt20115096
Colombia,CO,2023-04-23,TV,5,Welcome to Eden,2.0,tt13457822
Colombia,CO,2023-04-23,Films,6,Trolls World Tour,,tt6587640
Colombia,CO,2023-04-23,TV,6,The Night Agent,1.0,tt13918776
Colombia,CO,2023-04-23,Films,7,Murder Mystery 2,,tt15255288
Colombia,CO,2023-04-23,TV,7,Obsession,1.0,tt7465392
Colombia,CO,2023-04-23,Films,8,One More Time,,tt10312838
Colombia,CO,2023-04-23,TV,8,The Diplomat,1.0,tt17006090
Colombia,CO,2023-04-23,Films,9,Time Trap,,tt11457750
Colombia,CO,2023-04-23,TV,9,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-04-23,Films,10,Mighty Morphin Power Rangers: Once & Always,,tt23219684
Colombia,CO,2023-04-30,Films,1,AKA,,tt7955832
Colombia,CO,2023-04-30,TV,1,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-04-30,Films,2,Let Him Go,,tt9340860
Colombia,CO,2023-04-30,TV,2,The Marked Heart,1.0,tt18974572
Colombia,CO,2023-04-30,Films,3,A Tourist's Guide to Love,,tt20115096
Colombia,CO,2023-04-30,TV,3,Welcome to Eden,2.0,tt13457822
Colombia,CO,2023-04-30,Films,4,Hunger,,tt14902080
Colombia,CO,2023-04-30,Films,5,Chokehold,,tt21141574
Colombia,CO,2023-04-30,TV,5,Sweet Tooth,2.0,tt12809988
Colombia,CO,2023-04-30,Films,6,One More Time,,tt10312838
Colombia,CO,2023-04-30,TV,6,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-04-30,Films,7,A Quiet Place Part II,,tt8332922
Colombia,CO,2023-04-30,TV,7,Welcome to Eden,1.0,tt13457822
Colombia,CO,2023-04-30,Films,8,Time Trap,,tt11457750
Colombia,CO,2023-04-30,TV,8,The Nurse,1.0,tt24948454
Colombia,CO,2023-04-30,Films,9,"Kiss, Kiss!",,tt12858434
Colombia,CO,2023-04-30,TV,9,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-04-30,Films,10,Shrek 2,,tt0298148
Colombia,CO,2023-04-30,TV,10,The Diplomat,1.0,tt17006090
Colombia,CO,2023-05-07,Films,1,AKA,,tt7955832
Colombia,CO,2023-05-07,TV,1,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-05-07,Films,2,Wrong Place,,tt15837458
Colombia,CO,2023-05-07,TV,2,Queen Charlotte: A Bridgerton Story,,tt14661396
Colombia,CO,2023-05-07,Films,3,A Quiet Place Part II,,tt8332922
Colombia,CO,2023-05-07,TV,3,Sweet Tooth,2.0,tt12809988
Colombia,CO,2023-05-07,Films,4,The Deep End of the Ocean,,tt0120646
Colombia,CO,2023-05-07,Films,5,The Tournament,,tt39090171
Colombia,CO,2023-05-07,TV,5,The Marked Heart,1.0,tt18974572
Colombia,CO,2023-05-07,Films,6,The Father,,tt13085508
Colombia,CO,2023-05-07,TV,6,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-05-07,Films,7,The Lodge,,tt15669320
Colombia,CO,2023-05-07,TV,7,Welcome to Eden,2.0,tt13457822
Colombia,CO,2023-05-07,Films,8,Hunger,,tt14902080
Colombia,CO,2023-05-07,TV,8,The Tailor,1.0,tt15473010
Colombia,CO,2023-05-07,Films,9,Knowing,,tt32995766
Colombia,CO,2023-05-07,TV,9,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-05-07,Films,10,A Tourist's Guide to Love,,tt20115096
Colombia,CO,2023-05-07,TV,10,Sweet Tooth,1.0,tt12809988
Colombia,CO,2023-05-14,Films,1,The Mother,,tt10270700
Colombia,CO,2023-05-14,TV,1,Queen Charlotte: A Bridgerton Story,,tt14661396
Colombia,CO,2023-05-14,Films,2,Wrong Place,,tt15837458
Colombia,CO,2023-05-14,Films,3,¡Que viva México!,,tt22185848
Colombia,CO,2023-05-14,TV,3,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-05-14,Films,4,Synchronic,,tt9016974
Colombia,CO,2023-05-14,TV,4,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-05-14,Films,5,The Deep End of the Ocean,,tt0120646
Colombia,CO,2023-05-14,TV,5,The Marked Heart,1.0,tt18974572
Colombia,CO,2023-05-14,Films,6,The Tournament,,tt39090171
Colombia,CO,2023-05-14,TV,6,Bridgerton,1.0,tt8740790
Colombia,CO,2023-05-14,Films,7,Knowing,,tt32995766
Colombia,CO,2023-05-14,TV,7,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-05-14,Films,8,AKA,,tt7955832
Colombia,CO,2023-05-14,TV,8,Sweet Tooth,2.0,tt12809988
Colombia,CO,2023-05-14,Films,9,1408,,tt0450385
Colombia,CO,2023-05-14,TV,9,Black Knight,1.0,tt17013106
Colombia,CO,2023-05-14,Films,10,Kung Fu Panda 3,,tt2267968
Colombia,CO,2023-05-21,Films,1,The Mother,,tt10270700
Colombia,CO,2023-05-21,TV,1,"XO, Kitty",1.0,tt14490706
Colombia,CO,2023-05-21,Films,2,Faithfully Yours,,tt20119468
Colombia,CO,2023-05-21,Films,3,¡Que viva México!,,tt22185848
Colombia,CO,2023-05-21,TV,3,Queen Charlotte: A Bridgerton Story,,tt14661396
Colombia,CO,2023-05-21,Films,4,Synchronic,,tt9016974
Colombia,CO,2023-05-21,TV,4,Muted,1.0,tt20477492
Colombia,CO,2023-05-21,Films,5,The Healer,,tt10941372
Colombia,CO,2023-05-21,TV,5,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-05-21,Films,6,AKA,,tt7955832
Colombia,CO,2023-05-21,TV,6,Black Knight,1.0,tt17013106
Colombia,CO,2023-05-21,Films,7,Wrong Place,,tt15837458
Colombia,CO,2023-05-21,TV,7,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-05-21,Films,8,Knowing,,tt32995766
Colombia,CO,2023-05-21,TV,8,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-05-21,Films,10,Royalteen: Princess Margrethe,,tt22488414
Colombia,CO,2023-05-21,TV,10,The Marked Heart,1.0,tt18974572
Colombia,CO,2023-05-28,Films,1,2 Hearts,,tt5616176
Colombia,CO,2023-05-28,TV,1,"XO, Kitty",1.0,tt14490706
Colombia,CO,2023-05-28,Films,2,The Mother,,tt10270700
Colombia,CO,2023-05-28,TV,2,FUBAR,1.0,tt13064902
Colombia,CO,2023-05-28,Films,3,Mother's Day,,tt3317640
Colombia,CO,2023-05-28,Films,4,Tin & Tina,,tt7354440
Colombia,CO,2023-05-28,TV,4,Muted,1.0,tt20477492
Colombia,CO,2023-05-28,Films,5,Faithfully Yours,,tt20119468
Colombia,CO,2023-05-28,TV,5,Queen Charlotte: A Bridgerton Story,,tt14661396
Colombia,CO,2023-05-28,Films,6,Hard Feelings,,tt31114446
Colombia,CO,2023-05-28,TV,6,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-05-28,Films,7,The Great Wall,,tt2034800
Colombia,CO,2023-05-28,TV,7,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-05-28,Films,8,Blood & Gold,,tt18073328
Colombia,CO,2023-05-28,TV,8,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-05-28,Films,9,¡Que viva México!,,tt22185848
Colombia,CO,2023-05-28,Films,10,The Flintstones,,tt0109813
Colombia,CO,2023-05-28,TV,10,Las muñecas de la mafia,1.0,tt1585368
Colombia,CO,2023-06-04,Films,1,Tin & Tina,,tt7354440
Colombia,CO,2023-06-04,TV,1,Fake Profile,1.0,tt14494938
Colombia,CO,2023-06-04,Films,2,Blood & Gold,,tt18073328
Colombia,CO,2023-06-04,Films,3,2 Hearts,,tt5616176
Colombia,CO,2023-06-04,TV,3,FUBAR,1.0,tt13064902
Colombia,CO,2023-06-04,Films,4,A Beautiful Life,,tt1666284
Colombia,CO,2023-06-04,TV,4,Manifest,4.0,tt14738778
Colombia,CO,2023-06-04,Films,5,The Year I Started Masturbating,,tt15411160
Colombia,CO,2023-06-04,TV,5,"XO, Kitty",1.0,tt14490706
Colombia,CO,2023-06-04,Films,6,The Mother,,tt10270700
Colombia,CO,2023-06-04,TV,6,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-06-04,Films,7,Shooter,,tt3163424
Colombia,CO,2023-06-04,TV,7,Las muñecas de la mafia,1.0,tt1585368
Colombia,CO,2023-06-04,Films,8,Where the Tracks End,,tt21735972
Colombia,CO,2023-06-04,TV,8,The Marked Heart,2.0,tt18974572
Colombia,CO,2023-06-04,Films,9,Hard Feelings,,tt31114446
Colombia,CO,2023-06-04,TV,9,The Snitch Cartel: Origins,1.0,tt14417802
Colombia,CO,2023-06-04,Films,10,Mother's Day,,tt3317640
Colombia,CO,2023-06-04,TV,10,Muted,1.0,tt20477492
Colombia,CO,2023-06-11,Films,1,Abduction,,tt5158978
Colombia,CO,2023-06-11,TV,1,Fake Profile,1.0,tt14494938
Colombia,CO,2023-06-11,Films,2,Prisoners,,tt1392214
Colombia,CO,2023-06-11,TV,2,Manifest,4.0,tt14738778
Colombia,CO,2023-06-11,Films,3,Shooter,,tt3163424
Colombia,CO,2023-06-11,Films,4,Tin & Tina,,tt7354440
Colombia,CO,2023-06-11,TV,4,Never Have I Ever,4.0,tt27043648
Colombia,CO,2023-06-11,Films,5,A Beautiful Life,,tt1666284
Colombia,CO,2023-06-11,TV,5,THE DAYS,1.0,tt22074484
Colombia,CO,2023-06-11,Films,6,Grown Ups 2,,tt2191701
Colombia,CO,2023-06-11,TV,6,FUBAR,1.0,tt13064902
Colombia,CO,2023-06-11,TV,7,Pasión de Gavilanes,1.0,tt0387763
Colombia,CO,2023-06-11,Films,8,You Do You,,tt19121700
Colombia,CO,2023-06-11,TV,8,Arnold,1.0,tt27713897
Colombia,CO,2023-06-11,Films,9,The Company Men,,tt1172991
Colombia,CO,2023-06-11,TV,9,Valeria,3.0,tt9731288
Colombia,CO,2023-06-11,Films,10,Wonder Park,,tt6428676
Colombia,CO,2023-06-11,TV,10,Las muñecas de la mafia,1.0,tt1585368
Colombia,CO,2023-06-18,Films,1,Extraction 2,,tt12263384
Colombia,CO,2023-06-18,TV,1,Fake Profile,1.0,tt14494938
Colombia,CO,2023-06-18,Films,2,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-06-18,TV,2,The Surrogacy,1.0,tt27787160
Colombia,CO,2023-06-18,Films,3,You Do You,,tt19121700
Colombia,CO,2023-06-18,TV,3,Never Have I Ever,4.0,tt27043648
Colombia,CO,2023-06-18,Films,4,Abduction,,tt5158978
Colombia,CO,2023-06-18,TV,4,Black Mirror,6.0,tt2085059
Colombia,CO,2023-06-18,Films,5,Extraction,,tt11914850
Colombia,CO,2023-06-18,TV,5,Bloodhounds,1.0,tt26315487
Colombia,CO,2023-06-18,Films,6,The Wonder Weeks,,tt22506746
Colombia,CO,2023-06-18,TV,6,Arnold,1.0,tt27713897
Colombia,CO,2023-06-18,Films,7,Tin & Tina,,tt7354440
Colombia,CO,2023-06-18,TV,7,Manifest,4.0,tt14738778
Colombia,CO,2023-06-18,Films,8,Prisoners,,tt1392214
Colombia,CO,2023-06-18,TV,8,FUBAR,1.0,tt13064902
Colombia,CO,2023-06-18,Films,9,Black Clover: Sword of the Wizard King,,tt22868844
Colombia,CO,2023-06-18,TV,9,THE DAYS,1.0,tt22074484
Colombia,CO,2023-06-18,Films,10,Grown Ups 2,,tt2191701
Colombia,CO,2023-06-18,TV,10,Valeria,3.0,tt9731288
Colombia,CO,2023-06-25,Films,1,Extraction 2,,tt12263384
Colombia,CO,2023-06-25,TV,1,The Surrogacy,1.0,tt27787160
Colombia,CO,2023-06-25,TV,2,Fake Profile,1.0,tt14494938
Colombia,CO,2023-06-25,Films,3,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-06-25,TV,3,Black Mirror,6.0,tt2085059
Colombia,CO,2023-06-25,Films,4,Extraction,,tt11914850
Colombia,CO,2023-06-25,TV,4,Bloodhounds,1.0,tt26315487
Colombia,CO,2023-06-25,Films,5,Get Out,,tt5052448
Colombia,CO,2023-06-25,TV,5,Sleeping Dog,1.0,tt25375244
Colombia,CO,2023-06-25,Films,6,What Happens in Vegas,,tt1033643
Colombia,CO,2023-06-25,TV,6,Our Planet,1.0,tt9253866
Colombia,CO,2023-06-25,Films,7,Make Me Believe,,tt21257152
Colombia,CO,2023-06-25,TV,7,Never Have I Ever,4.0,tt27043648
Colombia,CO,2023-06-25,Films,8,The Perfect Find,,tt8400584
Colombia,CO,2023-06-25,TV,8,Arnold,1.0,tt27713897
Colombia,CO,2023-06-25,Films,9,Take Care of Maya,,tt27542448
Colombia,CO,2023-06-25,TV,9,Manifest,4.0,tt14738778
Colombia,CO,2023-06-25,Films,10,You Do You,,tt19121700
Colombia,CO,2023-06-25,TV,10,Doctor Cha,1.0,tt27075857
Colombia,CO,2023-07-02,TV,1,The Witcher,3.0,tt5180504
Colombia,CO,2023-07-02,Films,2,Extraction 2,,tt12263384
Colombia,CO,2023-07-02,TV,2,The Surrogacy,1.0,tt27787160
Colombia,CO,2023-07-02,Films,3,Ghosts of the Abyss,,tt0297144
Colombia,CO,2023-07-02,TV,3,Fake Profile,1.0,tt14494938
Colombia,CO,2023-07-02,Films,4,The Perfect Find,,tt8400584
Colombia,CO,2023-07-02,TV,4,Black Mirror,6.0,tt2085059
Colombia,CO,2023-07-02,Films,5,Make Me Believe,,tt21257152
Colombia,CO,2023-07-02,TV,5,DELETE,1.0,tt22696582
Colombia,CO,2023-07-02,TV,6,Sleeping Dog,1.0,tt25375244
Colombia,CO,2023-07-02,Films,7,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-07-02,TV,7,Glamorous,1.0,tt19503218
Colombia,CO,2023-07-02,TV,8,Titans,4.0,tt1043813
Colombia,CO,2023-07-02,Films,9,iNumber Number: Jozi Gold,,tt27728519
Colombia,CO,2023-07-02,TV,9,Our Planet,1.0,tt9253866
Colombia,CO,2023-07-02,Films,10,Get Out,,tt5052448
Colombia,CO,2023-07-02,TV,10,Bloodhounds,1.0,tt26315487
Colombia,CO,2023-07-09,TV,1,The Witcher,3.0,tt5180504
Colombia,CO,2023-07-09,Films,2,The Out-Laws,,tt11274492
Colombia,CO,2023-07-09,TV,2,Fatal Seduction,1.0,tt27951663
Colombia,CO,2023-07-09,TV,3,The Surrogacy,1.0,tt27787160
Colombia,CO,2023-07-09,Films,4,The Silencing,,tt7149730
Colombia,CO,2023-07-09,TV,4,Fake Profile,1.0,tt14494938
Colombia,CO,2023-07-09,Films,5,Old Henry,,tt12731980
Colombia,CO,2023-07-09,TV,5,Celebrity,1.0,tt26315488
Colombia,CO,2023-07-09,Films,6,Extraction 2,,tt12263384
Colombia,CO,2023-07-09,TV,6,Is It Cake?,1.0,tt18314214
Colombia,CO,2023-07-09,Films,7,Nimona,,tt19500164
Colombia,CO,2023-07-09,TV,7,The Witcher,1.0,tt5180504
Colombia,CO,2023-07-09,Films,8,Mafia Mamma,,tt13923456
Colombia,CO,2023-07-09,TV,8,Doom at Your Service,,tt13669128
Colombia,CO,2023-07-09,Films,9,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-07-09,TV,9,Keep Breathing,1.0,tt14117010
Colombia,CO,2023-07-09,TV,10,See You in My 19th Life,19.0,tt27838483
Colombia,CO,2023-07-16,Films,1,The Out-Laws,,tt11274492
Colombia,CO,2023-07-16,TV,1,Fatal Seduction,1.0,tt27951663
Colombia,CO,2023-07-16,TV,2,The Witcher,3.0,tt5180504
Colombia,CO,2023-07-16,Films,3,Mafia Mamma,,tt13923456
Colombia,CO,2023-07-16,TV,3,Record of Ragnarok,2.0,tt13676344
Colombia,CO,2023-07-16,Films,4,Nimona,,tt19500164
Colombia,CO,2023-07-16,TV,4,King the Land,1.0,tt26693803
Colombia,CO,2023-07-16,Films,5,Battle of the Year,,tt1532958
Colombia,CO,2023-07-16,TV,5,The Surrogacy,1.0,tt27787160
Colombia,CO,2023-07-16,Films,6,Gold Brick,,tt27987407
Colombia,CO,2023-07-16,TV,6,Fake Profile,1.0,tt14494938
Colombia,CO,2023-07-16,TV,7,Celebrity,1.0,tt26315488
Colombia,CO,2023-07-16,Films,8,Extraction 2,,tt12263384
Colombia,CO,2023-07-16,TV,8,Sonic Prime,2.0,tt13961348
Colombia,CO,2023-07-16,Films,9,The Silencing,,tt7149730
Colombia,CO,2023-07-16,TV,9,Doom at Your Service,,tt13669128
Colombia,CO,2023-07-16,Films,10,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-07-16,TV,10,Burn the House Down,1.0,tt21327000
Colombia,CO,2023-07-23,TV,1,King the Land,1.0,tt26693803
Colombia,CO,2023-07-23,Films,2,The Out-Laws,,tt11274492
Colombia,CO,2023-07-23,TV,2,Fatal Seduction,1.0,tt27951663
Colombia,CO,2023-07-23,Films,3,Man on Fire,,tt0328107
Colombia,CO,2023-07-23,TV,3,The Surrogacy,1.0,tt27787160
Colombia,CO,2023-07-23,Films,4,Love Tactics 2,,tt21308698
Colombia,CO,2023-07-23,TV,4,Demon Slayer: Kimetsu no Yaiba,1.0,tt9335498
Colombia,CO,2023-07-23,Films,5,What's Your Number?,,tt0770703
Colombia,CO,2023-07-23,TV,5,Burn the House Down,1.0,tt21327000
Colombia,CO,2023-07-23,Films,6,Gold Brick,,tt27987407
Colombia,CO,2023-07-23,TV,6,The Witcher,3.0,tt5180504
Colombia,CO,2023-07-23,Films,7,Extraction 2,,tt12263384
Colombia,CO,2023-07-23,TV,7,Record of Ragnarok,2.0,tt13676344
Colombia,CO,2023-07-23,Films,8,Nimona,,tt19500164
Colombia,CO,2023-07-23,TV,8,Fake Profile,1.0,tt14494938
Colombia,CO,2023-07-23,Films,9,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-07-23,TV,9,Sonic Prime,2.0,tt13961348
Colombia,CO,2023-07-23,Films,10,Mafia Mamma,,tt13923456
Colombia,CO,2023-07-23,TV,10,See You in My 19th Life,19.0,tt27838483
Colombia,CO,2023-07-30,Films,1,Hidden Strike,,tt6879446
Colombia,CO,2023-07-30,TV,1,Baki Hanma,2.0,tt13357140
Colombia,CO,2023-07-30,Films,2,"Miraculous: Ladybug & Cat Noir, The Movie",,tt10364034
Colombia,CO,2023-07-30,TV,2,King the Land,1.0,tt26693803
Colombia,CO,2023-07-30,Films,3,Paradise,,tt20723232
Colombia,CO,2023-07-30,TV,3,The Witcher,3.0,tt5180504
Colombia,CO,2023-07-30,Films,4,What's Your Number?,,tt0770703
Colombia,CO,2023-07-30,TV,4,A Perfect Story,1.0,tt23183618
Colombia,CO,2023-07-30,TV,5,Demon Slayer: Kimetsu no Yaiba,1.0,tt9335498
Colombia,CO,2023-07-30,Films,6,They Cloned Tyrone,,tt9873892
Colombia,CO,2023-07-30,TV,6,The Woman in the House Across the Street from the Girl in the Window,1.0,tt13315324
Colombia,CO,2023-07-30,Films,7,First Daughter,,tt0361620
Colombia,CO,2023-07-30,TV,7,My Happy Marriage,1.0,tt19869172
Colombia,CO,2023-07-30,Films,8,Happiness for Beginners,,tt15509244
Colombia,CO,2023-07-30,TV,8,Fatal Seduction,1.0,tt27951663
Colombia,CO,2023-07-30,Films,9,Missing: The Lucie Blackman Case,,tt19113292
Colombia,CO,2023-07-30,TV,9,The Tailor,2.0,tt15473010
Colombia,CO,2023-07-30,Films,10,Paw Patrol: The Movie,,tt11832046
Colombia,CO,2023-07-30,TV,10,Burn the House Down,1.0,tt21327000
Colombia,CO,2023-08-06,Films,1,Hidden Strike,,tt6879446
Colombia,CO,2023-08-06,TV,1,A Perfect Story,1.0,tt23183618
Colombia,CO,2023-08-06,Films,2,Shark Bait,,tt15051540
Colombia,CO,2023-08-06,TV,2,King the Land,1.0,tt26693803
Colombia,CO,2023-08-06,Films,3,Paradise,,tt20723232
Colombia,CO,2023-08-06,TV,3,Heartstopper,2.0,tt10638036
Colombia,CO,2023-08-06,Films,4,Soulcatcher,,tt28290233
Colombia,CO,2023-08-06,TV,4,Baki Hanma,2.0,tt13357140
Colombia,CO,2023-08-06,Films,5,Clifford the Big Red Dog,,tt2397461
Colombia,CO,2023-08-06,TV,5,The Tailor,2.0,tt15473010
Colombia,CO,2023-08-06,Films,6,"Miraculous: Ladybug & Cat Noir, The Movie",,tt10364034
Colombia,CO,2023-08-06,TV,6,The Witcher,3.0,tt5180504
Colombia,CO,2023-08-06,Films,7,Happiness for Beginners,,tt15509244
Colombia,CO,2023-08-06,TV,7,The Woman in the House Across the Street from the Girl in the Window,1.0,tt13315324
Colombia,CO,2023-08-06,Films,8,Zom 100: Bucket List of the Dead,,tt20672534
Colombia,CO,2023-08-06,TV,8,The Tailor,1.0,tt15473010
Colombia,CO,2023-08-06,Films,9,World War Z,,tt0816711
Colombia,CO,2023-08-06,TV,9,My Happy Marriage,1.0,tt19869172
Colombia,CO,2023-08-06,Films,10,No Ritmo da Fé,,tt28506156
Colombia,CO,2023-08-06,TV,10,Fatal Seduction,1.0,tt27951663
Colombia,CO,2023-08-13,Films,1,Heart of Stone,,tt7054114
Colombia,CO,2023-08-13,TV,1,King the Land,1.0,tt26693803
Colombia,CO,2023-08-13,Films,2,Shark Bait,,tt15051540
Colombia,CO,2023-08-13,TV,2,A Perfect Story,1.0,tt23183618
Colombia,CO,2023-08-13,Films,3,"Good Luck to You, Leo Grande",,tt13352968
Colombia,CO,2023-08-13,TV,3,Heartstopper,2.0,tt10638036
Colombia,CO,2023-08-13,Films,4,Hidden Strike,,tt6879446
Colombia,CO,2023-08-13,TV,4,Fatal Seduction,1.0,tt27951663
Colombia,CO,2023-08-13,Films,5,Paradise,,tt20723232
Colombia,CO,2023-08-13,TV,5,Demon Slayer: Kimetsu no Yaiba,1.0,tt9335498
Colombia,CO,2023-08-13,Films,6,Clifford the Big Red Dog,,tt2397461
Colombia,CO,2023-08-13,TV,6,Painkiller,1.0,tt27590075
Colombia,CO,2023-08-13,Films,7,What Men Want,,tt37460462
Colombia,CO,2023-08-13,TV,7,The Tailor,2.0,tt15473010
Colombia,CO,2023-08-13,Films,8,Zom 100: Bucket List of the Dead,,tt20672534
Colombia,CO,2023-08-13,TV,8,The Witcher,3.0,tt5180504
Colombia,CO,2023-08-13,Films,9,Soulcatcher,,tt28290233
Colombia,CO,2023-08-13,TV,9,Baki Hanma,2.0,tt13357140
Colombia,CO,2023-08-13,Films,10,Stuart Little 2,,tt0243585
Colombia,CO,2023-08-13,TV,10,Gabby's Dollhouse,8.0,tt9165438
Colombia,CO,2023-08-20,Films,1,Heart of Stone,,tt7054114
Colombia,CO,2023-08-20,TV,1,DEPP V HEARD,1.0,tt27541298
Colombia,CO,2023-08-20,Films,2,Half Brothers,,tt27499027
Colombia,CO,2023-08-20,TV,2,Painkiller,1.0,tt27590075
Colombia,CO,2023-08-20,Films,3,Rumble,,tt8337158
Colombia,CO,2023-08-20,TV,3,Ballers,1.0,tt2891574
Colombia,CO,2023-08-20,Films,4,The Monkey King,,tt1867084
Colombia,CO,2023-08-20,TV,4,Demon Slayer: Kimetsu no Yaiba,1.0,tt9335498
Colombia,CO,2023-08-20,Films,5,Shark Bait,,tt15051540
Colombia,CO,2023-08-20,TV,5,King the Land,1.0,tt26693803
Colombia,CO,2023-08-20,Films,6,Hidden Strike,,tt6879446
Colombia,CO,2023-08-20,TV,6,The Chosen One,1.0,tt14569316
