,week,country,category,at_rank1,cumulative_weeks_in_top_10_1,at_rank2,cumulative_weeks_in_top_10_2,at_rank3,cumulative_weeks_in_top_10_3,at_rank4,cumulative_weeks_in_top_10_4,at_rank5,cumulative_weeks_in_top_10_5,at_rank6,cumulative_weeks_in_top_10_6,at_rank7,cumulative_weeks_in_top_10_7,at_rank8,cumulative_weeks_in_top_10_8,at_rank9,cumulative_weeks_in_top_10_9,at_rank10,cumulative_weeks_in_top_10_10
2022-05-29_Japan_TV,2022-05-29,Japan,TV,tt13706018,7,tt4574334,1,,,tt19115260,4,tt3111196,5,,,tt38960977,3,tt9466298,1,tt11239552,44,tt10850932,48
2022-05-29_Jordan_Films,2022-05-29,Jordan,Films,tt13065704,1,tt3393786,1,tt17050828,3,tt15215512,2,,,tt13043436,4,tt21254796,1,tt15294758,2,tt6259476,1,tt6587640,2
2022-05-29_Jordan_TV,2022-05-29,Jordan,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt4574334,1,tt32270287,39,tt19361940,1,tt32270287,24,tt32270287,12,tt32270287,19,tt32270287,33
2022-05-29_Kenya_Films,2022-05-29,Kenya,Films,,,tt15215512,2,tt32843608,2,tt15432804,2,tt17050828,3,tt1790885,1,tt15294758,2,tt5143830,1,tt8179024,1,tt13623916,1
2022-05-29_Kenya_TV,2022-05-29,Kenya,TV,tt13833978,3,tt4574334,1,tt13980362,2,tt19671142,3,tt11937816,2,tt19361940,1,tt11937816,1,tt4574334,1,tt10462178,4,tt13457822,4
2022-05-29_Kuwait_Films,2022-05-29,Kuwait,Films,,,tt3393786,1,tt13065704,1,tt17050828,3,tt15294758,2,tt15215512,2,tt10083340,5,tt13043436,4,tt5301942,2,tt13623916,1
2022-05-29_Kuwait_TV,2022-05-29,Kuwait,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt4574334,1,tt19361940,2,,,tt11937816,2,tt0206512,22,tt13457822,3,tt4574334,1
2022-05-29_Latvia_Films,2022-05-29,Latvia,Films,tt15215512,2,tt17050828,3,,,tt6587640,2,tt37899002,2,tt5143830,1,tt15432804,1,tt38639837,2,tt9686708,3,tt9075644,1
2022-05-29_Latvia_TV,2022-05-29,Latvia,TV,tt4574334,1,tt4574334,1,tt13833978,3,tt38960977,8,tt38960977,7,tt38960977,7,tt4574334,1,tt4574334,1,tt9561862,2,tt6235122,2
2022-05-29_Lebanon_Films,2022-05-29,Lebanon,Films,tt15215512,2,tt17050828,3,tt15432804,1,tt3393786,1,tt21254796,1,tt37899002,2,tt13065704,1,tt6259476,1,,,tt12996154,5
2022-05-29_Lebanon_TV,2022-05-29,Lebanon,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt11937816,2,tt4574334,1,tt13457822,4,tt18974572,6,tt11937816,1,tt32270287,12,tt32270287,8
2022-05-29_Lithuania_Films,2022-05-29,Lithuania,Films,tt15215512,2,tt17050828,3,,,tt37899002,2,tt15432804,1,tt6587640,2,tt1579257,3,tt38639837,2,tt5143830,1,tt9686708,3
2022-05-29_Lithuania_TV,2022-05-29,Lithuania,TV,tt4574334,1,tt4574334,1,tt38960977,8,tt13833978,3,tt38960977,7,tt38960977,6,tt9561862,2,tt4574334,1,tt4574334,1,tt3032476,4
2022-05-29_Luxembourg_Films,2022-05-29,Luxembourg,Films,tt15215512,2,tt17050828,3,tt15432804,2,tt37899002,2,tt10607266,4,,,tt3393786,1,tt12431066,3,,,tt8695030,1
2022-05-29_Luxembourg_TV,2022-05-29,Luxembourg,TV,tt4574334,1,tt13833978,3,tt11937816,2,tt13980362,2,tt4574334,1,tt13457822,4,tt11937816,2,tt5071412,8,tt3032476,4,tt11937816,1
2022-05-29_Malaysia_Films,2022-05-29,Malaysia,Films,,,tt8946378,1,tt17050828,3,tt15215512,2,,,tt10083340,5,tt13623916,1,tt3432910,2,tt6587640,2,tt14278520,1
2022-05-29_Malaysia_TV,2022-05-29,Malaysia,TV,tt4574334,1,tt3111196,8,,,tt19115260,7,tt14950036,4,tt13706018,5,tt30145363,13,tt4574334,1,tt34720736,7,,
2022-05-29_Maldives_Films,2022-05-29,Maldives,Films,,,tt5301942,2,tt13623916,1,tt15215512,2,,,tt10083340,5,tt17050828,3,tt7126948,2,tt32843608,2,tt15294758,2
2022-05-29_Maldives_TV,2022-05-29,Maldives,TV,tt4574334,1,tt13833978,3,tt2661044,2,tt19361940,2,tt4574334,1,tt3111196,5,tt13980362,1,tt11937816,2,tt13706018,2,,
2022-05-29_Malta_Films,2022-05-29,Malta,Films,tt15215512,2,tt37899002,2,tt17050828,3,tt15432804,1,,,,,tt6608414,2,tt12431066,3,tt1579257,3,tt2076822,1
2022-05-29_Malta_TV,2022-05-29,Malta,TV,tt4574334,1,tt13833978,3,tt13980362,2,tt11937816,2,tt4574334,1,tt18974572,6,tt5071412,7,tt11937816,1,,,tt11937816,1
2022-05-29_Martinique_Films,2022-05-29,Martinique,Films,tt15432804,2,tt15215512,2,tt17050828,3,tt0421206,2,tt0454987,1,tt10607266,4,tt9082020,1,tt3741700,1,tt5143830,1,tt17528598,4
2022-05-29_Martinique_TV,2022-05-29,Martinique,TV,tt13980362,2,tt4574334,1,tt11937816,2,tt13833978,3,tt19671142,3,tt12502782,5,tt4574334,1,tt38960977,5,tt19361940,2,tt12940732,1
2022-05-29_Mauritius_Films,2022-05-29,Mauritius,Films,,,tt15215512,2,tt15432804,1,tt13623916,1,tt5301942,2,tt32843608,2,tt5143830,1,,,tt17050828,3,tt15294758,2
2022-05-29_Mauritius_TV,2022-05-29,Mauritius,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt11937816,2,tt4574334,1,tt11937816,2,tt13457822,4,tt12502782,3,tt19671142,3,tt19361940,2
2022-05-29_Mexico_Films,2022-05-29,Mexico,Films,tt12856788,2,tt15215512,2,,,tt17050828,3,tt3794354,5,tt15432804,2,tt37899002,2,tt5143830,1,,,tt1046173,2
2022-05-29_Mexico_TV,2022-05-29,Mexico,TV,tt4574334,1,tt0233127,48,tt13980362,2,tt11937816,2,tt4574334,1,tt13833978,3,tt13457822,4,tt18974572,6,tt30145363,7,tt5730624,8
2022-05-29_Morocco_Films,2022-05-29,Morocco,Films,tt3393786,1,tt15215512,2,,,tt15432804,2,tt17050828,3,tt6259476,1,tt10607266,4,tt12996154,5,tt15294758,2,tt37899002,1
2022-05-29_Morocco_TV,2022-05-29,Morocco,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt11937816,2,tt13457822,4,tt18974572,6,tt38960977,16,tt11937816,2,tt4574334,1,tt19361940,1
2022-05-29_Netherlands_Films,2022-05-29,Netherlands,Films,tt15432804,2,tt15215512,2,,,tt37899002,2,tt17050828,3,tt10607266,4,tt6146586,2,tt8179024,1,,,tt10389924,1
2022-05-29_Netherlands_TV,2022-05-29,Netherlands,TV,tt4574334,1,tt13833978,3,tt13980362,2,tt5071412,9,tt11937816,2,tt4574334,1,tt3032476,5,,,tt6143796,3,tt8740790,10
2022-05-29_New_Caledonia_Films,2022-05-29,New_Caledonia,Films,tt15215512,2,tt15432804,1,tt0421206,2,tt17050828,3,tt8695030,1,tt10607266,4,tt9082020,1,,,tt3741700,1,tt37899002,1
2022-05-29_New_Caledonia_TV,2022-05-29,New_Caledonia,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt11937816,2,tt38960977,11,tt4574334,1,tt11937816,2,tt12940732,1,tt12502782,4,tt13457822,4
2022-05-29_New_Zealand_Films,2022-05-29,New_Zealand,Films,,,tt15215512,2,tt7040874,1,tt0918940,1,tt17050828,3,tt0455944,1,tt6587640,3,tt9686708,1,,,tt1972591,1
2022-05-29_New_Zealand_TV,2022-05-29,New_Zealand,TV,tt4574334,1,tt13833978,3,tt13980362,1,,,tt5071412,10,tt11904786,2,tt4574334,1,tt19361940,2,tt4574334,1,tt9561862,2
2022-05-29_Nicaragua_Films,2022-05-29,Nicaragua,Films,tt15215512,2,tt12856788,2,tt15432804,2,tt17050828,3,,,tt3794354,4,,,tt37899002,2,tt5143830,1,tt8976696,1
2022-05-29_Nicaragua_TV,2022-05-29,Nicaragua,TV,tt4574334,1,tt0283770,9,tt0233127,48,tt13980362,1,,,tt11937816,2,tt0387763,48,tt14471346,22,tt18974572,6,tt30145363,7
2022-05-29_Nigeria_Films,2022-05-29,Nigeria,Films,,,tt15150424,2,tt15215512,2,,,tt32843608,1,tt17050828,3,tt10183654,1,tt15432804,1,tt15294758,2,tt10083340,5
2022-05-29_Nigeria_TV,2022-05-29,Nigeria,TV,tt4574334,1,tt10462178,4,tt13833978,3,tt13980362,1,tt19671142,3,tt4574334,1,,,tt14950036,1,tt30145363,12,tt3111196,2
2022-05-29_Norway_Films,2022-05-29,Norway,Films,,,tt15215512,2,tt17050828,3,tt33396147,1,tt37899002,2,tt0108238,2,tt1579257,3,,,tt15432804,1,tt8746404,3
2022-05-29_Norway_TV,2022-05-29,Norway,TV,tt4574334,1,tt13833978,3,tt2661044,2,tt12304420,4,tt13980362,1,tt4574334,1,tt3032476,5,tt11904786,2,tt5071412,10,,
2022-05-29_Oman_Films,2022-05-29,Oman,Films,,,tt13623916,1,tt3393786,1,tt5301942,2,tt10083340,5,tt15294758,2,tt15215512,2,tt17050828,3,,,tt6259476,1
2022-05-29_Oman_TV,2022-05-29,Oman,TV,tt4574334,1,tt13980362,1,tt13833978,3,tt4574334,1,tt4320258,43,tt11937816,2,tt13457822,3,tt4320258,48,tt19361940,1,tt4320258,39
2022-05-29_Pakistan_Films,2022-05-29,Pakistan,Films,,,tt5301942,2,tt13623916,1,tt10083340,5,,,tt15215512,1,tt7975244,3,tt15294758,2,tt32843608,2,,
2022-05-29_Pakistan_TV,2022-05-29,Pakistan,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt14169960,18,tt6468322,47,tt11937816,2,tt4574334,1,tt11905720,1,tt4574334,1,tt11937816,1
2022-05-29_Panama_Films,2022-05-29,Panama,Films,tt12856788,2,tt15215512,2,tt15432804,2,tt17050828,3,,,tt37899002,2,tt3794354,5,,,tt1046173,2,tt38265401,1
2022-05-29_Panama_TV,2022-05-29,Panama,TV,tt4574334,1,tt13980362,2,tt0283770,8,tt11937816,2,tt0233127,48,tt13833978,3,,,tt18974572,6,tt4574334,1,tt14471346,22
2022-05-29_Paraguay_Films,2022-05-29,Paraguay,Films,tt15215512,2,tt12856788,2,tt15432804,2,tt17050828,3,,,tt37899002,2,tt3794354,5,,,tt8976696,1,tt5143830,1
2022-05-29_Paraguay_TV,2022-05-29,Paraguay,TV,tt4574334,1,tt13980362,2,tt11937816,2,tt0283770,8,tt4574334,1,,,tt14471346,22,tt0233127,44,tt18974572,6,tt13833978,3
2022-05-29_Peru_Films,2022-05-29,Peru,Films,tt12856788,2,tt17050828,3,tt15432804,2,tt15215512,2,,,,,tt3794354,5,tt1046173,2,tt37899002,2,tt5143830,1
2022-05-29_Peru_TV,2022-05-29,Peru,TV,tt4574334,1,tt0233127,48,tt13980362,1,tt11937816,2,tt0283770,7,tt30145363,7,tt0387763,48,tt4574334,1,,,tt18974572,6
2022-05-29_Philippines_Films,2022-05-29,Philippines,Films,tt16306388,4,,,tt15215512,2,tt17050828,3,tt1560220,1,tt6587640,2,tt5305130,3,tt14810692,1,tt6598238,1,tt6924650,3
2022-05-29_Philippines_TV,2022-05-29,Philippines,TV,tt4574334,1,tt20217314,3,tt15114416,1,tt3111196,8,,,tt4574334,1,tt13706018,5,tt16987358,26,tt30145363,13,tt19115260,6
2022-05-29_Poland_Films,2022-05-29,Poland,Films,tt15215512,2,,,tt37899002,2,tt17050828,3,tt15432804,2,,,,,tt12431066,3,tt10607266,4,tt1190080,2
2022-05-29_Poland_TV,2022-05-29,Poland,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt11937816,2,tt4574334,1,tt12940732,1,tt19361940,2,tt8467618,34,tt13457822,4,tt4574334,1
2022-05-29_Portugal_Films,2022-05-29,Portugal,Films,tt15215512,2,tt17050828,3,,,tt37899002,2,tt15432804,1,tt10607266,4,,,tt12431066,3,tt1517237,2,tt12996154,5
2022-05-29_Portugal_TV,2022-05-29,Portugal,TV,tt4574334,1,tt13980362,2,tt11937816,2,tt13833978,3,tt4574334,1,tt13457822,4,tt6267820,33,tt11937816,1,tt8417308,4,tt5705956,4
2022-05-29_Qatar_Films,2022-05-29,Qatar,Films,,,tt3393786,1,tt5301942,2,tt15215512,2,tt13623916,1,tt17050828,3,tt15294758,2,tt13065704,1,tt10083340,5,tt6587640,2
2022-05-29_Qatar_TV,2022-05-29,Qatar,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt4574334,1,tt19361940,2,tt3111196,5,tt11937816,2,,,tt4574334,1,tt4574334,1
2022-05-29_Romania_Films,2022-05-29,Romania,Films,tt15215512,2,tt37899002,2,tt17050828,3,tt15432804,1,tt32843608,2,tt11083552,5,tt12431066,3,tt5801856,2,,,tt38639837,1
2022-05-29_Romania_TV,2022-05-29,Romania,TV,tt4574334,1,tt13980362,1,tt38960977,8,tt13833978,3,tt38960977,7,tt38960977,7,tt38960977,6,tt4574334,1,tt11937816,2,tt2741602,12
2022-05-29_Russia_Films,2022-05-29,Russia,Films,,,,,,,,,,,,,,,,,,,,
2022-05-29_Russia_TV,2022-05-29,Russia,TV,,,,,,,,,,,,,,,,,,,,
2022-05-29_R̩union_Films,2022-05-29,R̩union,Films,tt15432804,2,tt15215512,2,tt17050828,3,tt0421206,2,tt10607266,4,,,tt5143830,1,tt3741700,1,tt17528598,5,tt9082020,1
2022-05-29_R̩union_TV,2022-05-29,R̩union,TV,tt4574334,1,tt13980362,2,tt11937816,2,tt13833978,3,tt4574334,1,tt12940732,1,tt12502782,6,tt19361940,2,tt11937816,2,tt13457822,4
2022-05-29_Saudi_Arabia_Films,2022-05-29,Saudi_Arabia,Films,,,tt3393786,1,tt13065704,1,tt17050828,3,tt15294758,2,tt15215512,2,tt10083340,5,tt13043436,4,tt6259476,1,tt10607266,4
2022-05-29_Saudi_Arabia_TV,2022-05-29,Saudi_Arabia,TV,tt4574334,1,tt13980362,1,tt13833978,3,tt4574334,1,tt3111196,6,tt4574334,1,tt13457822,3,tt34720736,7,tt4574334,1,tt19361940,1
2022-05-29_Serbia_Films,2022-05-29,Serbia,Films,tt15215512,2,tt17050828,3,tt37899002,2,tt15432804,2,,,tt12431066,3,tt10607266,4,tt32843608,2,tt12996154,5,tt38639837,1
2022-05-29_Serbia_TV,2022-05-29,Serbia,TV,tt4574334,1,tt13833978,3,tt11937816,2,tt13980362,1,tt4574334,1,tt5071412,9,tt11937816,2,tt13457822,4,tt9561862,2,tt3032476,5
2022-05-29_Singapore_Films,2022-05-29,Singapore,Films,,,tt17050828,3,tt17678478,1,tt15215512,2,tt3588588,2,tt8707922,1,tt19768508,2,tt10083340,5,tt13623916,1,tt5301942,1
2022-05-29_Singapore_TV,2022-05-29,Singapore,TV,tt4574334,1,tt14950036,5,tt3111196,8,tt19115260,6,tt13833978,2,,,tt13660962,3,tt13706018,2,tt30145363,13,tt9561862,2
2022-05-29_Slovakia_Films,2022-05-29,Slovakia,Films,tt15215512,2,tt17050828,3,tt15432804,2,tt37899002,2,tt19380876,1,,,tt5143830,1,tt10607266,4,,,tt8746404,4
2022-05-29_Slovakia_TV,2022-05-29,Slovakia,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt13457822,4,tt9561862,2,tt19361940,1,tt4574334,1,tt4574334,1,tt11937816,2,tt13980362,1
2022-05-29_Slovenia_Films,2022-05-29,Slovenia,Films,tt15215512,2,tt17050828,3,,,tt37899002,2,tt15432804,1,tt32843608,2,tt5143830,1,tt10607266,4,tt12996154,5,tt13666840,3
2022-05-29_Slovenia_TV,2022-05-29,Slovenia,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt13980362,1,,,tt11937816,2,tt9561862,2,tt4574334,1,tt3032476,3,tt4574334,1
2022-05-29_South_Africa_Films,2022-05-29,South_Africa,Films,tt15215512,2,tt17050828,3,tt32843608,2,tt14740326,1,tt5143830,2,tt15432804,1,,,tt8179024,1,,,tt7070818,1
2022-05-29_South_Africa_TV,2022-05-29,South_Africa,TV,tt4574334,1,tt13833978,3,tt19671142,3,tt13980362,1,tt4574334,1,tt19361940,2,tt5071412,8,tt33098081,4,tt4574334,1,tt4574334,1
2022-05-29_South_Korea_Films,2022-05-29,South_Korea,Films,tt11116516,1,tt19768508,2,tt10083340,1,tt14371900,1,tt14494646,2,tt17050828,3,tt12663250,8,,,tt37899002,2,tt15215512,2
2022-05-29_South_Korea_TV,2022-05-29,South_Korea,TV,,,tt19115260,7,,,tt4574334,1,tt35007051,3,tt3111196,8,tt31956936,18,tt39427968,6,,,tt17513352,15
2022-05-29_Spain_Films,2022-05-29,Spain,Films,tt15215512,2,tt15432804,2,tt12431066,3,tt17050828,3,tt37899002,2,,,tt32596875,1,,,tt10607266,4,tt9075644,2
2022-05-29_Spain_TV,2022-05-29,Spain,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt14471346,22,tt13457822,4,tt11937816,2,tt8560918,28,tt4574334,1,tt12940732,1,tt5071412,8
2022-05-29_Sri_Lanka_Films,2022-05-29,Sri_Lanka,Films,,,tt5301942,2,tt15215512,2,,,tt13623916,1,tt10083340,5,tt17050828,3,tt6598238,1,tt37899002,2,tt15432804,1
2022-05-29_Sri_Lanka_TV,2022-05-29,Sri_Lanka,TV,tt4574334,1,tt13833978,3,tt2661044,1,tt4574334,1,tt13980362,1,tt3111196,4,tt19361940,1,tt9561862,2,tt8740790,10,tt4574334,1
2022-05-29_Sweden_Films,2022-05-29,Sweden,Films,,,tt15215512,2,tt17050828,3,tt37899002,2,tt33396147,1,tt0108238,2,tt1579257,3,tt10607266,4,tt5143830,1,,
2022-05-29_Sweden_TV,2022-05-29,Sweden,TV,tt4574334,1,tt12304420,4,tt13833978,3,tt13980362,1,tt4574334,1,,,tt11904786,2,tt5071412,10,tt3032476,5,tt4574334,1
2022-05-29_Switzerland_Films,2022-05-29,Switzerland,Films,tt15215512,2,tt17050828,3,tt15432804,2,,,tt37899002,2,tt10607266,4,tt12431066,3,,,tt5097012,1,tt1579257,3
2022-05-29_Switzerland_TV,2022-05-29,Switzerland,TV,tt4574334,1,tt13833978,3,tt11937816,2,tt13980362,1,tt13457822,4,tt4574334,1,tt11937816,2,tt38960977,12,tt5071412,8,tt9561862,2
2022-05-29_Taiwan_Films,2022-05-29,Taiwan,Films,tt10083340,4,,,tt19768508,2,tt15215512,2,tt17050828,3,tt37899002,2,tt12962498,1,,,tt10607266,3,tt1560220,1
2022-05-29_Taiwan_TV,2022-05-29,Taiwan,TV,tt14950036,5,,,tt19115260,7,tt19655892,3,,,tt4574334,1,tt3111196,8,tt13706018,4,tt17513352,15,tt11279454,4
2022-05-29_Thailand_Films,2022-05-29,Thailand,Films,tt14278520,1,,,tt10083340,4,tt15215512,2,tt17050828,3,tt22732474,3,tt37899002,1,tt10607266,4,tt1663662,4,tt5143830,1
2022-05-29_Thailand_TV,2022-05-29,Thailand,TV,tt4574334,1,,,,,tt3111196,8,tt4574334,1,tt12805786,2,tt9561862,1,tt19115260,5,tt17513352,14,tt12502782,6
2022-05-29_Trinidad_and_Tobago_Films,2022-05-29,Trinidad_and_Tobago,Films,tt15215512,2,tt15432804,2,,,tt1046173,2,,,tt17050828,3,tt0790724,1,tt37899002,2,tt3794354,4,tt8623904,2
2022-05-29_Trinidad_and_Tobago_TV,2022-05-29,Trinidad_and_Tobago,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt11937816,2,tt4574334,1,tt19361940,2,tt4574334,1,tt19671142,3,tt11937816,2,tt4574334,1
2022-05-29_Turkey_Films,2022-05-29,Turkey,Films,tt6259476,1,tt12738164,4,,,tt15294758,2,tt15215512,2,tt37899002,2,tt17050828,3,tt15432804,1,tt12996154,5,tt1569364,2
2022-05-29_Turkey_TV,2022-05-29,Turkey,TV,,,tt4574334,1,tt13457822,4,tt13833978,3,tt9561862,2,tt4574334,1,tt19361940,2,tt11937816,2,tt13317454,6,tt11937816,2
2022-05-29_Ukraine_Films,2022-05-29,Ukraine,Films,tt15215512,2,tt34380141,1,tt9075644,1,tt2463208,12,tt7991608,29,tt17050828,3,tt5143830,1,tt37899002,2,,,tt38639837,1
2022-05-29_Ukraine_TV,2022-05-29,Ukraine,TV,tt4574334,1,tt9561862,2,tt4574334,1,tt8740790,10,tt5071412,10,tt13833978,2,tt4574334,1,tt9561862,1,tt8740976,16,tt8740790,10
2022-05-29_United_Arab_Emirates_Films,2022-05-29,United_Arab_Emirates,Films,,,tt3393786,1,tt5301942,2,tt13623916,1,tt15215512,2,tt17050828,3,tt15294758,2,tt10083340,5,tt6587640,2,tt0790724,2
2022-05-29_United_Arab_Emirates_TV,2022-05-29,United_Arab_Emirates,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt4574334,1,tt19361940,2,tt3111196,3,tt11937816,2,tt4574334,1,tt5071412,8,tt4574334,1
2022-05-29_United_Kingdom_Films,2022-05-29,United_Kingdom,Films,,,tt17050828,3,tt7149730,2,tt15215512,2,tt5563334,2,tt2076822,2,tt0407887,2,tt0479952,1,tt1579257,3,,
2022-05-29_United_Kingdom_TV,2022-05-29,United_Kingdom,TV,tt4574334,1,tt13833978,3,,,tt4574334,1,tt5071412,11,tt4574334,1,,,tt4574334,1,tt13980362,1,tt3032476,5
2022-05-29_United_States_Films,2022-05-29,United_States,Films,tt17050828,3,tt15215512,2,,,tt33396147,1,tt7545524,1,tt36244068,5,tt1579257,3,tt37899002,1,tt15432804,1,,
2022-05-29_United_States_TV,2022-05-29,United_States,TV,tt4574334,1,tt13833978,3,tt13980362,2,tt4574334,1,tt5071412,12,tt4574334,1,tt4574334,1,tt19361940,2,tt7750622,4,tt11904786,2
2022-05-29_Uruguay_Films,2022-05-29,Uruguay,Films,tt12856788,2,tt15215512,2,tt15432804,2,tt37899002,2,tt12431066,3,,,tt17050828,3,tt19731714,2,tt8976696,1,,
2022-05-29_Uruguay_TV,2022-05-29,Uruguay,TV,tt13980362,2,tt4574334,1,tt11937816,2,tt13833978,3,tt14471346,22,tt18974572,6,tt5820976,4,tt4574334,1,tt0283770,8,tt13457822,4
2022-05-29_Venezuela_Films,2022-05-29,Venezuela,Films,tt12856788,2,tt15215512,2,tt15432804,2,tt17050828,3,,,tt37899002,2,tt3794354,4,,,tt8976696,1,tt12996154,5
2022-05-29_Venezuela_TV,2022-05-29,Venezuela,TV,tt4574334,1,tt13980362,2,tt18974572,6,tt11937816,2,tt14471346,22,tt0283770,8,tt0233127,48,,,tt13833978,3,tt8598690,9
2022-05-29_Vietnam_Films,2022-05-29,Vietnam,Films,tt15823256,1,tt19768508,2,tt15215512,2,tt3758814,3,tt17050828,3,tt6924650,3,tt1560220,1,tt7183578,1,tt36314971,4,tt12996154,5
2022-05-29_Vietnam_TV,2022-05-29,Vietnam,TV,tt4574334,1,,,tt14950036,3,tt19115260,7,tt9561862,2,tt3111196,8,tt9561862,1,tt13706018,4,tt30145363,13,tt34720736,7
2022-06-05_Argentina_Films,2022-06-05,Argentina,Films,tt5153996,1,tt38265401,1,tt8652584,1,tt0397535,1,tt1833112,1,tt3794354,6,tt12856788,3,,,tt15215512,3,tt17050828,4
2022-06-05_Argentina_TV,2022-06-05,Argentina,TV,tt4574334,2,tt13980362,3,tt4574334,2,tt4574334,1,tt14471346,23,tt4574334,1,tt15341198,1,tt0283770,9,tt13833978,4,tt0387763,48
2022-06-05_Australia_Films,2022-06-05,Australia,Films,tt5153996,1,tt2119532,1,,,tt5801856,1,tt0425123,1,tt15215512,3,tt0107076,1,tt17050828,4,tt0918940,2,tt3591424,1
2022-06-05_Australia_TV,2022-06-05,Australia,TV,tt4574334,2,tt4574334,2,tt13833978,4,tt4574334,2,tt4574334,2,tt38960977,1,tt5071412,12,tt13980362,2,tt38960977,1,tt11904786,3
2022-06-05_Austria_Films,2022-06-05,Austria,Films,tt5153996,1,tt15215512,3,tt17050828,4,tt15432804,3,tt2592614,1,tt37899002,3,tt5097012,2,tt0432021,1,tt0318627,1,tt3393786,1
2022-06-05_Austria_TV,2022-06-05,Austria,TV,tt4574334,2,tt4574334,2,tt4574334,2,tt13833978,4,tt4574334,1,tt38960977,11,tt11937816,3,tt38960977,1,tt38960977,8,tt13457822,5
2022-06-05_Bahamas_Films,2022-06-05,Bahamas,Films,tt5153996,1,tt8652584,1,,,tt38265401,2,tt1833112,1,tt0398712,1,tt1666172,1,tt0397535,1,tt15215512,3,tt11469450,1
2022-06-05_Bahamas_TV,2022-06-05,Bahamas,TV,tt4574334,2,tt2741602,1,tt4574334,2,tt13980362,3,tt4574334,2,tt13833978,4,tt4574334,1,tt15341198,1,tt2741602,1,tt0206512,28
2022-06-05_Bahrain_Films,2022-06-05,Bahrain,Films,,,tt13391710,1,tt3393786,2,tt5153996,1,tt0790724,2,tt10083340,6,tt25756108,1,tt0356470,1,tt13623916,2,tt17050828,4
2022-06-05_Bahrain_TV,2022-06-05,Bahrain,TV,tt4574334,2,tt4574334,2,tt4574334,2,tt4574334,2,tt13833978,4,tt13980362,2,tt14317550,1,tt32270287,3,tt32270287,2,tt32270287,1
2022-06-05_Bangladesh_Films,2022-06-05,Bangladesh,Films,,,tt5301942,3,tt5153996,1,tt13623916,2,,,tt10083340,6,tt13391710,1,tt0421715,1,,,tt16425368,1
2022-06-05_Bangladesh_TV,2022-06-05,Bangladesh,TV,tt4574334,2,tt4574334,2,tt4574334,2,tt4574334,1,tt13833978,4,tt30145363,14,tt11905720,1,tt13706018,2,tt14169960,19,,
2022-06-05_Belgium_Films,2022-06-05,Belgium,Films,tt5153996,1,tt15215512,3,tt17050828,4,tt0790724,2,tt3393786,2,tt3741700,1,tt10607266,5,tt37899002,3,,,tt15432804,3
2022-06-05_Belgium_TV,2022-06-05,Belgium,TV,tt4574334,2,tt4574334,2,tt4574334,1,tt13980362,3,tt13833978,4,tt4574334,2,tt1064899,1,tt11937816,3,tt13925166,1,tt13614172,4
2022-06-05_Bolivia_Films,2022-06-05,Bolivia,Films,tt0397535,1,tt5153996,1,tt38265401,1,,,tt17050828,4,tt3794354,6,tt0790724,1,tt15215512,3,tt0126029,13,tt1833112,1
2022-06-05_Bolivia_TV,2022-06-05,Bolivia,TV,tt4574334,2,tt0233127,49,tt0283770,9,tt4574334,2,tt4574334,1,tt4574334,1,tt13980362,2,tt0387763,49,tt30145363,8,,
2022-06-05_Brazil_Films,2022-06-05,Brazil,Films,tt5153996,1,tt38265401,1,tt0397535,1,,,tt15215512,3,tt3794354,4,,,tt1666172,1,tt17050828,4,tt0790724,2
2022-06-05_Brazil_TV,2022-06-05,Brazil,TV,tt4574334,2,tt4574334,2,tt4574334,2,tt13980362,3,tt4574334,2,tt2741602,1,tt2734004,41,tt6267820,34,tt13833978,4,tt8430062,37
2022-06-05_Bulgaria_Films,2022-06-05,Bulgaria,Films,tt5153996,1,tt17050828,4,tt9244554,1,tt15215512,3,tt39059280,1,tt37899002,3,tt3393786,2,tt12996154,6,,,tt38639837,2
2022-06-05_Bulgaria_TV,2022-06-05,Bulgaria,TV,tt4574334,2,tt4574334,2,tt4574334,2,tt4574334,2,tt13833978,4,tt12502782,2,tt14317550,1,tt9561862,3,tt38960977,10,tt13980362,1
2022-06-05_Canada_Films,2022-06-05,Canada,Films,tt16760422,1,tt14060094,1,tt5153996,1,tt6587640,1,tt2908446,1,tt8688634,1,tt0356910,1,,,tt10314548,1,tt3794354,4
2022-06-05_Canada_TV,2022-06-05,Canada,TV,tt4574334,2,tt13833978,4,tt4574334,2,tt4574334,1,tt4574334,2,tt5071412,13,tt13980362,2,tt7750622,5,tt8467618,6,tt11904786,3
