week,category,weekly_rank,show_title,season_title,runtime,weekly_views,imdb_tconst
2023-09-03,Films (Non-English),2,Killer Book Club,,1.4833,5300000.0,tt18260564
2023-09-03,Films (Non-English),3,A Day and a Half,,1.6,4400000.0,tt20414642
2023-09-03,Films (Non-English),4,Squared Love Everlasting,,1.7,2400000.0,tt28496500
2023-09-03,Films (Non-English),5,Happy Ending,,1.55,2300000.0,tt3017412
2023-09-03,Films (Non-English),6,A Life Too Short: The Isabella Nardoni Case,,1.75,1300000.0,tt28552695
2023-09-03,Films (Non-English),7,Paradise,,1.9833,1000000.0,tt21308888
2023-09-03,Films (Non-English),9,Friday Night Plan,,1.8167,800000.0,tt28568397
2023-09-03,Films (Non-English),10,Dragon,,1.9167,800000.0,tt1718199
2023-09-03,TV (English),1,ONE PIECE,ONE PIECE: Season 1,7.5667,18500000.0,tt0388629
2023-09-03,TV (English),2,Who is Erin Carter?,Who is Erin Carter?: Limited Series,5.7167,15800000.0,tt18075020
2023-09-03,TV (English),3,Live to 100: Secrets of the Blue Zones,Live to 100: Secrets of the Blue Zones: Limited Series,2.65,5700000.0,tt28523129
2023-09-03,TV (English),4,Painkiller,Painkiller: Limited Series,4.9833,3400000.0,tt11816814
2023-09-03,TV (English),5,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 2,7.3667,3100000.0,tt18396952
2023-09-03,TV (English),6,DEPP V HEARD,DEPP V HEARD: Limited Series,2.4333,2700000.0,tt27541298
2023-09-03,TV (English),8,CoComelon,CoComelon: Season 8,1.0667,1600000.0,tt12427840
2023-09-03,TV (English),9,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,2.4333,1500000.0,tt9165438
2023-09-03,TV (English),10,Disenchantment,Disenchantment: Part 5,4.6833,1400000.0,tt5363918
2023-09-03,TV (Non-English),1,Ragnarok,Ragnarok: Season 3,4.4,6300000.0,tt9251798
2023-09-03,TV (Non-English),2,Mask Girl,Mask Girl: Limited Series,6.8833,3500000.0,tt26258200
2023-09-03,TV (Non-English),3,Destined with You,Destined with You: Limited Series,4.5333,2900000.0,tt27974068
2023-09-03,TV (Non-English),4,Ragnarok,Ragnarok: Season 2,4.9667,2700000.0,tt9251798
2023-09-03,TV (Non-English),5,Ragnarok,Ragnarok: Season 1,4.4833,2600000.0,tt9251798
2023-09-03,TV (Non-English),6,Baki Hanma,Baki Hanma: Season 2,11.5,2000000.0,tt13357140
2023-09-03,TV (Non-English),7,Behind Your Touch,Behind Your Touch: Limited Series,0.0,1400000.0,tt26314390
2023-09-03,TV (Non-English),8,King the Land,King the Land: Limited Series,19.0,1300000.0,tt26693803
2023-09-03,TV (Non-English),9,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,0.0,1300000.0,tt13273826
2023-09-03,TV (Non-English),10,My Happy Marriage,My Happy Marriage: Season 1,3.6333,1200000.0,tt19869172
2023-08-27,Films (English),1,The Monkey King,,1.6167,14400000.0,tt8637498
2023-08-27,Films (English),2,Heart of Stone,,2.1,13600000.0,tt13603966
2023-08-27,Films (English),3,You Are So Not Invited to My Bat Mitzvah,,1.7333,12300000.0,tt21276878
2023-08-27,Films (English),4,Street Kings,,1.8167,5700000.0,tt0421073
2023-08-27,Films (English),5,The Boss Baby,,1.6333,5500000.0,tt3874544
2023-08-27,Films (English),6,Jurassic World: Fallen Kingdom,,2.1333,4700000.0,tt4881806
2023-08-27,Films (English),7,The Pope's Exorcist,,1.7333,3800000.0,tt13375076
2023-08-27,Films (English),8,Half Brothers,,1.6,3700000.0,tt10515926
2023-08-27,Films (English),9,Madagascar,,1.4333,3300000.0,tt0351283
2023-08-27,Films (English),10,Dora and the Lost City of Gold,,1.7,2900000.0,tt7547410
2023-08-27,Films (Non-English),1,A Life Too Short: The Isabella Nardoni Case,,1.75,5300000.0,tt28552695
2023-08-27,Films (Non-English),2,Squared Love Everlasting,,1.7,5100000.0,tt28496500
2023-08-27,Films (Non-English),3,Killer Book Club,,1.4833,3900000.0,tt18260564
2023-08-27,Films (Non-English),4,10 Days of a Bad Man,,2.0667,3500000.0,tt24852002
2023-08-27,Films (Non-English),5,Paradise,,1.9833,1600000.0,tt21308888
2023-08-27,Films (Non-English),6,Xtreme,,1.8667,1300000.0,tt11658120
2023-08-27,Films (Non-English),7,Bro,,2.2,1000000.0,tt26675491
2023-08-27,Films (Non-English),8,Zom 100: Bucket List of the Dead,,2.15,900000.0,tt20672534
2023-08-27,Films (Non-English),9,Adipurush,,2.9667,900000.0,tt12915716
2023-08-27,Films (Non-English),10,Make Me Believe,,1.7333,800000.0,tt21257152
2023-08-27,TV (English),1,Who is Erin Carter?,Who is Erin Carter?: Limited Series,5.7167,13200000.0,tt18075020
2023-08-27,TV (English),2,DEPP V HEARD,DEPP V HEARD: Limited Series,2.4333,8300000.0,tt27541298
2023-08-27,TV (English),3,Painkiller,Painkiller: Limited Series,4.9833,5600000.0,tt11816814
2023-08-27,TV (English),5,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 2,6.0167,3600000.0,tt18396952
2023-08-27,TV (English),6,At Home With The Furys,At Home With The Furys: Season 1,5.1167,3000000.0,tt21875120
2023-08-27,TV (English),7,Ballers,Ballers: Season 1,4.7,2200000.0,tt2891574
2023-08-27,TV (English),8,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,8.1833,1900000.0,tt13833978
2023-08-27,TV (English),9,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,2.4333,1800000.0,tt9165438
2023-08-27,TV (English),10,My Dad the Bounty Hunter,My Dad the Bounty Hunter: Season 2,4.3833,1700000.0,tt13433814
2023-08-27,TV (Non-English),1,Mask Girl,Mask Girl: Limited Series,6.8833,7400000.0,tt26258200
2023-08-27,TV (Non-English),2,Ragnarok,Ragnarok: Season 3,4.4,6500000.0,tt9251798
2023-08-27,TV (Non-English),3,The Chosen One,The Chosen One: Season 1,4.3167,4000000.0,tt1405354
2023-08-27,TV (Non-English),4,Destined with You,Destined with You: Limited Series,2.2833,3500000.0,tt27974068
2023-08-27,TV (Non-English),5,Baki Hanma,Baki Hanma: Season 2,11.5,2400000.0,tt13357140
2023-08-27,TV (Non-English),6,Ragnarok,Ragnarok: Season 1,4.4833,2200000.0,tt9251798
2023-08-27,TV (Non-English),7,Guns & Gulaabs,Guns & Gulaabs: Season 1,6.1833,2200000.0,tt17524566
2023-08-27,TV (Non-English),8,Ragnarok,Ragnarok: Season 2,4.9667,1800000.0,tt9251798
2023-08-27,TV (Non-English),9,Behind Your Touch,Behind Your Touch: Limited Series,0.0,1700000.0,tt26314390
2023-08-27,TV (Non-English),10,A Perfect Story,A Perfect Story: Limited Series,3.6667,1600000.0,tt23183618
2023-08-20,Films (English),1,Heart of Stone,,2.1,35200000.0,tt13603966
2023-08-20,Films (English),2,The Monkey King,,1.6167,8100000.0,tt8637498
2023-08-20,Films (English),3,The Pope's Exorcist,,1.7333,6000000.0,tt13375076
2023-08-20,Films (English),4,Half Brothers,,1.6,4600000.0,tt10515926
2023-08-20,Films (English),5,Hidden Strike,,1.7167,3500000.0,tt6879446
2023-08-20,Films (English),6,"Miraculous: Ladybug & Cat Noir, The Movie",,1.7,3500000.0,tt10364034
2023-08-20,Films (English),7,What Men Want,,1.95,3400000.0,tt7634968
2023-08-20,Films (English),8,Despicable Me 2,,1.6333,3400000.0,tt1690953
2023-08-20,Films (Non-English),1,A Life Too Short: The Isabella Nardoni Case,,1.75,5700000.0,tt28552695
2023-08-20,Films (Non-English),2,Paradise,,1.9833,3600000.0,tt21308888
2023-08-20,Films (Non-English),3,10 Days of a Bad Man,,2.0667,3100000.0,tt24852002
2023-08-20,Films (Non-English),4,Adipurush,,2.9667,2800000.0,tt12915716
2023-08-20,Films (Non-English),5,Zom 100: Bucket List of the Dead,,2.15,1900000.0,tt20672534
2023-08-20,Films (Non-English),6,Jagun Jagun,,2.25,1600000.0,tt28546464
2023-08-20,Films (Non-English),7,Marry My Dead Body,,2.1667,1500000.0,tt22742964
2023-08-20,Films (Non-English),8,Eye of the Storm,,1.9833,1500000.0,tt26686436
2023-08-20,Films (Non-English),9,Soulcatcher,,1.6667,1100000.0,tt28290233
2023-08-20,Films (Non-English),10,Xtreme,,1.8667,1100000.0,tt11658120
2023-08-20,TV (English),1,DEPP V HEARD,DEPP V HEARD: Limited Series,2.4333,16200000.0,tt27541298
2023-08-20,TV (English),2,Painkiller,Painkiller: Limited Series,4.9833,10900000.0,tt11816814
2023-08-20,TV (English),3,Ballers,Ballers: Season 1,4.7,3900000.0,tt2891574
2023-08-20,TV (English),4,At Home With The Furys,At Home With The Furys: Season 1,5.1167,3300000.0,tt21875120
2023-08-20,TV (English),5,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,8.1833,2900000.0,tt13833978
2023-08-20,TV (English),6,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,2.4333,2600000.0,tt9165438
2023-08-20,TV (English),7,The Witcher,The Witcher: Season 3,7.6,1900000.0,tt5180504
2023-08-20,TV (English),8,The Upshaws,The Upshaws: Part 4,2.6,1800000.0,tt10945036
2023-08-20,TV (English),9,Mech Cadets,Mech Cadets: Season 1,4.0,1800000.0,tt14690802
2023-08-20,TV (English),10,Heartstopper,Heartstopper: Season 2,4.7,1800000.0,tt10638036
2023-08-20,TV (Non-English),1,The Chosen One,The Chosen One: Season 1,4.3167,3100000.0,tt1405354
2023-08-20,TV (Non-English),2,Mask Girl,Mask Girl: Limited Series,6.8833,2800000.0,tt26258200
2023-08-20,TV (Non-English),3,A Perfect Story,A Perfect Story: Limited Series,3.6667,2700000.0,tt23183618
2023-08-20,TV (Non-English),4,Behind Your Touch,Behind Your Touch: Limited Series,0.0,2500000.0,tt26314390
2023-08-20,TV (Non-English),5,King the Land,King the Land: Limited Series,19.0,2000000.0,tt26693803
2023-08-20,TV (Non-English),6,My Happy Marriage,My Happy Marriage: Season 1,2.8333,2000000.0,tt19869172
2023-08-20,TV (Non-English),7,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,9.3,1400000.0,tt13273826
2023-08-20,TV (Non-English),8,Guns & Gulaabs,Guns & Gulaabs: Season 1,6.1833,1300000.0,tt17524566
2023-08-20,TV (Non-English),9,The Tailor,The Tailor: Season 2,5.3833,1300000.0,tt15473010
2023-08-20,TV (Non-English),10,Baki Hanma,Baki Hanma: Season 2,5.5333,1000000.0,tt13357140
2023-08-13,Films (English),1,Heart of Stone,,2.1,33100000.0,tt13603966
2023-08-13,Films (English),2,Hidden Strike,,1.7167,7700000.0,tt6879446
2023-08-13,Films (English),4,What Men Want,,1.95,5900000.0,tt7634968
2023-08-13,Films (English),5,"Miraculous: Ladybug & Cat Noir, The Movie",,1.7,5800000.0,tt10364034
2023-08-13,Films (English),6,Happiness for Beginners,,1.7667,5000000.0,tt15509244
2023-08-13,Films (English),7,Despicable Me 2,,1.6333,4800000.0,tt1690953
2023-08-13,Films (English),8,Shark Bait,,1.4167,4400000.0,tt12550376
2023-08-13,Films (English),9,Fatale,,1.7167,4100000.0,tt8829830
2023-08-13,Films (English),10,River Wild,,1.5167,3900000.0,tt21291992
2023-08-13,Films (Non-English),1,Paradise,,1.9833,7600000.0,tt21308888
2023-08-13,Films (Non-English),2,Zom 100: Bucket List of the Dead,,2.15,6200000.0,tt20672534
2023-08-13,Films (Non-English),3,Soulcatcher,,1.6667,4800000.0,tt28290233
2023-08-13,Films (Non-English),4,The Seven Deadly Sins: Grudge of Edinburgh Part 2,,0.9,3100000.0,tt25010142
2023-08-13,Films (Non-English),5,Jagun Jagun,,2.25,2100000.0,tt28546464
2023-08-13,Films (Non-English),6,Head to Head,,1.5833,1600000.0,tt28306747
2023-08-13,Films (Non-English),7,Marry My Dead Body,,2.1667,1600000.0,tt22742964
2023-08-13,Films (Non-English),8,Adipurush,,2.9667,1500000.0,tt12915716
2023-08-13,Films (Non-English),9,The Raid: Redemption,,1.6833,1200000.0,tt1899353
2023-08-13,Films (Non-English),10,Dream,,2.0833,1200000.0,tt1165253
2023-08-13,TV (English),1,Painkiller,Painkiller: Limited Series,4.9833,7200000.0,tt11816814
2023-08-13,TV (English),2,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,8.1833,5200000.0,tt13833978
2023-08-13,TV (English),3,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,2.4333,4100000.0,tt9165438
2023-08-13,TV (English),4,Heartstopper,Heartstopper: Season 2,4.7,4000000.0,tt10638036
2023-08-13,TV (English),5,Fatal Seduction,Fatal Seduction: Season 1,7.2,2800000.0,tt27951663
2023-08-13,TV (English),6,The Witcher,The Witcher: Season 3,7.6,2800000.0,tt5180504
2023-08-13,TV (English),7,Om Nom Stories,Om Nom Stories: Season 1,0.9833,2400000.0,tt4643420
2023-08-13,TV (English),8,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,8.3167,2200000.0,tt13833978
2023-08-13,TV (English),9,Sweet Magnolias,Sweet Magnolias: Season 3,8.5833,1900000.0,tt9077540
2023-08-13,TV (English),10,Fisk,Fisk: Season 1,2.7167,1800000.0,tt13353168
2023-08-13,TV (Non-English),1,A Perfect Story,A Perfect Story: Limited Series,3.6667,4700000.0,tt23183618
2023-08-13,TV (Non-English),2,King the Land,King the Land: Limited Series,19.0,3200000.0,tt26693803
2023-08-13,TV (Non-English),3,My Happy Marriage,My Happy Marriage: Season 1,2.4333,2300000.0,tt19869172
2023-08-13,TV (Non-English),4,The Tailor,The Tailor: Season 2,5.3833,2100000.0,tt15473010
2023-08-13,TV (Non-English),5,Zombieverse,Zombieverse: Season 1,7.3833,1900000.0,tt26770113
2023-08-13,TV (Non-English),6,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,6.9667,1700000.0,tt13273826
2023-08-13,TV (Non-English),7,Baki Hanma,Baki Hanma: Season 2,5.5333,1500000.0,tt13357140
2023-08-13,TV (Non-English),8,The Last Hours of Mario Biondo,The Last Hours of Mario Biondo: Limited Series,2.15,1500000.0,tt28457132
2023-08-13,TV (Non-English),9,The Tailor,The Tailor: Season 1,4.75,1200000.0,tt15473010
2023-08-13,TV (Non-English),10,D.P.,D.P.: Season 2,5.3167,1100000.0,tt13024974
2023-08-06,Films (English),1,Hidden Strike,,1.7167,23600000.0,tt6879446
2023-08-06,Films (English),2,Happiness for Beginners,,1.7667,13100000.0,tt15509244
2023-08-06,Films (English),3,"Miraculous: Ladybug & Cat Noir, The Movie",,1.7,12500000.0,tt10364034
2023-08-06,Films (English),4,Poisoned: The Dirty Truth About Your Food,,1.4,5100000.0,tt27548083
2023-08-06,Films (English),5,Missing: The Lucie Blackman Case,,1.3667,5000000.0,tt19113292
2023-08-06,Films (English),6,Fatale,,1.7167,5000000.0,tt8829830
2023-08-06,Films (English),7,Shark Bait,,1.4167,3700000.0,tt12550376
2023-08-06,Films (English),8,They Cloned Tyrone,,2.0667,3600000.0,tt9873892
2023-08-06,Films (English),9,River Wild,,1.5167,3400000.0,tt21291992
2023-08-06,Films (Non-English),1,Paradise,,1.9833,15500000.0,tt21308888
2023-08-06,Films (Non-English),2,Soulcatcher,,1.6667,11600000.0,tt28290233
2023-08-06,Films (Non-English),3,Zom 100: Bucket List of the Dead,,2.15,6600000.0,tt20672534
2023-08-06,Films (Non-English),4,Dream,,2.0833,3000000.0,tt1165253
2023-08-06,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,,1.85,2100000.0,tt27640680
2023-08-06,Films (Non-English),7,No Ritmo da Fé,,1.5333,1400000.0,tt28506156
2023-08-06,Films (Non-English),8,Big Nunu's Little Heist,,1.55,1200000.0,tt24062912
2023-08-06,Films (Non-English),9,The Murderer,,2.0167,1100000.0,tt22696230
2023-08-06,Films (Non-English),10,Head to Head,,1.5833,1000000.0,tt28306747
2023-08-06,TV (English),1,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,8.1833,6700000.0,tt13833978
2023-08-06,TV (English),2,Heartstopper,Heartstopper: Season 2,4.7,6100000.0,tt10638036
2023-08-06,TV (English),3,The Witcher,The Witcher: Season 3,7.6,5400000.0,tt5180504
2023-08-06,TV (English),4,Sweet Magnolias,Sweet Magnolias: Season 3,8.5833,2900000.0,tt9077540
2023-08-06,TV (English),5,How to Become a Cult Leader,How to Become a Cult Leader: Season 1,3.2333,2300000.0,tt28253602
2023-08-06,TV (English),6,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,8.3167,2100000.0,tt13833978
2023-08-06,TV (English),7,Fatal Seduction,Fatal Seduction: Season 1,7.2,1900000.0,tt27951663
2023-08-06,TV (English),8,Too Hot to Handle,Too Hot to Handle: Season 5,8.25,1900000.0,tt12004280
2023-08-06,TV (English),9,Om Nom Stories,Om Nom Stories: Season 1,0.9833,1700000.0,tt4643420
2023-08-06,TV (English),10,CoComelon,CoComelon: Season 8,1.0667,1600000.0,tt12427840
2023-08-06,TV (Non-English),1,A Perfect Story,A Perfect Story: Limited Series,3.6667,6800000.0,tt23183618
2023-08-06,TV (Non-English),2,The Tailor,The Tailor: Season 2,5.3833,4300000.0,tt15473010
2023-08-06,TV (Non-English),3,King the Land,King the Land: Limited Series,0.0,3600000.0,tt26693803
2023-08-06,TV (Non-English),4,Baki Hanma,Baki Hanma: Season 2,5.5333,3500000.0,tt13357140
2023-08-06,TV (Non-English),5,D.P.,D.P.: Season 2,5.3167,2900000.0,tt13024974
2023-08-06,TV (Non-English),6,My Happy Marriage,My Happy Marriage: Season 1,2.0167,2400000.0,tt19869172
2023-08-06,TV (Non-English),7,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,4.8,2200000.0,tt13273826
2023-08-06,TV (Non-English),8,The Tailor,The Tailor: Season 1,4.75,2000000.0,tt15473010
2023-08-06,TV (Non-English),9,Sintonia,Sintonia: Season 4,6.5667,1800000.0,tt8165086
2023-08-06,TV (Non-English),10,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,1.6167,1500000.0,tt25811262
2023-07-30,Films (English),1,Hidden Strike,,1.7167,22000000.0,tt6879446
2023-07-30,Films (English),2,"Miraculous: Ladybug & Cat Noir, The Movie",,1.7,12200000.0,tt10364034
2023-07-30,Films (English),3,They Cloned Tyrone,,2.0667,11100000.0,tt9873892
2023-07-30,Films (English),4,Happiness for Beginners,,1.7667,9300000.0,tt15509244
2023-07-30,Films (English),5,Missing: The Lucie Blackman Case,,1.3667,7600000.0,tt19113292
2023-07-30,Films (English),6,The Out-Laws,,1.6167,5500000.0,tt11274492
2023-07-30,Films (English),7,Unknown: Cosmic Time Machine,,1.0833,5200000.0,tt27837488
2023-07-30,Films (English),8,Puss in Boots: The Last Wish,,1.7,4200000.0,tt3915174
2023-07-30,Films (English),9,The Deepest Breath,,1.8333,3500000.0,tt24132732
2023-07-30,Films (English),10,Extraction 2,,2.0667,2900000.0,tt12263384
2023-07-30,Films (Non-English),1,Paradise,,1.9833,8100000.0,tt21308888
2023-07-30,Films (Non-English),3,Dream,,2.0833,4800000.0,tt1165253
2023-07-30,Films (Non-English),4,The (Almost) Legends,,1.6167,2900000.0,tt21737024
2023-07-30,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,,1.85,2100000.0,tt27640680
2023-07-30,Films (Non-English),6,Love Tactics 2,,1.65,1800000.0,tt21308698
2023-07-30,Films (Non-English),8,Kingdom,,2.2333,1500000.0,tt9099938
2023-07-30,Films (Non-English),10,Gold Brick,,1.6167,1100000.0,tt27987407
2023-07-30,TV (English),1,The Witcher,The Witcher: Season 3,7.6,7800000.0,tt5180504
2023-07-30,TV (English),2,Sweet Magnolias,Sweet Magnolias: Season 3,8.5833,5300000.0,tt9077540
2023-07-30,TV (English),3,Too Hot to Handle,Too Hot to Handle: Season 5,8.25,3200000.0,tt12004280
2023-07-30,TV (English),4,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,4.2333,3000000.0,tt13833978
2023-07-30,TV (English),5,Survival of the Thickest,Survival of the Thickest: Season 1,3.6,2200000.0,tt17361756
2023-07-30,TV (English),7,Quarterback,Quarterback: Season 1,6.4333,1700000.0,tt26777035
2023-07-30,TV (English),8,Fatal Seduction,Fatal Seduction: Season 1,3.7667,1700000.0,tt27951663
2023-07-30,TV (English),10,CoComelon,CoComelon: Season 8,1.0667,1700000.0,tt12427840
2023-07-30,TV (Non-English),1,Sintonia,Sintonia: Season 4,6.5667,6400000.0,tt8165086
2023-07-30,TV (Non-English),2,Baki Hanma,Baki Hanma: Season 2,5.5333,6000000.0,tt13357140
2023-07-30,TV (Non-English),3,King the Land,King the Land: Limited Series,0.0,4000000.0,tt26693803
2023-07-30,TV (Non-English),4,A Perfect Story,A Perfect Story: Limited Series,3.6667,3200000.0,tt23183618
2023-07-30,TV (Non-English),5,D.P.,D.P.: Season 2,5.3167,2800000.0,tt13024974
2023-07-30,TV (Non-English),6,My Happy Marriage,My Happy Marriage: Season 1,1.6167,2700000.0,tt19869172
2023-07-30,TV (Non-English),7,The Tailor,The Tailor: Season 2,5.3833,2500000.0,tt15473010
2023-07-30,TV (Non-English),8,Burn the House Down,Burn the House Down: Season 1,6.45,2000000.0,tt21327000
2023-07-30,TV (Non-English),9,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,1.2,1800000.0,tt25811262
2023-07-30,TV (Non-English),10,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,1.6,1600000.0,tt12343534
2023-07-23,Films (English),1,The Out-Laws,,1.6167,12100000.0,tt11274492
2023-07-23,Films (English),2,Unknown: Cave of Bones,,1.5833,6500000.0,tt27837467
2023-07-23,Films (English),3,They Cloned Tyrone,,2.0667,6300000.0,tt9873892
2023-07-23,Films (English),4,Puss in Boots: The Last Wish,,1.7,6200000.0,tt3915174
2023-07-23,Films (English),5,The Deepest Breath,,1.8333,4600000.0,tt24132732
2023-07-23,Films (English),6,Ride Along,,1.65,4300000.0,tt1408253
2023-07-23,Films (English),7,Man on Fire,,2.4333,3900000.0,tt0328107
2023-07-23,Films (English),8,Extraction 2,,2.0667,3800000.0,tt12263384
2023-07-23,Films (English),9,Nimona,,1.7167,3400000.0,tt19500164
2023-07-23,Films (English),10,Captain Underpants: The First Epic Movie,,1.4833,3100000.0,tt2091256
2023-07-23,Films (Non-English),2,Love Tactics 2,,1.65,5200000.0,tt21308698
2023-07-23,Films (Non-English),3,Kingdom,,2.2333,3000000.0,tt9099938
2023-07-23,Films (Non-English),4,The (Almost) Legends,,1.6167,2800000.0,tt21737024
2023-07-23,Films (Non-English),5,Gold Brick,,1.6167,2700000.0,tt27987407
2023-07-23,Films (Non-English),6,Mr. Car and the Knights Templar,,1.85,2600000.0,tt27876411
2023-07-23,Films (Non-English),8,Luccas Neto em: O Meu Aniversário,,1.3,1500000.0,tt32188500
2023-07-23,Films (Non-English),9,Seasons,,1.8167,1300000.0,tt4283358
2023-07-23,Films (Non-English),10,Bear Man,,1.6167,1200000.0,tt26599543
2023-07-23,TV (English),1,Sweet Magnolias,Sweet Magnolias: Season 3,8.5833,4600000.0,tt9077540
2023-07-23,TV (English),2,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,4.2333,4600000.0,tt13833978
2023-07-23,TV (English),3,The Witcher,The Witcher: Season 3,4.8167,4200000.0,tt5180504
2023-07-23,TV (English),4,Too Hot to Handle,Too Hot to Handle: Season 5,5.8667,4100000.0,tt12004280
2023-07-23,TV (English),5,Survival of the Thickest,Survival of the Thickest: Season 1,3.6,3800000.0,tt17361756
2023-07-23,TV (English),6,Fatal Seduction,Fatal Seduction: Season 1,3.7667,3200000.0,tt27951663
2023-07-23,TV (English),7,Quarterback,Quarterback: Season 1,6.4333,2900000.0,tt26777035
2023-07-23,TV (English),8,Suits,Suits: Season 1,0.0,2200000.0,tt1632701
2023-07-23,TV (English),9,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,8.3167,2100000.0,tt13833978
2023-07-23,TV (English),10,Sonic Prime,Sonic Prime: Season 2,3.2333,2100000.0,tt13961348
2023-07-23,TV (Non-English),1,King the Land,King the Land: Limited Series,0.0,4700000.0,tt26693803
2023-07-23,TV (Non-English),2,Burn the House Down,Burn the House Down: Season 1,6.45,3500000.0,tt21327000
2023-07-23,TV (Non-English),3,Kohrra,Kohrra: Season 1,4.8333,2400000.0,tt27853283
2023-07-23,TV (Non-English),4,My Happy Marriage,My Happy Marriage: Season 1,1.2167,2100000.0,tt19869172
2023-07-23,TV (Non-English),5,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,1.2,1800000.0,tt12343534
2023-07-23,TV (Non-English),6,Celebrity,Celebrity: Limited Series,8.9833,1800000.0,tt26315488
2023-07-23,TV (Non-English),7,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,1.2,1600000.0,tt25811262
2023-07-23,TV (Non-English),8,See You in My 19th Life,See You in My 19th Life: Limited Series,12.3,1500000.0,tt27838483
2023-07-23,TV (Non-English),9,Record of Ragnarok,Record of Ragnarok: Season 2,6.2667,1500000.0,tt13676344
2023-07-23,TV (Non-English),10,The Surrogacy,The Surrogacy: Season 1,15.1667,1400000.0,tt27787160
2023-07-16,Films (English),1,The Out-Laws,,1.6167,28600000.0,tt11274492
2023-07-16,Films (English),2,65,,1.55,6800000.0,tt12261776
2023-07-16,Films (English),3,Puss in Boots: The Last Wish,,1.7,5500000.0,tt3915174
2023-07-16,Films (English),4,Extraction 2,,2.0667,5200000.0,tt12263384
2023-07-16,Films (English),5,Nimona,,1.7167,4700000.0,tt19500164
2023-07-16,Films (English),6,Sing,,1.8,3600000.0,tt3470600
2023-07-16,Films (English),7,The Tutor,,1.55,3200000.0,tt19637278
2023-07-16,Films (English),8,Paw Patrol: The Movie,,1.4333,3100000.0,tt11832046
2023-07-16,Films (English),9,Mafia Mamma,,1.6833,2800000.0,tt13923456
2023-07-16,Films (English),10,Unknown: Killer Robots,,1.1667,2700000.0,tt27837442
2023-07-16,Films (Non-English),2,Gold Brick,,1.6167,6200000.0,tt27987407
2023-07-16,Films (Non-English),3,Mr. Car and the Knights Templar,,1.85,4200000.0,tt27876411
2023-07-16,Films (Non-English),4,Love Tactics 2,,1.65,4100000.0,tt21308698
2023-07-16,Films (Non-English),5,Seasons,,1.8167,2800000.0,tt4283358
2023-07-16,Films (Non-English),6,Make Me Believe,,1.7333,1600000.0,tt21257152
2023-07-16,Films (Non-English),8,Lust Stories 2,,2.2167,1200000.0,tt27989067
2023-07-16,Films (Non-English),9,Rebound,,2.0333,1000000.0,tt0376108
2023-07-16,Films (Non-English),10,A Beautiful Life,,1.6667,800000.0,tt15282148
2023-07-16,TV (English),1,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,4.2333,8300000.0,tt13833978
2023-07-16,TV (English),2,The Witcher,The Witcher: Season 3,4.8167,6700000.0,tt5180504
2023-07-16,TV (English),3,Fatal Seduction,Fatal Seduction: Season 1,3.7667,6600000.0,tt27951663
2023-07-16,TV (English),4,Survival of the Thickest,Survival of the Thickest: Season 1,3.6,3700000.0,tt17361756
2023-07-16,TV (English),5,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,8.3167,3400000.0,tt13833978
2023-07-16,TV (English),6,Quarterback,Quarterback: Season 1,6.4333,3300000.0,tt26777035
2023-07-16,TV (English),7,Too Hot to Handle,Too Hot to Handle: Season 5,3.2333,2800000.0,tt12004280
2023-07-16,TV (English),8,Is It Cake?,"Is It Cake?: Is It Cake, Too?",5.8667,2600000.0,tt18314214
2023-07-16,TV (English),9,Hack My Home,Hack My Home: Season 1,4.55,2600000.0,tt27999986
2023-07-16,TV (English),10,Sonic Prime,Sonic Prime: Season 2,3.2333,2400000.0,tt13961348
2023-07-16,TV (Non-English),1,King the Land,King the Land: Limited Series,0.0,4600000.0,tt26693803
