tconst	averageRating	numVotes
tt1381577	5.2	21
tt1381605	4.8	20
tt13816430	7.7	23
tt13818368	6.2	53900
tt1381846	5.7	10
tt1381847	8.3	10
tt13818942	8.2	20
tt13819216	7.1	22
tt13820428	4.6	479
tt13820950	8.4	16
tt13821098	6.9	18
tt13821452	9.3	15
tt1382218	6.9	8
tt1382264	8.2	5
tt13822738	5.8	9576
tt13823326	8.1	11
tt1382346	8.3	16
tt13824196	6.3	1813
tt13824226	6.7	1164
tt13824256	7.6	29
tt1382460	8.2	6
tt13824818	7.3	2496
tt1382525	7.8	14
tt13825588	7.6	8
tt13825882	7.5	466
tt13826138	8.7	28
tt13826620	7.0	32
tt13826758	6.9	43
tt13826898	7.0	18
tt13826906	7.3	15
tt1382718	5.1	18
tt1382721	5.8	87
tt13828680	6.8	15
tt13830296	4.0	136
tt13830516	5.1	60
tt13832702	8.6	21
tt13832944	5.0	10
tt13833688	7.6	278137
tt13833978	7.8	92059
tt13834006	6.3	8432
tt13834032	7.5	1647
tt1383408	7.8	83
tt13834480	5.1	5027
tt1383477	7.3	14
tt13836754	8.3	13
tt1383752	7.5	7
tt1383797	8.1	377
tt13839396	6.8	79
tt13840536	8.2	1613
tt13840624	8.2	246
tt13840680	5.9	109
tt13840886	7.4	11
tt13841204	7.0	14
tt13841850	6.0	77328
tt13842562	7.0	6101
tt1384331	8.2	101
tt1384332	7.9	1850
tt13845400	8.0	523
tt13845792	5.4	512
tt13846078	6.4	10
tt13846080	7.9	321
tt13846108	5.3	288
tt13846372	5.9	953
tt13846542	5.1	4070
tt13846544	6.6	953
tt13846576	8.3	9
tt13846618	8.5	8
tt13847586	7.0	73
tt13847624	9.1	24922
tt13848804	6.5	3853
tt13852256	3.6	8
tt13852360	1.0	9
tt13852642	5.4	7752
tt13853426	7.3	74
tt1385356	7.8	1135
tt1385368	7.3	13
tt13853720	5.8	1138
tt13853748	7.1	75
tt1385413	7.8	16
tt13855478	4.7	128
tt13856040	8.6	19
tt13856508	8.9	12
tt1385651	6.0	13
tt13857480	7.3	64
tt13857506	9.2	53
tt13857988	7.2	20
tt1385824	7.4	10643
tt1385826	7.0	281382
tt1385867	5.5	92337
tt13858928	8.7	8
tt1385912	4.8	11163
tt1385956	7.4	7709
tt13859730	7.2	251
tt13860794	7.1	1129
tt13860796	8.0	5
tt13861620	5.8	8173
tt1386231	8.3	2420
tt13865736	6.2	2362
tt1386588	6.7	307475
tt13866308	7.2	45
tt13866832	6.0	580
tt1386697	5.9	755849
tt1386703	6.2	275567
tt1386934	7.1	16
tt1386939	8.4	4997
tt13870312	6.3	246
tt13870874	7.8	9
tt1387131	7.3	15
tt13871972	9.4	17
tt1387237	6.5	18
tt13872598	5.6	10
tt13872628	6.3	297
tt13873148	8.4	5
tt1387316	7.7	9
tt13873250	8.9	8
tt13873304	6.6	64
tt13873330	6.8	36
tt1387339	8.0	28
tt13873466	5.9	37
tt1387437	8.4	7
tt13874422	5.9	7513
tt13874618	7.0	75
tt1387474	9.4	22
tt13875862	8.2	9
tt13876204	7.8	34
tt1387757	7.0	7
tt13877936	7.8	86
tt13877950	7.7	79
tt1387830	8.8	19
tt13879466	6.6	14768
tt13879486	8.3	6
tt13879842	5.0	29
tt13879902	4.9	15
tt13880104	7.4	13754
tt13880840	8.5	14
tt1388093	8.2	83
tt13880964	8.6	22
tt1388129	7.0	5
tt1388271	3.5	46
tt1388284	7.7	209
tt13883784	8.8	3981
tt13883792	8.9	3653
tt13883794	8.7	3540
tt13884096	8.9	4229
tt13884098	9.3	4745
tt13884144	6.4	1843
tt1388420	8.3	7
tt13885272	7.1	717
tt13885336	7.9	3781
tt13885592	6.7	1460
tt13885684	7.8	25
tt13885756	8.3	8
tt13885864	8.4	8
tt1388616	7.8	168
tt13886876	7.2	446
tt1388788	5.5	17
tt1388904	7.3	76
tt1388915	6.0	30
tt1388946	8.5	13
tt1388998	6.2	13
tt1389072	5.8	136848
tt1389096	6.4	59451
tt1389127	5.7	23505
tt1389137	7.0	159596
tt1389139	5.2	8773
tt13892558	6.9	540
tt13892682	6.3	16
tt13892926	7.7	605
tt13892934	7.9	598
tt13896150	8.3	8
tt13896640	7.2	9
tt13896840	7.1	28
tt13897346	5.2	57
tt1389815	7.8	14
tt13898182	9.0	8
tt13899128	8.5	310
tt13899420	6.6	17
tt13899576	6.7	32
tt1389977	7.3	48
tt13899904	7.7	124
tt13899906	7.6	724
tt13900198	4.2	54
tt1390230	6.8	6
tt1390286	8.1	3708
tt1390398	6.4	1657
tt1390405	6.1	1190
tt1390411	6.9	158248
tt1390443	7.8	2649
tt1390539	4.9	2017
tt13906376	3.9	14
tt1390740	8.7	20
tt13907956	6.2	6
tt1390841	5.6	179
tt13910544	9.2	51
tt1391075	5.9	35
tt1391113	4.5	18
tt1391116	4.9	2034
tt13911284	8.1	27006
tt1391133	7.2	7
tt1391137	4.8	10765
tt13911476	5.6	5
tt13911838	4.7	22
tt13913020	6.0	28
tt1391441	8.4	11
tt1391544	5.7	1034
tt1391727	8.2	7
tt1391871	5.7	12
tt13918776	7.4	150812
tt13919538	9.0	37
tt13919802	6.3	22827
tt13919824	7.6	14
tt13920384	6.9	8
tt13921472	5.9	22
tt13921478	5.8	24
tt13921588	6.9	2033
tt1392170	7.2	1073726
tt1392182	5.4	8
tt1392190	8.1	1198231
tt1392197	4.4	18637
tt1392214	8.2	921267
tt13922304	7.6	9
tt1392256	7.5	8
tt13923084	6.4	39629
tt13923216	6.3	7317
tt13923456	5.4	13939
tt13925166	6.6	5457
tt13925292	4.8	5
tt13926494	5.5	16
tt13926552	6.6	386
tt1392744	4.8	3262
tt13927994	6.7	78201
tt13928356	6.6	70
tt13929756	6.6	3386
tt13930760	7.8	21
tt1393080	7.8	302
tt13932096	8.5	268
tt13932100	8.4	189
tt13932112	8.5	167
tt13935830	4.8	7
tt13936908	7.5	101
tt13936936	7.9	108
tt13937262	7.2	57
tt1393742	6.4	6372
tt13937476	5.7	33
tt13937914	8.4	595
tt13940028	8.3	8
tt13940632	7.7	216
tt1394153	6.8	82
tt1394179	5.4	161
tt1394192	2.4	152
tt1394231	6.8	55
tt1394409	8.4	150
tt13944138	7.1	4234
tt13944906	5.4	9
tt13944910	5.3	27
tt1394741	7.2	6
tt13947670	8.6	825
tt13947882	9.6	7
tt1394851	7.6	246
tt1394936	7.0	968
tt1394937	7.2	1035
tt1395186	6.2	9
tt1395286	7.7	8
tt1395496	7.1	11
tt1395505	8.6	134
tt13956880	9.1	186
tt1395733	10.0	14
tt1395738	7.2	1224
tt13957560	6.8	61994
tt1395767	5.3	66
tt13957828	7.1	19
tt1395797	9.6	5
tt13959532	7.6	13
tt13959894	8.6	21
tt13960254	6.8	244
tt13961348	7.2	4207
tt1396207	7.5	1356
tt1396209	7.6	66
tt1396218	6.0	112155
tt1396221	4.5	9130
tt1396226	7.3	17953
tt13963838	7.1	29
tt13964090	8.2	19
tt13964328	1.3	35
tt13964670	7.4	18
tt1396484	7.3	688017
tt1396539	6.2	6
tt1396544	7.5	10
tt13967354	8.1	11
tt13967478	6.1	57
tt13968792	6.3	4165
tt1396948	4.4	78
tt13969640	7.1	31
tt1397097	6.8	17
tt1397111	6.0	5
tt13972164	6.1	15
tt1397280	6.2	335672
tt13973198	6.9	322
tt1397514	5.7	120060
tt13975458	4.5	3152
tt13977112	5.1	15
tt13977390	9.5	9
tt13977710	8.5	18
tt1397773	8.6	10
tt13978306	4.2	14706
tt13978520	4.3	4405
tt13978628	4.2	1057
tt13978938	8.0	119
tt13978946	6.9	99
tt13978950	6.9	108
tt1398028	4.7	879
tt13980362	7.1	7664
tt1398141	6.1	10
tt1398183	8.2	9
tt13982526	5.8	562
tt13983200	7.8	5857
tt13983670	6.9	742
tt13983776	2.9	169
tt1398390	7.7	20
tt1398426	7.8	232598
tt1398490	7.5	16
tt13985710	6.4	46
tt13985718	7.4	8
tt13985744	6.8	6
tt13985864	8.9	8
tt13986042	9.2	20
tt13986174	8.8	10
tt13986904	6.4	965
tt1398885	7.9	202
tt13988856	6.1	26
tt13988990	6.2	110
tt13989020	6.3	7
tt13989030	5.3	12613
tt13989574	9.1	14
tt1399017	7.0	29
tt13990438	9.3	30
tt1399103	6.2	453268
tt13991166	7.1	76
tt13991256	3.1	22
tt13991454	5.2	23
tt1399303	3.1	132
tt13994298	8.8	83
tt1399482	8.2	108
tt1399484	7.4	92
tt1399603	8.1	15
tt1399608	7.7	7
tt13996190	5.2	7
tt1399683	7.1	157128
tt1399703	7.9	37
tt1399767	8.5	21
tt13998264	8.2	21
tt1400025	8.2	8
tt1400231	7.6	32
tt1400241	7.4	44
tt1400315	6.5	9
tt1400360	8.4	10
tt14003664	8.1	38
tt1400711	6.2	28
tt14008662	9.7	11
tt14008738	7.0	10
tt1401017	7.6	927
tt1401018	6.6	948
tt1401106	7.6	2733
tt1401152	6.8	275916
tt14011886	7.2	32
tt14014144	5.8	294
tt1401602	7.5	12
tt14016126	9.6	43
tt1401621	6.5	1853
tt1401636	6.3	3598
tt1401642	7.2	76
tt1401680	6.1	14
tt14016830	4.1	1726
tt14017492	5.8	52
tt14017978	7.9	215
tt14017988	7.6	204
tt14019386	8.8	17
tt1402012	7.5	21
tt1402021	7.7	19
tt1402091	6.0	36
tt14021890	6.7	900
tt1402278	7.6	9
tt14023192	7.6	2144
tt14023526	7.5	361
tt14023894	4.9	224
tt14024066	5.6	539
tt1402488	5.8	50589
tt14024910	7.2	12
tt14026650	7.5	1267
tt1402778	5.8	25
tt1402912	7.5	21
tt1402934	7.6	8
tt1403008	5.9	101
tt14030314	5.0	6
tt14030682	7.7	1300
tt14030710	6.9	13
tt14031218	7.0	30
tt1403130	6.8	8871
tt14031338	7.1	3321
tt1403177	6.9	55493
tt14031934	8.0	3137
tt1403260	6.1	482
tt14032696	7.1	4264
tt14033016	6.7	19
tt14033200	7.3	17
tt14033300	3.6	121
tt14033476	6.1	84
tt14033496	7.2	1577
tt14033776	9.6	19
tt14034614	6.7	4195
tt14036276	4.3	1218
tt14036934	6.0	103
tt14036944	6.6	108
tt14036952	6.4	94
tt14037130	7.5	20
tt14037182	8.0	16
tt14037200	7.4	17
tt14037312	6.8	183
tt1403846	6.1	863
tt1403862	3.4	3197
tt1403865	7.6	374617
tt14039086	5.1	2743
tt14039582	7.5	75678
tt1403968	7.5	70
tt1403981	7.1	162519
tt1403988	5.0	12828
tt14040058	7.7	18
tt14040062	8.4	22
tt1404048	7.4	43
tt14041154	7.2	861
tt14041562	8.0	16
tt14042066	4.9	21483
tt14042908	8.0	22
tt1404394	7.2	17
tt14044212	7.0	53805
tt14044586	7.0	24
tt14044672	7.2	18
tt1404508	8.3	85
tt14045462	8.2	913
tt1404572	7.2	8
tt1404573	3.9	464
tt1404721	6.4	41
tt1404856	7.4	286
tt14049180	8.6	7
tt1405132	8.7	14
tt1405137	9.1	10
tt1405145	8.5	11
tt14051864	7.5	95
tt14051976	4.3	1192
tt1405354	5.6	2080
tt1405378	7.1	54
tt1405406	7.7	379197
tt1405426	5.8	9
tt1405500	6.3	8528
tt14057012	8.8	36
tt1405766	7.0	171
tt1405772	8.7	8
tt14060094	4.9	28190
tt14060232	5.3	12681
tt14060826	6.0	481
tt14061402	6.6	9
tt14061478	8.4	172
tt14061860	6.4	38
tt14062852	8.5	170
tt14063934	5.0	37
tt14064032	4.3	6
tt14064260	3.3	52
tt14066512	6.5	8
tt1406739	5.8	13
tt14067672	7.9	16
tt1406793	8.1	24
tt1406805	7.1	137
tt14068560	8.3	2006
tt14068604	8.8	1819
tt14069400	7.3	131
tt1407055	6.2	666
tt1407061	6.0	16574
tt1407078	4.6	3491
tt1407084	5.6	12949
tt14071150	5.4	1479
tt14074552	7.0	486
tt14075072	7.9	110
tt14075078	8.3	119
tt14077696	7.1	4049
tt14078232	6.2	42
tt14079374	7.7	33402
tt1408008	6.9	25
tt1408101	7.7	509015
tt14081326	6.6	372
tt14081634	6.7	2584
tt1408199	8.1	16
tt14082186	4.0	222
tt1408253	6.1	128916
tt1408279	5.9	114
tt1408331	6.0	9
tt1408400	7.8	8
tt14084828	4.7	1877
tt14085168	7.1	1167
tt14085326	8.0	1078
tt1408572	7.8	17
tt1408577	7.5	219
tt14087644	8.3	12
tt14088136	7.6	50
tt14088510	4.8	37516
tt14088670	8.8	6
tt14088994	6.3	1967
tt1408932	4.4	11
tt14090558	7.3	19
tt1409063	7.0	13
tt14090954	7.5	16
tt14091030	6.9	44
tt1409106	5.7	134
tt14091490	7.4	7
tt14091518	7.2	24
tt14091844	7.7	181
tt14091866	6.9	429
tt14092162	8.1	49
tt14093148	3.4	199
tt14094138	4.5	17
tt14094194	5.6	12
tt1409595	1.8	12
tt1409652	6.4	26
tt1409693	7.8	14
tt14097144	6.0	6258
tt14097180	6.8	6367
tt14097376	7.2	2497
tt14097766	6.7	23
tt14098514	7.9	44
tt14100816	6.7	35
tt14100820	5.6	31
tt14100822	6.7	39
tt14100824	5.2	31
tt14102062	9.0	10
tt1410295	3.1	1911
tt1410319	7.2	6
tt1410322	7.4	8
tt1410338	5.4	13
tt14103580	7.0	10
tt14103586	6.9	7
tt14103588	6.7	6
tt14103796	7.1	575
tt14103944	6.2	13
tt14104436	5.7	439
tt1410538	8.3	1148
tt14107302	6.9	29
tt14107554	7.3	62576
tt1410789	7.8	761
tt14107946	6.5	41
tt14108464	4.6	261
tt14109724	6.1	80593
tt14109768	6.0	62
tt14109976	8.2	6
tt1411236	4.3	630
tt1411238	6.2	254327
tt1411250	6.4	185526
tt14113688	9.8	26
tt14113910	7.8	6
tt14113938	9.3	11
tt14113946	8.5	10
tt14114802	7.2	85307
tt14115412	5.3	26
tt14115938	7.7	13887
tt14116450	5.1	32
tt1411664	3.4	13456
tt1411697	6.5	573060
tt14117010	5.3	16286
tt1411704	5.4	40208
tt14117810	8.4	661
tt14117888	7.5	33
tt14117960	8.6	295
tt14118046	5.6	1140
tt14118122	8.9	16
tt1411815	8.2	2235
tt14118246	5.3	740
tt14118266	6.5	1613
tt1411860	6.2	8
tt1411956	6.8	2110
tt1412071	7.6	24
tt14121726	2.6	17060
tt1412360	8.3	169
tt14123772	8.1	349
tt1412386	7.2	103518
tt14124038	7.6	54
tt1412520	6.8	8
tt1412528	5.8	33168
tt1412567	6.1	9
tt1412571	8.5	15
tt1412667	6.3	12
tt1412763	4.2	16
tt14127648	7.1	420
tt1412795	7.8	7
tt14128898	5.4	41
tt1413105	8.4	100
tt1413106	8.0	84
tt1413206	8.5	7
tt1413229	5.9	58
tt14133710	7.3	533
tt14134154	4.6	347
tt14134242	8.0	28
tt14134334	5.8	822
tt1413435	7.9	56
tt14134636	8.2	17
tt1413492	6.5	100119
tt1413495	5.6	40257
tt1413505	8.8	8
tt1413529	7.0	1478
tt1413538	7.0	27
tt14135956	7.3	1566
tt14135968	8.2	15
tt1413614	7.7	73
tt14137220	7.2	47
tt14137362	7.5	17
tt14137364	7.9	17
tt1413778	8.1	42
tt14138650	6.6	139669
tt14139074	7.6	376
tt1413936	8.4	8
tt14140844	6.3	1044
tt14140886	7.5	6556
tt1414206	8.4	7
tt14142914	8.6	25
tt14143438	7.5	10
tt14143658	7.8	46
tt1414382	5.8	56597
tt1414465	4.8	335
tt14144732	3.9	45
tt14145588	6.7	23
tt1414653	8.2	375
tt14147148	7.4	22
tt14148046	5.4	8
tt1414822	7.8	32
tt14148728	7.2	5
tt14149364	4.6	16
tt1415016	8.3	7364
tt14151124	5.9	20
tt1415140	7.1	29
tt14151720	4.5	950
tt1415184	6.0	212
tt14152140	6.7	23212
tt1415224	6.0	205
tt1415237	5.2	21
tt1415243	7.0	30
tt1415269	4.0	372
tt14152768	9.5	23
tt1415283	6.1	39599
tt14152990	6.7	36
tt14153080	7.1	28641
tt14153324	5.7	156
tt14153400	6.6	9
tt1415357	7.0	56
tt14153686	6.4	7737
tt14153742	6.3	27
tt14158554	4.5	8065
tt1415878	7.2	14
tt14160562	7.6	1753
tt14160660	7.1	10698
tt14160694	6.6	51
tt14160712	7.0	10566
tt14161006	9.8	10
tt14161064	9.4	9
tt14161754	4.7	14
tt14162372	6.5	131
tt14162408	1.0	10
tt14163634	7.5	16
tt14163838	6.5	1793
tt14164136	5.3	7
tt14164176	7.8	16
tt1416505	7.4	10
tt14166428	6.3	34
tt14166656	7.0	3824
tt14167322	8.6	18
tt14167338	7.9	8946
tt14167344	7.7	11849
tt14167390	7.4	14216
tt14167428	4.9	1731
tt14167594	7.0	10
tt1416776	1.8	7
tt14167970	6.3	52
tt1416801	7.0	54361
tt14168012	6.7	13
tt14168104	8.1	91
tt14168118	7.1	10273
tt14168318	7.3	9
tt14168696	7.5	863
tt14169084	8.4	74
tt14169248	5.8	143
tt1416940	7.4	36
tt14169474	8.5	30
tt14169770	8.2	6110
tt14169816	7.3	1196
tt14169960	7.6	88179
tt14170012	7.0	11
tt14170016	8.0	3605
tt1417046	6.0	75
tt1417104	7.6	5
tt14171964	5.5	17
tt14173900	4.2	237
tt14174040	6.3	6950
tt14174168	3.9	3588
tt14174940	4.7	29417
tt14175546	8.1	83
tt1417592	8.2	8426
tt14176796	6.6	481
tt14178824	6.1	2889
tt14178956	7.0	1254
tt14180156	4.9	136
tt14180606	7.0	10
tt14181816	6.2	10466
tt1418310	8.0	9
tt1418377	5.1	86041
tt14185654	6.2	10
tt14185778	5.7	9
tt1418749	6.1	27
tt1418826	5.1	36
tt1418843	6.6	89
tt1418866	4.4	9
tt14188996	4.9	101
tt1418962	3.9	22
tt1418987	7.2	15
tt1419283	5.4	9
tt1419322	6.7	9
tt14193794	7.6	43
tt1419384	6.1	13
tt1419562	8.8	14
tt1419675	8.5	56
tt14196844	7.8	17
tt14197438	6.5	214
tt14198070	1.4	7
tt14198098	4.7	24
tt14199590	5.7	7994
tt14200090	6.9	35
tt14200584	5.6	16
tt14201598	6.1	833
tt1420166	6.9	20
tt1420171	6.3	20
tt14201720	6.7	369
tt14201728	4.6	802
tt14202282	5.9	463
tt14202292	8.2	12
tt1420425	6.6	2432
tt14204518	7.7	96
tt14205098	6.0	10
tt1420662	6.5	8
tt14207190	7.3	464
tt1420771	5.1	1087
tt14208866	8.1	443
tt14208870	7.5	133348
tt1420908	8.0	27
tt1420921	8.1	24
tt14209618	5.1	28832
tt14209662	9.0	20
tt14209682	8.3	48
tt14209916	5.9	125472
tt1421011	7.3	120
tt1421035	3.4	836
tt1421046	5.7	1161
tt1421051	6.3	48435
tt14210720	4.5	1377
tt14211078	7.0	13
tt14211718	3.3	7
tt1421254	8.2	316
tt1421346	8.0	56
tt14214400	6.8	15
tt14216488	5.0	576
tt14217100	7.0	15114
tt14218690	9.5	6
tt1421923	7.8	98
tt14219992	7.5	756
tt14220888	5.8	42
tt1422096	6.0	6
tt14222108	7.2	26
tt14222138	7.5	18
tt14222328	7.8	1013
tt14222534	7.1	635
tt14223310	7.6	1805
tt14223954	7.3	10
tt14225636	7.1	34
tt14226722	5.6	9
tt14226988	8.9	10
tt14227048	5.7	33023
tt14227658	4.8	16
tt14227972	6.6	1070
tt1422824	7.1	11
tt1422891	5.3	21
tt1423038	7.9	8
tt14230388	6.4	143031
tt14230458	7.8	385913
tt1423058	7.8	16
tt14232442	6.7	630
tt1423315	7.2	15
tt1423333	6.0	18
tt1423418	7.0	31
tt1423457	2.2	12
tt14234730	7.2	6
tt1423504	7.5	24
tt14235864	6.1	22
tt14235988	8.6	14
tt14235996	5.3	40
tt14236064	6.5	1201
tt1423636	5.9	603
tt14236538	5.3	15
tt1423890	5.8	7
tt1423972	7.3	32
tt14239808	8.0	986
tt14239824	8.2	855
tt1423995	5.4	43977
tt14239988	8.5	8
tt1424000	6.2	13
tt14240708	6.7	22
tt14241412	7.1	63
tt14242664	9.0	1182
tt14242720	7.3	10
tt14242732	7.6	5
tt14242924	8.0	6
tt1424310	6.0	26059
tt14243150	8.2	6
tt14243170	7.5	8
tt1424381	6.4	260856
tt14244052	8.4	7
tt14244078	7.6	9
tt14244374	8.0	12
tt14244552	8.0	9
tt14244672	6.4	89
tt1424470	7.0	8
tt14244802	7.7	8
tt14244884	7.8	9
tt14244926	6.9	12
tt14244930	7.0	13
tt14244972	8.3	11
tt1424565	7.1	8
tt14247286	6.3	4103
tt14247480	8.8	6
tt1424776	7.7	16
tt14250596	6.6	112
tt14251840	7.4	9
tt14251862	7.8	11
tt1425242	6.0	1528
tt1425250	4.3	233
tt1425253	5.3	3235
tt14252964	6.3	6269
tt14253178	9.9	24
tt14253846	6.6	62762
tt1425507	6.8	34
tt14255152	5.8	7
tt1425589	8.8	5
tt1425610	7.8	46
tt14256566	7.2	473
tt1425680	7.6	32
tt1425691	8.0	31
tt1425753	8.2	36
tt14258160	8.3	22
tt1425922	4.8	2477
tt14259292	5.8	6
tt14259504	8.5	3994
tt14260504	5.0	7
tt14260836	7.5	44144
tt1426118	8.4	31
tt1426240	8.6	22
tt14262436	6.8	319
tt1426340	7.9	91
tt1426364	6.2	120
tt1426370	6.2	68
tt14265992	3.9	2409
tt14266080	8.8	64
tt14266280	2.6	8
tt14266522	6.7	94
tt14266892	7.9	38
tt1426883	6.9	14
tt1426888	7.4	10
tt1426897	7.0	12
tt1426898	6.4	11
tt14269590	7.8	67100
tt14270510	7.8	29
tt14270592	6.8	103
tt14270604	7.8	89
tt14270794	7.0	1697
tt14270848	5.5	2979
tt14271432	6.2	152
tt14272568	5.8	12
tt14273038	5.7	32
tt14273040	6.0	31
tt14273042	7.3	37
tt1427343	6.6	180
tt14273600	8.0	560
tt1427518	7.4	5
tt14276622	8.4	5
tt14276934	7.9	108
tt14277496	8.1	13
tt14278524	5.0	1199
tt14278640	6.7	72
tt14279982	7.2	11726
tt14280066	6.6	3944
tt1428149	8.4	5
tt1428200	2.8	18
tt14282044	8.3	515
tt1428361	7.7	48
tt1428400	8.2	221
tt1428459	5.7	4293
tt1428538	6.1	225906
tt1428551	7.4	299
tt14288136	6.1	20
tt1429124	7.7	7
tt14292758	7.9	303
tt1429379	7.2	6
tt1429424	7.2	43
tt1429464	8.7	18
tt14295150	9.1	25
tt14295160	9.0	28
tt14295864	5.0	75
tt1429598	6.4	25
tt1429627	7.6	205
tt14298214	6.8	21
tt14298328	6.3	26878
tt14300330	6.3	249
tt14300518	7.2	1180
tt1430132	6.7	521476
tt1430133	6.1	16
tt1430233	7.4	29
tt14303894	7.9	127
tt14304084	6.7	300
tt14304530	9.3	22
tt14304552	9.5	15
tt14304556	9.7	14
tt14304790	5.2	17
tt14304872	8.0	59
tt1430606	5.6	113
tt1430607	7.1	73390
tt1430612	5.6	45611
tt1430615	6.5	21217
tt1430625	6.3	252
tt1430626	6.7	54035
tt14307536	6.8	4879
tt14307694	4.7	222
tt14308180	7.4	163
tt14308488	6.7	43
tt14308636	7.1	16773
tt14308764	7.2	6
tt14309446	5.1	45003
tt14309742	9.0	10
tt14309962	7.5	21
tt1431045	8.0	1242709
tt14311250	5.6	302
tt14311290	6.5	38
tt14311930	7.9	1094
tt14312604	7.8	5
tt1431314	7.0	713
tt1431347	4.7	198
tt14314866	7.5	12
tt14314872	6.4	12
tt14315360	8.7	355
tt14315396	6.8	18
tt14315500	3.8	5954
tt14315542	6.5	7217
tt14315566	5.1	1552
tt14315584	6.8	4967
tt14315898	7.9	11
tt14315948	6.8	11
tt1431622	2.7	167
tt14316440	6.9	802
tt14316802	9.5	6
tt14316810	6.5	124
tt14317062	5.3	508
tt1431713	7.5	37
tt14317646	7.4	62
tt14317688	9.7	72
tt1431927	7.5	237
tt14319484	7.1	36
tt14319510	7.6	8
tt14319674	7.2	1364
tt1432032	6.1	32
tt1432043	7.0	26
tt14320590	5.2	204
tt14321668	7.2	5470
tt14321794	7.6	11
tt14321832	9.1	6118
tt1432203	5.0	40
tt1432243	8.3	23
tt1432272	5.8	9
tt14323152	4.5	15
tt14324296	6.7	2649
tt14324456	7.3	21
tt14324480	8.8	16
tt14324482	8.2	21
tt14324720	7.0	514
tt14326000	6.2	226
tt14326412	6.9	309
tt1432644	7.1	70
tt1432706	7.7	22
tt1432711	7.9	145
tt1432715	8.5	434
tt14328516	8.1	96
tt14328982	6.4	12
tt14330236	4.8	2632
tt1433070	5.6	89
tt1433089	3.4	408
tt1433108	6.4	116794
tt1433139	8.6	47
tt1433200	6.1	25
tt14332642	6.3	32
tt14333684	7.1	13
tt14334608	6.3	8
tt14337076	8.0	9
tt14337238	7.0	16
tt1433810	7.0	14267
tt1433811	7.5	79969
tt1433813	7.6	4648
tt1433815	6.4	24
tt1433822	4.1	21153
tt14338312	6.7	711
tt1434420	5.5	244
tt1434423	7.4	4500
tt1434435	6.2	19350
tt1434445	4.6	11
tt1434452	5.4	10
tt14345386	6.3	676
tt14348268	7.2	43
tt14349000	7.6	143
tt14349032	6.0	16394
tt14351082	7.3	9844
tt14351094	7.0	612
tt14351250	8.3	19
tt14354100	6.4	431
tt14355860	6.6	1271
tt14356384	8.3	418
tt14357400	8.0	12
tt14357426	8.2	1526
tt1435979	8.0	13
tt14359876	8.3	364
tt1436031	7.3	11
tt1436051	8.0	8
tt14361314	5.7	1099
tt1436144	6.2	22
tt14361910	7.2	23
tt14361988	7.6	470
tt14362112	6.0	19673
tt14362262	8.0	6950
tt14362698	5.5	764
tt1436336	6.0	236
tt1436470	7.7	16
tt1436561	6.2	60
tt1436562	6.9	270436
tt1436608	9.0	17
tt14366176	7.5	62
tt14369056	5.9	6213
tt14369080	7.2	6
tt14369276	6.5	4436
tt14369286	5.1	2898
tt14369296	4.9	2811
tt14369780	6.6	27207
tt14370024	7.8	52
tt14371380	8.5	229
tt14371900	7.5	1029
tt1437224	6.4	596
tt1437294	7.8	10
tt1437362	5.5	719
tt14373654	7.1	21
tt14376166	6.2	1073
tt14376190	7.4	5033
tt14376958	7.9	1129
tt14380096	8.3	105
tt1438173	5.2	20985
tt1438176	6.4	119226
tt1438204	7.4	69
tt1438244	6.4	12
tt1438247	5.6	7
tt1438254	6.4	66328
tt1438288	6.8	12
tt1438298	7.4	20733
tt14383680	7.8	2486
tt14384176	5.6	1237
tt14384936	9.4	5
tt1438534	4.8	6634
tt14388362	7.8	33
tt1438838	8.6	19
tt14390970	8.1	2105
tt14391226	5.1	1479
tt14391622	4.1	246
tt14392318	7.3	1103
tt1439324	7.3	27
tt14394296	6.3	15
tt14394620	4.7	2980
tt1439495	6.6	167
tt1439527	6.5	52
tt14395344	7.1	36
tt14395504	6.2	8
tt1439555	7.8	15
tt14396116	8.0	21
tt1439629	8.5	309385
tt14398500	5.7	1723
tt1439903	6.7	7
tt1439911	6.6	7
tt14399128	6.5	454
tt1439915	7.0	11
tt1439921	7.5	6
tt1439930	6.7	6
tt1439943	7.0	7
tt1439960	8.5	78
tt14400760	7.2	124
tt1440129	5.8	268244
tt1440188	6.0	82
tt14402146	6.7	27065
tt14402316	6.2	2843
tt1440232	7.1	28210
tt1440292	7.3	100553
tt1440309	6.5	131
tt14403244	5.9	226
tt1440345	6.7	38472
tt14403480	8.7	95
tt14403542	8.8	21
tt1440379	5.4	2520
tt14404590	6.1	2813
tt14404626	6.6	65
tt14404932	7.0	8
tt1440566	6.4	52
tt14406500	6.2	21
tt1440728	6.3	106331
tt1440770	6.4	323
tt14408016	6.4	1913
tt14409944	7.2	9
tt14409966	6.5	9
tt14410442	7.3	133
tt1441105	7.1	1882
tt1441106	4.8	310
tt14411984	7.5	130
tt14412018	7.3	131
tt14412362	6.7	4719
tt14412366	3.5	5472
tt14412536	2.8	173
tt1441326	6.8	58426
tt1441368	6.2	344
tt1441461	6.0	16
tt1441497	8.3	19
tt14415204	5.4	18489
tt14417362	6.1	27
tt14417802	6.0	315
tt14417986	7.2	4596
tt14418138	5.3	386
tt1441889	7.6	8
tt14419028	4.6	53
