tconst	averageRating	numVotes
tt0181093	5.7	95
tt0181299	4.3	737
tt0181316	6.4	93863
tt0181384	7.0	89
tt0181469	6.3	53
tt0181634	6.6	100
tt0181689	7.6	617536
tt0181740	5.4	35
tt0181746	8.3	11
tt0181772	7.1	249
tt0181813	5.2	30
tt0181852	6.3	435085
tt0181865	7.5	229426
tt0181876	4.4	350
tt0181908	7.5	508
tt0181926	6.2	74
tt0182000	5.8	8314
tt0182104	5.9	105
tt0182108	4.8	11
tt0182216	6.2	104
tt0182313	7.7	75
tt0182418	7.0	21
tt0182420	7.4	22
tt0182576	8.1	386049
tt0182585	7.0	83
tt0182659	7.2	180
tt0182789	6.9	131163
tt0182849	7.2	16
tt0183069	8.4	29
tt0183176	6.1	113
tt0183297	6.8	11
tt0183356	5.2	135
tt0183505	6.6	263822
tt0183523	5.7	79367
tt0183649	7.1	300493
tt0183700	6.1	84
tt0183734	7.4	16
tt0183749	7.9	10
tt0183789	6.0	31
tt0183790	7.0	217803
tt0183919	3.3	7
tt0184156	7.1	139
tt0184327	6.9	138
tt0184475	4.6	38
tt0184566	4.4	10
tt0184709	6.7	25
tt0184720	6.4	17
tt0184858	5.8	44706
tt0184894	6.6	141628
tt0184907	5.2	14682
tt0185014	7.2	68791
tt0185116	6.6	762
tt0185133	8.5	18107
tt0185216	6.9	9
tt0185284	4.9	2816
tt0185364	6.1	488
tt0185711	4.0	256
tt0185814	5.4	15
tt0185841	7.7	104
tt0185842	7.6	658
tt0185906	9.4	587085
tt0185977	6.6	46
tt0186114	5.8	189
tt0186155	6.2	6
tt0186183	6.1	4206
tt0186240	5.5	240
tt0186251	5.2	202
tt0186264	4.3	128
tt0186375	6.4	24
tt0186559	6.8	8
tt0186566	6.5	90737
tt0186600	6.5	102
tt0186833	4.5	47
tt0186906	7.4	361
tt0187078	6.5	308617
tt0187108	6.6	541
tt0187150	4.7	429
tt0187188	7.7	661
tt0187226	4.3	23
tt0187357	5.0	192
tt0187393	7.2	310943
tt0187409	6.6	253
tt0187455	6.5	69
tt0187513	3.5	563
tt0187534	4.4	337
tt0187542	5.0	45
tt0187621	8.1	96
tt0187635	6.4	4420
tt0187738	6.7	251097
tt0187995	4.8	949
tt0188206	7.9	317
tt0188213	6.1	88
tt0188441	6.5	99
tt0188453	6.0	27087
tt0188504	6.5	685
tt0188640	6.0	10193
tt0188723	6.3	267
tt0188871	7.6	20
tt0188932	6.8	9
tt0189131	5.2	52
tt0189145	6.4	9
tt0189172	7.3	402
tt0189177	6.5	69
tt0189181	6.9	29
tt0189186	7.3	75
tt0189192	5.7	21076
tt0189200	6.4	101
tt0189210	6.9	33
tt0189298	6.4	8
tt0189363	5.6	442
tt0189451	8.5	30
tt0189459	7.2	287
tt0189525	5.5	1123
tt0189553	6.0	1045
tt0189562	7.6	57
tt0189703	5.9	60
tt0189739	4.8	18
tt0189772	6.6	56
tt0189803	4.8	10
tt0190027	6.6	159
tt0190085	4.5	105
tt0190138	6.7	135836
tt0190183	5.1	64
tt0190261	8.4	8
tt0190273	5.0	251
tt0190332	7.9	292976
tt0190350	6.2	18
tt0190428	8.3	1168
tt0190464	8.2	22
tt0190524	4.4	11088
tt0190656	4.7	39
tt0190703	8.9	6444
tt0190721	6.3	112
tt0190762	5.2	31
tt0190838	8.0	3532
tt0190842	7.2	450
tt0190865	6.0	68744
tt0190874	6.5	168
tt0190888	5.0	53
tt0191074	5.3	3607
tt0191119	5.6	20
tt0191122	7.3	96
tt0191133	5.6	7960
tt0191181	5.7	152
tt0191312	6.1	120
tt0191397	6.6	74019
tt0191474	5.4	109
tt0191476	6.1	166
tt0191594	5.2	13
tt0191596	5.3	68
tt0191703	7.3	15
tt0191748	6.9	166
tt0191754	6.1	57417
tt0191911	4.1	306
tt0191915	5.3	2532
tt0191947	7.0	173
tt0192048	5.9	8
tt0192111	5.4	15973
tt0192391	6.4	29
tt0192482	7.7	129
tt0192505	6.8	14
tt0192614	5.6	35122
tt0192626	5.3	73
tt0192674	6.9	54
tt0192890	6.4	45
tt0192956	7.3	100
tt0193066	6.8	28
tt0193187	6.0	2331
tt0193220	4.7	7
tt0193364	4.7	10089
tt0193365	7.0	33
tt0193437	5.5	138
tt0193462	5.8	287
tt0193475	6.2	21
tt0193660	6.6	492
tt0193763	6.2	844
tt0193774	5.4	152
tt0193862	5.5	62
tt0193899	5.4	10
tt0193951	5.2	6
tt0194148	8.5	36
tt0194169	5.9	383
tt0194248	5.8	264
tt0194376	9.0	7050
tt0194410	4.3	508
tt0194483	5.9	29
tt0194491	6.7	14
tt0194573	5.8	9
tt0194622	6.0	1265
tt0194624	8.1	7085
tt0194704	6.9	49
tt0194730	6.4	30
tt0195165	5.3	1823
tt0195168	7.2	56
tt0195260	6.8	196
tt0195315	6.0	7
tt0195323	6.7	12
tt0195335	4.0	161
tt0195545	6.2	22
tt0195562	6.9	47
tt0195616	7.6	62
tt0195685	7.5	243433
tt0195699	5.3	105
tt0195707	5.8	50
tt0195714	6.7	331130
tt0195752	5.6	47
tt0195778	5.2	9243
tt0195857	5.1	187
tt0195880	6.9	33
tt0195945	6.2	47212
tt0195972	6.8	170
tt0196133	5.9	10
tt0196142	6.3	51
tt0196216	6.7	42398
tt0196221	4.2	646
tt0196222	5.3	16
tt0196279	8.8	48
tt0196383	7.3	179
tt0196419	3.2	15
tt0196507	2.8	159
tt0196530	3.7	1533
tt0196677	7.7	16
tt0196708	6.2	2846
tt0196748	6.1	30
tt0196824	5.9	19
tt0196984	4.8	71
tt0196994	5.2	129
tt0197160	7.7	79
tt0197209	7.8	71
tt0197321	8.2	14
tt0197344	7.6	14
tt0197452	5.3	9
tt0197458	6.4	8
tt0197491	8.4	12
tt0197710	5.6	52
tt0197861	6.9	12
tt0197903	5.7	421
tt0197993	4.4	16
tt0198087	7.1	63
tt0198099	5.6	161
tt0198158	6.8	28
tt0198246	7.9	42
tt0198385	6.5	116
tt0198545	7.3	2257
tt0198635	4.4	27
tt0198779	5.5	1856
tt0198781	8.1	1064787
tt0198948	3.4	350
tt0199129	6.4	297
tt0199232	6.1	3432
tt0199388	6.8	168
tt0199504	5.2	71
tt0199512	8.1	23
tt0199536	7.5	501
tt0199626	5.4	27693
tt0199725	7.2	26444
tt0199735	7.2	54
tt0199916	6.4	11
tt0199939	7.9	126
tt0200293	6.5	57
tt0200305	5.8	7
tt0200412	7.9	248
tt0200465	7.2	196322
tt0200541	6.0	18
tt0200716	6.7	359
tt0200737	7.6	54
tt0200755	5.6	2951
tt0200763	5.4	26
tt0200776	7.4	38
tt0201306	5.8	10
tt0201450	7.0	419
tt0201468	5.0	8
tt0201470	6.7	492
tt0201535	6.5	23
tt0201661	4.9	40
tt0202021	7.2	30
tt0202186	2.2	15
tt0202399	8.2	11
tt0202514	6.8	12
tt0202536	4.5	162
tt0202657	6.4	124
tt0202817	7.8	28
tt0202842	6.3	76
tt0202989	4.4	803
tt0203009	7.5	312798
tt0203027	6.7	158
tt0203151	5.4	14
tt0203166	7.4	25460
tt0203252	7.0	15
tt0203310	5.2	151
tt0203427	6.8	1189
tt0203506	5.6	79
tt0203701	8.0	4081
tt0203755	6.2	31952
tt0204082	7.2	1935
tt0204240	5.6	27
tt0204293	6.3	10
tt0204313	5.1	42303
tt0204364	7.1	120
tt0204487	7.1	85
tt0204626	5.3	29519
tt0204661	4.6	276
tt0204797	7.3	405
tt0204798	7.4	1114
tt0204946	6.2	113565
tt0205096	7.1	25
tt0205461	4.3	5207
tt0205492	7.6	184
tt0205526	3.5	198
tt0205688	8.0	129
tt0205731	5.6	820
tt0205763	4.3	60
tt0205778	6.6	90
tt0206021	7.6	34
tt0206073	7.9	113
tt0206113	6.3	1720
tt0206191	7.5	13
tt0206229	6.8	206
tt0206275	6.2	68766
tt0206296	6.9	35
tt0206314	6.6	81404
tt0206356	6.3	20
tt0206366	7.0	89
tt0206417	8.2	46
tt0206488	6.4	1134
tt0206490	6.4	1148
tt0206512	8.2	124204
tt0206545	7.3	69
tt0206608	6.1	202
tt0206634	7.9	562223
tt0206690	6.2	41
tt0206698	5.6	114
tt0206785	7.6	15
tt0206807	6.2	24
tt0206849	6.3	10
tt0206926	5.6	6279
tt0206955	6.5	9
tt0207005	4.5	20
tt0207177	7.2	179
tt0207201	6.5	237916
tt0207333	5.1	935
tt0207335	6.0	23
tt0207431	6.9	58
tt0207501	4.3	58
tt0207504	7.1	111
tt0207653	5.9	260
tt0207695	6.2	40
tt0207778	6.2	34
tt0207892	7.5	541
tt0207927	6.2	24
tt0207934	5.7	117
tt0207972	6.7	6361
tt0207989	5.4	16
tt0208003	5.3	95399
tt0208092	8.2	970514
tt0208104	6.1	153
tt0208307	6.0	9
tt0208368	8.4	59
tt0208495	5.5	185
tt0208874	6.9	26011
tt0208893	5.8	30
tt0208988	5.2	38983
tt0209004	6.8	33
tt0209039	7.3	43
tt0209043	6.0	319
tt0209144	8.4	1424207
tt0209163	6.4	365052
tt0209367	5.4	17
tt0209383	3.8	12
tt0209444	8.0	1255
tt0209475	5.4	92306
tt0209557	7.6	184
tt0209582	7.3	75
tt0209638	5.7	145
tt0210010	5.4	30
tt0210032	5.0	7
tt0210131	6.5	27
tt0210187	5.5	92
tt0210234	6.1	25662
tt0210302	6.8	3166
tt0210365	7.1	156
tt0210369	6.6	271
tt0210387	8.0	17
tt0210516	5.9	21
tt0210518	5.1	45
tt0210520	5.2	18
tt0210523	5.1	36
tt0210527	3.5	11
tt0210575	5.2	43
tt0210628	7.1	2386
tt0210719	5.7	2164
tt0210777	6.8	219
tt0210825	7.3	10
tt0210907	7.7	24
tt0210924	7.8	31
tt0210925	6.2	243
tt0210931	4.3	25
tt0210945	7.8	247841
tt0210971	5.6	310
tt0211130	6.1	72
tt0211142	7.7	28
tt0211172	6.6	39
tt0211181	4.9	41664
tt0211191	7.6	852
tt0211316	5.3	104
tt0211336	6.3	113
tt0211357	7.4	15
tt0211372	5.2	386
tt0211443	4.5	66338
tt0211465	6.1	25690
tt0211472	5.2	19
tt0211475	6.5	208
tt0211504	6.5	786
tt0211767	5.8	73
tt0211840	7.9	20
tt0211915	8.3	835294
tt0211933	6.5	86410
tt0211938	5.7	13671
tt0212040	8.0	89
tt0212108	4.0	9
tt0212110	5.3	38
tt0212318	6.5	1089
tt0212338	7.0	376090
tt0212346	6.4	246503
tt0212352	6.3	25
tt0212399	8.4	16
tt0212419	6.1	13
tt0212442	6.7	358
tt0212490	5.8	143
tt0212604	7.3	2044
tt0212720	7.2	337457
tt0212829	3.1	161
tt0212921	6.8	84
tt0212978	5.5	17
tt0212985	6.8	311981
tt0213009	5.9	17
tt0213065	7.9	3700
tt0213149	6.3	367695
tt0213203	6.2	14428
tt0213294	6.7	22
tt0213338	8.9	166584
tt0213346	6.8	183
tt0213574	7.6	5
tt0213628	6.9	60
tt0213642	3.3	537
tt0213682	6.8	8436
tt0213709	6.9	372
tt0214049	7.9	35
tt0214263	6.3	45
tt0214292	6.7	453
tt0214362	8.3	670
tt0214546	6.1	587
tt0214592	5.5	50
tt0214698	6.9	2264
tt0214730	7.2	3669
tt0214819	4.8	175
tt0214878	6.2	1916
tt0214887	7.2	15
tt0214894	6.5	50
tt0215129	6.5	187662
tt0215139	6.1	505
tt0215164	7.9	95
tt0215370	3.4	447
tt0215402	9.0	13
tt0215411	7.0	9
tt0215422	8.4	21
tt0215514	5.9	277
tt0215627	7.2	14
tt0215632	6.4	11
tt0215731	7.2	13
tt0215750	7.5	291797
tt0215918	3.9	11
tt0215992	6.1	1447
tt0216111	5.5	10
tt0216117	7.7	11
tt0216199	6.7	123
tt0216216	5.9	133312
tt0216250	6.2	61
tt0216252	5.3	61
tt0216459	8.4	806
tt0216486	6.1	74
tt0216487	3.3	1640
tt0216507	5.9	54
tt0216534	6.6	67
tt0216621	7.4	12230
tt0216697	4.5	85
tt0216736	7.6	371
tt0216799	7.0	7072
tt0216812	6.2	8
tt0216871	7.5	181
tt0216881	6.0	147
tt0216882	4.9	339
tt0216883	7.7	39
tt0216889	7.0	7
tt0216900	6.2	130
tt0217007	6.1	559
tt0217087	3.7	37
tt0217135	5.9	357
tt0217224	7.4	1224
tt0217402	6.3	47
tt0217408	7.3	104
tt0217433	6.6	21
tt0217505	7.5	501836
tt0217604	6.4	6
tt0217630	5.4	31900
tt0217634	7.9	13
tt0217664	7.4	48
tt0217685	8.8	10
tt0217756	5.4	16129
tt0217776	6.5	46
tt0217869	7.3	465378
tt0217925	7.6	9
tt0217992	6.9	23
tt0218000	6.2	707
tt0218182	6.2	1812
tt0218199	7.1	80
tt0218289	6.7	37
tt0218452	7.6	13
tt0218493	7.5	552
tt0218506	7.2	66
tt0218557	6.0	39
tt0218563	7.5	706
tt0218858	7.5	32
tt0218891	5.6	514
tt0218914	6.0	49
tt0218945	5.2	104
tt0218967	6.9	130307
tt0219058	5.9	310
tt0219169	6.4	20
tt0219177	4.2	21
tt0219200	6.9	55
tt0219285	4.5	49
tt0219469	5.9	685
tt0219699	6.7	80538
tt0219742	7.3	7
tt0219771	7.4	1005
tt0219779	7.3	127
tt0219803	1.5	16
tt0219822	6.4	19542
tt0219831	6.5	36
tt0219832	5.1	9
tt0219843	6.7	162
tt0219854	6.1	46163
tt0219883	5.4	25
tt0219968	7.3	54
tt0220095	4.7	733
tt0220099	6.4	21602
tt0220119	5.9	80
tt0220212	7.4	220
tt0220238	7.4	3631
tt0220323	7.0	51
tt0220371	5.5	41
tt0220377	5.7	119
tt0220504	6.4	34
tt0220506	3.9	53615
tt0220507	6.7	2469
tt0220538	6.0	12
tt0220597	5.3	972
tt0220644	7.5	6680
tt0220698	5.9	260
tt0220699	4.4	144
tt0220710	5.5	8
tt0220726	7.2	2958
tt0220827	6.2	8083
tt0220845	3.8	15
tt0220969	7.0	1189
tt0221016	6.3	30
tt0221027	7.5	286397
tt0221100	7.8	15
tt0221115	6.4	878
tt0221127	6.9	17
tt0221296	5.6	23
tt0221344	7.8	7798
tt0221475	6.8	36
tt0221530	6.3	74
tt0221553	7.0	9
tt0221723	6.8	37
tt0221734	6.6	277
tt0221741	8.0	384
tt0221889	5.8	4091
tt0221892	6.5	28
tt0222078	3.8	86
tt0222115	4.2	10
tt0222117	7.0	7
tt0222199	7.0	16
tt0222348	8.2	11
tt0222383	7.4	14
tt0222476	8.8	11
tt0222511	7.4	407
tt0222517	7.0	2998
tt0222608	7.7	899
tt0222619	6.3	949
tt0222675	7.5	1386
tt0222851	7.1	25793
tt0222871	8.0	8
tt0223063	6.6	19
tt0223165	6.0	8
tt0223592	3.6	111
tt0223598	5.6	72
tt0223603	6.8	215
tt0223623	5.9	93
tt0223632	5.2	11
tt0223755	6.3	1446
tt0223777	6.7	1800
tt0224005	5.4	151
tt0224035	5.8	11
tt0224075	1.6	19
tt0224306	6.0	10
tt0224355	9.1	20
tt0224451	7.1	100
tt0224484	6.5	172
tt0224881	7.0	12
tt0224922	7.1	28
tt0224954	6.6	18
tt0225071	5.7	26441
tt0225393	4.9	81
tt0225535	7.8	4134
tt0225633	4.6	131
tt0225753	5.7	9
tt0225947	4.0	395
tt0225967	6.0	14
tt0226093	5.7	200
tt0226209	4.9	216
tt0226408	6.2	133
tt0226544	5.5	12
tt0226708	5.5	272
tt0226767	7.8	76
tt0226987	5.2	292
tt0227094	6.8	47
tt0227445	6.8	142747
tt0227458	6.0	922
tt0227538	5.6	134972
tt0227842	5.4	17
tt0227887	6.4	55
tt0227939	7.4	38
tt0227984	6.3	52503
tt0228137	6.9	124
tt0228190	6.1	76
tt0228208	4.9	26
tt0228364	7.6	60
tt0228374	8.0	111
tt0228413	6.5	69
tt0228435	6.5	60
tt0228449	7.8	25
tt0228488	6.2	2166
tt0228523	6.4	66
tt0228700	6.3	156
tt0228750	6.3	60780
tt0228794	5.8	85
tt0228855	6.8	140
tt0228931	7.7	84
tt0229001	5.3	23
tt0229010	6.4	93
tt0229024	6.6	1070
tt0229125	5.7	13
tt0229138	7.4	45
tt0229155	7.0	71
tt0229290	4.5	152
tt0229432	7.2	263
tt0229486	5.8	221
tt0229499	6.2	745
tt0229526	3.7	19
tt0229739	5.6	31
tt0229904	7.3	45
tt0229916	7.7	854
tt0230011	6.9	146442
tt0230030	6.1	118485
tt0230045	7.3	57
tt0230264	6.7	34
tt0230336	5.5	16
tt0230533	7.0	9
tt0230600	7.6	424042
tt0230744	7.6	201
tt0230859	6.2	39
tt0230906	7.3	97
tt0231023	7.1	32
tt0231149	6.5	19
tt0231150	6.2	178
tt0231168	4.1	10
tt0231383	5.1	36
tt0231402	4.8	27410
tt0231448	5.6	8197
tt0231795	6.2	6
tt0231971	5.6	4111
tt0232111	7.6	37
tt0232295	6.8	1087
tt0232500	6.8	453313
tt0232502	5.9	382
tt0232957	7.8	68
tt0233041	6.5	6274
tt0233127	8.4	4879
tt0233142	6.0	50908
tt0233449	5.6	118
tt0233469	5.5	80752
tt0233687	7.2	2293
tt0233712	4.6	95
tt0233732	7.2	78
tt0233754	3.5	14
tt0233851	6.6	11
tt0234093	6.0	16
tt0234182	6.7	129
tt0234215	7.2	666561
tt0234266	6.4	73
tt0234362	5.0	73
tt0234464	5.5	39
tt0234579	4.7	37
tt0234583	4.4	225
tt0234756	4.6	179
tt0234793	4.9	154
tt0234878	6.6	31
tt0234923	7.3	58
tt0234951	6.8	114
tt0235192	6.4	6
tt0235350	2.9	39
tt0235352	6.4	70
tt0235405	6.8	24
tt0235406	3.4	646
tt0235481	4.6	11
tt0235497	3.6	334
tt0235553	5.0	1554
tt0235555	3.4	289
tt0235578	5.9	281
tt0235596	5.9	672
tt0235658	5.5	31
tt0235679	5.9	16526
tt0235737	7.0	33266
tt0235781	7.4	19
tt0235805	4.5	30
tt0235918	7.2	51448
tt0236040	6.2	47
tt0236041	7.5	187
tt0236348	5.7	26549
tt0236388	6.8	6386
tt0236493	6.1	120575
tt0236733	6.4	8
tt0236784	6.1	32610
tt0236908	6.2	698
tt0236932	6.4	28
tt0237031	5.3	31
tt0237320	7.7	73
tt0237534	7.0	76321
tt0237552	7.1	9
tt0237572	6.7	76602
tt0237616	6.0	105
tt0237733	6.7	37
tt0237831	4.1	15
tt0237982	6.8	104
tt0238112	5.9	37270
tt0238137	5.5	2743
tt0238269	6.3	280
tt0238380	7.3	360896
tt0238413	5.0	14
tt0238470	5.6	12
tt0238498	4.0	17
tt0238546	5.3	63869
tt0238554	2.7	11
tt0238562	7.1	108
tt0238709	6.6	50
tt0238780	7.7	131
tt0238784	8.2	171963
tt0239004	7.5	58
tt0239020	6.7	698
tt0239058	5.1	257
tt0239155	6.8	13
tt0239159	6.0	12
tt0239195	7.6	29595
tt0239224	6.2	69
tt0239303	7.5	79
tt0239332	7.7	22
tt0239395	5.2	65366
tt0239430	6.6	74
tt0239512	6.0	79
tt0239522	5.5	32
tt0239655	7.3	2537
tt0239808	6.5	12
tt0240126	5.4	8
tt0240192	6.9	66
tt0240217	7.1	19
tt0240277	7.5	27
tt0240301	7.4	104
tt0240324	5.8	27
tt0240462	4.8	49681
tt0240468	6.2	50576
tt0240510	6.5	36511
tt0240515	4.7	53940
tt0240517	7.6	44
tt0240672	7.5	35
tt0240689	4.9	98
tt0240772	7.7	668311
tt0240884	6.0	233
tt0240890	6.8	130991
tt0240900	5.3	15745
tt0240980	6.3	2521
tt0241025	6.2	24115
tt0241232	3.2	12
tt0241236	4.7	54
tt0241247	4.2	230
tt0241292	6.9	28
tt0241297	6.8	12
tt0241303	7.2	209600
tt0241413	4.2	15
tt0241527	7.7	942596
tt0241629	5.3	25
tt0241760	5.8	39534
tt0241793	7.2	35
tt0242193	6.9	43020
tt0242218	6.5	12
tt0242322	6.3	30
tt0242381	6.5	27
tt0242406	7.0	76
tt0242445	5.6	38465
tt0242499	7.6	247
tt0242576	6.4	59
tt0242653	6.7	572343
tt0242757	6.3	73
tt0242911	3.1	99
tt0242925	7.0	36
tt0242934	6.6	37
tt0243055	6.0	24
tt0243073	7.6	386
tt0243089	6.6	9
tt0243095	5.6	294
tt0243116	4.6	166
tt0243153	7.5	346
tt0243155	6.8	285270
tt0243166	6.3	253
tt0243337	3.4	15
tt0243379	6.1	131
tt0243559	7.1	105
tt0243585	5.5	61551
tt0243693	4.3	15
tt0243732	6.0	340
tt0243736	5.6	78241
tt0243765	5.5	10
tt0243792	5.7	231
tt0244000	5.9	18471
tt0244118	6.7	272
tt0244243	5.7	25
tt0244244	6.5	202732
tt0244325	7.4	299
tt0244366	7.6	49
tt0244505	4.3	202
tt0244709	5.8	1106
tt0244734	3.0	18
tt0244763	7.4	32
tt0244773	6.9	326
tt0244794	6.3	1921
tt0244839	7.9	2024
tt0244870	6.1	9914
tt0244970	6.1	28707
tt0245024	7.2	941
tt0245054	6.3	52
tt0245057	5.4	14
tt0245066	5.7	32
tt0245120	5.3	9676
tt0245171	6.4	4722
tt0245222	6.4	11
tt0245294	6.0	876
tt0245335	6.8	36
tt0245378	4.7	124
tt0245407	5.8	4047
tt0245429	8.6	955899
tt0245447	6.8	44
tt0245479	4.9	1651
tt0245518	6.6	94
tt0245562	6.1	76882
tt0245573	5.9	3463
tt0245686	6.0	65029
tt0245696	7.7	12
tt0245712	8.0	271639
tt0245803	5.5	53786
tt0245844	7.7	158796
tt0245877	5.4	527
tt0245932	4.7	130
tt0245941	5.9	29
tt0245942	6.3	49
tt0245947	5.7	118
tt0246002	5.6	2599
tt0246070	6.8	402
tt0246108	4.4	437
tt0246119	7.0	1297
tt0246170	5.6	14
tt0246319	6.7	34
tt0246332	4.9	610
tt0246353	7.2	628
tt0246446	5.6	76
tt0246455	6.9	37
tt0246460	6.1	239168
tt0246464	6.4	22901
tt0246500	6.3	5222
tt0246544	4.8	15419
tt0246628	6.7	3225
tt0246677	6.9	27058
tt0246772	7.2	8842
tt0246894	3.2	30795
tt0246989	5.3	20607
tt0247130	3.2	11
tt0247134	6.5	141
tt0247190	5.8	118
tt0247425	7.4	44217
tt0247444	4.7	7424
tt0247480	4.0	8
tt0247577	5.8	84
tt0247638	6.4	180176
tt0247745	7.0	118100
tt0247812	4.7	9
tt0247896	8.9	442
tt0247961	5.6	17
tt0247982	5.1	42
tt0248110	4.3	703
tt0248169	5.4	509
tt0248254	3.4	158
tt0248300	6.0	86
tt0248512	6.2	123
tt0248625	6.5	81
tt0248667	6.7	109811
tt0248738	4.4	76
tt0248869	5.8	18
tt0248885	6.6	24
tt0248911	7.5	23
tt0249108	5.5	18
tt0249195	6.2	20
tt0249442	7.3	321
tt0249506	4.8	518
tt0249779	5.0	31
tt0249856	7.2	10
tt0250017	7.8	12
tt0250067	7.0	4017
tt0250109	6.8	20
tt0250113	8.9	122
tt0250224	6.4	27365
tt0250274	6.3	5338
tt0250371	6.3	5021
tt0250389	5.7	188
tt0250398	6.8	16
tt0250484	6.8	40
tt0250494	6.5	280749
tt0250586	6.4	12
tt0250635	4.4	209
tt0250687	6.5	129791
tt0250727	3.8	13
tt0250728	4.2	9
tt0250797	6.7	106625
tt0250804	6.8	79
tt0250846	8.4	76
tt0250862	6.4	617
tt0251046	4.1	105
tt0251075	6.1	142304
tt0251110	6.7	1962
tt0251114	6.4	57596
tt0251127	6.5	316551
tt0251141	7.1	2065
tt0251142	6.5	34
tt0251160	7.1	152697
tt0251298	6.4	13
tt0251446	3.6	364
tt0251462	8.2	12
tt0251504	5.4	261
tt0251518	4.3	15
tt0251554	7.1	18
tt0251576	8.5	1687
tt0251615	8.0	91
tt0251637	7.4	1005
tt0251736	6.0	99550
tt0251755	7.1	73
tt0251777	7.0	1844
tt0251797	5.9	275
tt0252028	5.5	30649
tt0252031	6.9	74
tt0252076	5.4	101844
tt0252257	7.3	31
tt0252268	6.6	10
tt0252503	6.5	41267
tt0252684	7.1	10801
tt0252761	6.9	32
tt0252866	6.5	285358
tt0252948	7.3	12
tt0253011	7.6	630
tt0253016	7.3	227
tt0253318	6.6	17
tt0253375	7.6	14
tt0253474	8.5	1003722
tt0253527	6.3	44
tt0253539	4.0	13
tt0253556	6.2	151989
tt0253663	6.8	363
tt0253754	6.4	87463
tt0253798	6.3	19411
tt0253807	2.1	12
tt0253867	5.2	65617
tt0253933	6.6	15
tt0253981	6.6	55
tt0254000	7.2	3009
tt0254076	5.1	223
tt0254097	6.7	26
tt0254136	6.8	59
tt0254197	2.3	91
tt0254529	5.2	8
tt0254602	7.2	46
tt0254703	4.3	1301
tt0254763	5.9	18
tt0254812	6.9	131
tt0254890	6.1	1344
tt0255094	7.4	7188
tt0255136	7.9	31
tt0255178	7.6	1159
tt0255218	6.8	34
tt0255332	7.7	36
tt0255412	5.5	59
tt0255477	4.3	8888
tt0255518	6.7	202
tt0255578	8.1	102
tt0255632	6.6	15
tt0255775	6.9	18
tt0255798	4.9	67198
tt0255812	7.6	15
tt0255819	6.5	18291
tt0255868	8.0	139
tt0255873	7.3	645
tt0255894	6.4	37
tt0255901	7.6	14
tt0255991	8.3	29
tt0256016	5.8	59
tt0256019	8.0	1589
tt0256071	4.9	77
tt0256073	6.7	63
tt0256103	6.0	14019
tt0256109	6.8	24
tt0256276	6.3	13988
tt0256303	6.2	19
tt0256323	4.0	13
tt0256324	4.1	15
tt0256345	1.5	275
tt0256359	6.5	4476
tt0256380	6.0	153270
tt0256415	6.2	132978
tt0256524	6.7	43960
tt0256858	5.3	1474
tt0257044	7.6	299189
tt0257076	6.1	159424
tt0257086	6.8	16
tt0257106	5.4	190316
tt0257256	4.8	39
tt0257306	5.6	24
tt0257311	4.0	7
tt0257325	6.2	681
tt0257360	7.2	137715
tt0257516	5.1	37193
tt0257568	4.5	35567
tt0257585	2.8	21
tt0257623	6.0	78
tt0257727	6.3	172
tt0257750	4.6	273
tt0257754	6.3	68
tt0257756	6.4	51336
tt0257877	8.5	12
tt0257882	6.6	953
tt0257990	4.3	346
tt0257993	5.6	8
tt0258000	6.8	313096
tt0258038	5.3	15737
tt0258068	7.0	30977
tt0258085	5.4	16
tt0258153	6.1	64075
tt0258226	6.2	94
tt0258360	6.8	18
tt0258463	7.8	609823
tt0258526	8.1	29
tt0258550	8.4	157
tt0258597	4.9	17
tt0258645	7.6	22
tt0258672	6.3	32
tt0258800	6.9	22
tt0258816	6.4	6674
tt0258855	5.8	10
tt0258979	8.1	2164
tt0259077	3.8	417
tt0259246	6.0	15
tt0259288	6.1	41383
tt0259305	6.8	8
tt0259324	5.3	267341
tt0259393	7.2	20786
tt0259446	6.6	150702
tt0259649	3.8	35
tt0259650	6.3	44
tt0259651	5.6	42
tt0259680	6.4	9
tt0259686	7.0	52
tt0259688	5.0	13
tt0259711	6.9	306555
tt0259732	6.6	43
tt0259775	8.1	47
tt0259784	8.3	18
tt0259785	7.3	19
tt0259916	7.7	50
tt0260060	6.3	75
tt0260262	5.8	55
tt0260747	7.4	34
tt0260825	6.5	53
tt0260866	6.3	65590
tt0261020	7.3	15
tt0261131	7.0	58
tt0261139	5.9	13
tt0261289	5.3	19640
tt0261486	6.2	228
tt0261668	7.1	1144
tt0261735	7.6	10
tt0261755	5.5	616
tt0261777	6.6	47
tt0262069	7.0	41
tt0262214	4.8	88
tt0262307	6.7	254
tt0262396	5.9	8199
tt0262429	3.1	360
tt0262461	7.0	48
tt0262464	7.2	27
tt0262544	3.0	9
tt0262572	7.2	23
tt0262707	6.3	81
tt0262709	6.9	65
tt0262775	8.3	19
tt0262792	7.2	224
tt0262965	7.0	41
tt0263053	4.2	682
tt0263101	6.5	3863
tt0263136	5.9	236
tt0263141	6.0	29
tt0263189	7.3	49
tt0263281	6.8	143
tt0263283	7.8	1402
tt0263338	7.4	260
tt0263362	6.4	85
tt0263439	7.7	27
tt0263470	7.7	9
tt0263586	5.3	8
tt0263591	4.6	11
tt0263704	6.2	33
tt0263747	6.7	620
tt0263757	6.3	51689
