week,at_rank1,views_at_rank1,at_rank2,views_at_rank2,at_rank3,views_at_rank3,at_rank4,views_at_rank4,at_rank5,views_at_rank5,at_rank6,views_at_rank6,at_rank7,views_at_rank7,at_rank8,views_at_rank8,at_rank9,views_at_rank9,at_rank10,views_at_rank10
2023-09-24,tt20863760,"[50200000.0, 10400000.0, 3.0]",tt22073352,"[24500000.0, 3700000.0, 3.0]",tt27787857,"[16400000.0, 3700000.0, 2.0]",tt9058134,"[11700000.0, 2300000.0, 1.0]",tt27974068,"[18900000.0, 1700000.0, 5.0]",tt21627436,"[14900000.0, 1700000.0, 1.0]",tt21627438,"[19700000.0, 1600000.0, 3.0]",tt0108727,"[9300000.0, 1500000.0, 2.0]",tt9251798,"[5100000.0, 1200000.0, 5.0]",tt28658091,"[7000000.0, 1100000.0, 2.0]"
2023-09-17,tt2183014,"[21400000.0, 14100000.0, 1.0]",tt21276878,"[7400000.0, 4300000.0, 4.0]",tt2114504,"[5300000.0, 3500000.0, 2.0]",,,tt4477536,"[5900000.0, 3400000.0, 1.0]",tt0481499,"[5200000.0, 3200000.0, 7.0]",tt8305852,"[4600000.0, 3000000.0, 1.0]",tt2620590,"[4300000.0, 2900000.0, 1.0]",tt3874544,"[4600000.0, 2800000.0, 13.0]",tt3393786,"[5200000.0, 2600000.0, 3.0]"
2023-09-17,tt15944018,"[9600000.0, 5400000.0, 1.0]",tt27727074,"[6800000.0, 4300000.0, 1.0]",tt28687398,"[5400000.0, 4000000.0, 2.0]",tt28366647,"[2700000.0, 1800000.0, 1.0]",tt20414642,"[2500000.0, 1600000.0, 3.0]",tt14542504,"[2100000.0, 1300000.0, 3.0]",tt21113540,"[2200000.0, 1200000.0, 1.0]",,,tt21087084,"[1400000.0, 900000.0, 3.0]",tt8499724,"[2300000.0, 900000.0, 1.0]"
2023-09-17,tt11737520,"[75500000.0, 10000000.0, 3.0]",tt9077530,"[73200000.0, 9600000.0, 2.0]",tt18075020,"[22000000.0, 3800000.0, 4.0]",tt1830379,"[18600000.0, 3700000.0, 2.0]",tt15907000,"[12300000.0, 2700000.0, 1.0]",tt28637385,"[15900000.0, 2600000.0, 2.0]",tt13925166,"[8000000.0, 2100000.0, 1.0]",,,,,tt17405750,"[6500000.0, 1700000.0, 2.0]"
2023-09-17,tt20863760,"[74000000.0, 15400000.0, 2.0]",tt22073352,"[43900000.0, 6700000.0, 2.0]",tt27787857,"[15700000.0, 3500000.0, 1.0]",tt21627438,"[36500000.0, 3000000.0, 2.0]",tt27974068,"[18200000.0, 2000000.0, 4.0]",tt9251798,"[8100000.0, 1800000.0, 4.0]",tt24364150,"[7700000.0, 1600000.0, 1.0]",tt0108727,"[8900000.0, 1400000.0, 1.0]",tt28658091,"[7800000.0, 1200000.0, 1.0]",tt24578052,"[4400000.0, 1200000.0, 1.0]"
2023-09-10,tt21276878,"[15300000.0, 8800000.0, 3.0]",tt19267924,"[9000000.0, 7000000.0, 2.0]",tt0481499,"[6800000.0, 4200000.0, 6.0]",,,tt3874544,"[6400000.0, 3900000.0, 12.0]",tt0882977,"[6900000.0, 3900000.0, 2.0]",tt10276482,"[6600000.0, 3800000.0, 2.0]",tt3393786,"[7400000.0, 3800000.0, 2.0]",tt13603966,"[7300000.0, 3500000.0, 5.0]",tt0790724,"[7500000.0, 3500000.0, 2.0]"
2023-09-10,tt20414642,"[10400000.0, 6500000.0, 2.0]",tt14542504,"[5800000.0, 3600000.0, 2.0]",tt21087084,"[5300000.0, 3400000.0, 2.0]",tt28687398,"[2000000.0, 1500000.0, 1.0]",tt28568397,"[2300000.0, 1300000.0, 2.0]",tt18260564,"[1300000.0, 900000.0, 3.0]",tt1718199,"[1600000.0, 800000.0, 2.0]",tt28634523,"[1500000.0, 800000.0, 1.0]",tt6126686,"[1400000.0, 700000.0, 7.0]",,
2023-09-10,tt11737520,"[145700000.0, 19300000.0, 2.0]",tt9077530,"[68500000.0, 9000000.0, 1.0]",tt18075020,"[40600000.0, 7100000.0, 3.0]",tt1830379,"[28700000.0, 5600000.0, 1.0]",tt28523129,"[8200000.0, 3100000.0, 2.0]",,,tt17405750,"[10800000.0, 2900000.0, 1.0]",tt5363918,"[10300000.0, 2200000.0, 2.0]",tt11816814,"[10100000.0, 2000000.0, 5.0]",tt28637385,"[11500000.0, 1900000.0, 1.0]"
2023-09-10,tt20863760,"[49100000.0, 10200000.0, 1.0]",tt22073352,"[26600000.0, 4100000.0, 1.0]",tt9251798,"[13500000.0, 3100000.0, 3.0]",tt27974068,"[16000000.0, 2400000.0, 3.0]",tt26258200,"[11700000.0, 1700000.0, 4.0]",tt9251798,"[7400000.0, 1500000.0, 3.0]",tt21627438,"[17600000.0, 1400000.0, 1.0]",,,tt9251798,"[6100000.0, 1400000.0, 3.0]",tt28544336,"[24100000.0, 1200000.0, 1.0]"
2023-09-03,tt21276878,"[37900000.0, 21900000.0, 2.0]",tt8637498,"[10600000.0, 6600000.0, 3.0]",tt13603966,"[13700000.0, 6500000.0, 4.0]",tt19267924,"[8300000.0, 6500000.0, 1.0]",tt3874544,"[8500000.0, 5200000.0, 11.0]",,,tt13375076,"[5400000.0, 3100000.0, 3.0]",tt10276482,"[5100000.0, 2900000.0, 1.0]",tt14824590,"[4800000.0, 2800000.0, 1.0]",tt0882977,"[4100000.0, 2300000.0, 1.0]"
2023-09-03,tt14542504,"[8600000.0, 5400000.0, 1.0]",tt18260564,"[7900000.0, 5300000.0, 2.0]",tt20414642,"[7100000.0, 4400000.0, 1.0]",tt28496500,"[4100000.0, 2400000.0, 2.0]",tt21087084,"[3600000.0, 2300000.0, 1.0]",tt28552695,"[2300000.0, 1300000.0, 3.0]",tt6126686,"[2000000.0, 1000000.0, 6.0]",,,tt28568397,"[1500000.0, 800000.0, 1.0]",tt1718199,"[1500000.0, 800000.0, 1.0]"
2023-09-03,tt11737520,"[140100000.0, 18500000.0, 1.0]",tt18075020,"[90300000.0, 15800000.0, 2.0]",tt28523129,"[15200000.0, 5700000.0, 1.0]",tt11816814,"[16700000.0, 3400000.0, 4.0]",tt18396952,"[22900000.0, 3100000.0, 2.0]",tt27541298,"[6500000.0, 2700000.0, 3.0]",,,tt12427840,"[1700000.0, 1600000.0, 3.0]",tt9165438,"[3700000.0, 1500000.0, 4.0]",tt5363918,"[6600000.0, 1400000.0, 1.0]"
2023-09-03,tt9251798,"[27900000.0, 6300000.0, 2.0]",tt26258200,"[23900000.0, 3500000.0, 3.0]",tt27974068,"[13200000.0, 2900000.0, 2.0]",tt9251798,"[13200000.0, 2700000.0, 2.0]",tt9251798,"[11600000.0, 2600000.0, 2.0]",tt13357140,"[23100000.0, 2000000.0, 6.0]",tt26314390,"[11100000.0, 1400000.0, 3.0]",tt26693803,"[24900000.0, 1300000.0, 11.0]",tt13273826,"[15200000.0, 1300000.0, 4.0]",tt19869172,"[4500000.0, 1200000.0, 7.0]"
2023-08-27,tt8637498,"[23200000.0, 14400000.0, 2.0]",tt13603966,"[28500000.0, 13600000.0, 3.0]",tt21276878,"[21300000.0, 12300000.0, 1.0]",tt0421073,"[10300000.0, 5700000.0, 2.0]",tt3874544,"[9000000.0, 5500000.0, 10.0]",tt4881806,"[10100000.0, 4700000.0, 1.0]",tt13375076,"[6500000.0, 3800000.0, 2.0]",tt10515926,"[5900000.0, 3700000.0, 2.0]",tt0351283,"[4800000.0, 3300000.0, 1.0]",tt7547410,"[4900000.0, 2900000.0, 2.0]"
2023-08-27,tt28552695,"[9300000.0, 5300000.0, 2.0]",tt28496500,"[8600000.0, 5100000.0, 1.0]",tt18260564,"[5800000.0, 3900000.0, 1.0]",tt24852002,"[7300000.0, 3500000.0, 2.0]",tt6126686,"[3200000.0, 1600000.0, 5.0]",tt11658120,"[2400000.0, 1300000.0, 5.0]",tt26675491,"[2300000.0, 1000000.0, 1.0]",tt20672534,"[2000000.0, 900000.0, 4.0]",tt12915716,"[2600000.0, 900000.0, 3.0]",tt21257152,"[1300000.0, 800000.0, 5.0]"
2023-08-27,tt18075020,"[75400000.0, 13200000.0, 1.0]",tt27541298,"[20100000.0, 8300000.0, 2.0]",tt11816814,"[27800000.0, 5600000.0, 3.0]",,,tt18396952,"[21600000.0, 3600000.0, 1.0]",tt21875120,"[15600000.0, 3000000.0, 2.0]",tt1047885,"[10500000.0, 2200000.0, 2.0]",tt13833978,"[15300000.0, 1900000.0, 8.0]",tt9165438,"[4400000.0, 1800000.0, 3.0]",tt13433814,"[7300000.0, 1700000.0, 1.0]"
2023-08-27,tt26258200,"[50800000.0, 7400000.0, 2.0]",tt9251798,"[28800000.0, 6500000.0, 1.0]",tt1405354,"[17200000.0, 4000000.0, 2.0]",tt27974068,"[8100000.0, 3500000.0, 1.0]",tt13357140,"[27700000.0, 2400000.0, 5.0]",tt9251798,"[10000000.0, 2200000.0, 1.0]",tt17524566,"[13300000.0, 2200000.0, 2.0]",tt9251798,"[8800000.0, 1800000.0, 1.0]",tt26314390,"[9900000.0, 1700000.0, 2.0]",tt23183618,"[6000000.0, 1600000.0, 5.0]"
2023-08-20,tt13603966,"[74000000.0, 35200000.0, 2.0]",tt8637498,"[13100000.0, 8100000.0, 1.0]",tt13375076,"[10400000.0, 6000000.0, 1.0]",tt10515926,"[7300000.0, 4600000.0, 1.0]",tt6879446,"[6000000.0, 3500000.0, 4.0]",tt10364034,"[5900000.0, 3500000.0, 4.0]",tt7634968,"[6700000.0, 3400000.0, 2.0]",tt1690953,"[5500000.0, 3400000.0, 11.0]",,,,
2023-08-20,tt28552695,"[9900000.0, 5700000.0, 1.0]",tt6126686,"[7100000.0, 3600000.0, 4.0]",tt24852002,"[6500000.0, 3100000.0, 1.0]",tt12915716,"[8200000.0, 2800000.0, 2.0]",tt20672534,"[4100000.0, 1900000.0, 3.0]",tt28546464,"[3600000.0, 1600000.0, 2.0]",tt22742964,"[3300000.0, 1500000.0, 2.0]",tt26686436,"[2900000.0, 1500000.0, 1.0]",tt28290233,"[1800000.0, 1100000.0, 3.0]",tt11658120,"[2000000.0, 1100000.0, 4.0]"
2023-08-20,tt27541298,"[39500000.0, 16200000.0, 1.0]",tt11816814,"[54100000.0, 10900000.0, 2.0]",tt1047885,"[18400000.0, 3900000.0, 1.0]",tt21875120,"[16900000.0, 3300000.0, 1.0]",tt13833978,"[23500000.0, 2900000.0, 7.0]",tt9165438,"[6400000.0, 2600000.0, 2.0]",tt5180504,"[14700000.0, 1900000.0, 8.0]",tt10945036,"[4800000.0, 1800000.0, 1.0]",tt14690802,"[7300000.0, 1800000.0, 1.0]",tt10638036,"[8300000.0, 1800000.0, 3.0]"
2023-08-20,tt1405354,"[13200000.0, 3100000.0, 1.0]",tt26258200,"[19200000.0, 2800000.0, 1.0]",tt23183618,"[9900000.0, 2700000.0, 4.0]",tt26314390,"[9300000.0, 2500000.0, 1.0]",tt26693803,"[38400000.0, 2000000.0, 10.0]",tt19869172,"[5600000.0, 2000000.0, 6.0]",tt13273826,"[12600000.0, 1400000.0, 3.0]",tt17524566,"[8100000.0, 1300000.0, 1.0]",tt15473010,"[6800000.0, 1300000.0, 4.0]",tt13357140,"[5400000.0, 1000000.0, 4.0]"
2023-08-13,tt13603966,"[69600000.0, 33100000.0, 1.0]",tt6879446,"[13300000.0, 7700000.0, 3.0]",,,tt7634968,"[11600000.0, 5900000.0, 1.0]",tt10364034,"[9800000.0, 5800000.0, 3.0]",tt15509244,"[8900000.0, 5000000.0, 3.0]",tt1690953,"[7800000.0, 4800000.0, 10.0]",tt12550376,"[6200000.0, 4400000.0, 2.0]",tt8829830,"[7100000.0, 4100000.0, 3.0]",tt21291992,"[5900000.0, 3900000.0, 2.0]"
2023-08-13,tt6126686,"[15000000.0, 7600000.0, 3.0]",tt20672534,"[13400000.0, 6200000.0, 2.0]",tt28290233,"[8000000.0, 4800000.0, 2.0]",tt25010142,"[2800000.0, 3100000.0, 1.0]",tt28546464,"[4800000.0, 2100000.0, 1.0]",tt28306747,"[2600000.0, 1600000.0, 2.0]",tt22742964,"[3400000.0, 1600000.0, 1.0]",tt12915716,"[4500000.0, 1500000.0, 1.0]",tt1899353,"[2000000.0, 1200000.0, 1.0]",tt13814704,"[2400000.0, 1200000.0, 3.0]"
2023-08-13,tt11816814,"[35900000.0, 7200000.0, 1.0]",tt13833978,"[42400000.0, 5200000.0, 6.0]",tt9165438,"[9900000.0, 4100000.0, 1.0]",tt10638036,"[18700000.0, 4000000.0, 2.0]",tt27951663,"[20200000.0, 2800000.0, 6.0]",tt5180504,"[21300000.0, 2800000.0, 7.0]",tt4643420,"[2400000.0, 2400000.0, 2.0]",tt13833978,"[18300000.0, 2200000.0, 11.0]",tt9077540,"[16200000.0, 1900000.0, 4.0]",tt13353168,"[4900000.0, 1800000.0, 1.0]"
2023-08-13,tt23183618,"[17100000.0, 4700000.0, 3.0]",tt26693803,"[60600000.0, 3200000.0, 9.0]",tt19869172,"[5500000.0, 2300000.0, 5.0]",tt15473010,"[11400000.0, 2100000.0, 3.0]",tt26770113,"[14300000.0, 1900000.0, 1.0]",tt13273826,"[11800000.0, 1700000.0, 2.0]",tt13357140,"[8500000.0, 1500000.0, 3.0]",tt28457132,"[3300000.0, 1500000.0, 1.0]",tt15473010,"[5700000.0, 1200000.0, 5.0]",tt13024974,"[6100000.0, 1100000.0, 3.0]"
2023-08-06,tt6879446,"[40500000.0, 23600000.0, 2.0]",tt15509244,"[23100000.0, 13100000.0, 2.0]",tt10364034,"[21200000.0, 12500000.0, 2.0]",tt27548083,"[7200000.0, 5100000.0, 1.0]",tt19113292,"[6900000.0, 5000000.0, 2.0]",tt8829830,"[8500000.0, 5000000.0, 2.0]",tt12550376,"[5200000.0, 3700000.0, 1.0]",tt9873892,"[7500000.0, 3600000.0, 3.0]",tt21291992,"[5200000.0, 3400000.0, 1.0]",,
2023-08-06,tt6126686,"[30700000.0, 15500000.0, 2.0]",tt28290233,"[19300000.0, 11600000.0, 1.0]",tt20672534,"[14200000.0, 6600000.0, 1.0]",tt13814704,"[6200000.0, 3000000.0, 2.0]",tt27640680,"[3900000.0, 2100000.0, 2.0]",,,tt28506156,"[2200000.0, 1400000.0, 1.0]",tt24062912,"[1800000.0, 1200000.0, 1.0]",tt22696230,"[2300000.0, 1100000.0, 1.0]",tt28306747,"[1600000.0, 1000000.0, 1.0]"
2023-08-06,tt13833978,"[55200000.0, 6700000.0, 5.0]",tt10638036,"[28500000.0, 6100000.0, 1.0]",tt5180504,"[41400000.0, 5400000.0, 6.0]",tt9077540,"[24800000.0, 2900000.0, 3.0]",tt28253602,"[7300000.0, 2300000.0, 1.0]",tt13833978,"[17300000.0, 2100000.0, 10.0]",tt27951663,"[13600000.0, 1900000.0, 5.0]",tt12004280,"[15300000.0, 1900000.0, 4.0]",tt4643420,"[1700000.0, 1700000.0, 1.0]",tt12427840,"[1700000.0, 1600000.0, 2.0]"
2023-08-06,tt23183618,"[24900000.0, 6800000.0, 2.0]",tt15473010,"[23000000.0, 4300000.0, 2.0]",tt26693803,"[66400000.0, 3600000.0, 8.0]",tt13357140,"[19100000.0, 3500000.0, 2.0]",tt13024974,"[15400000.0, 2900000.0, 2.0]",tt19869172,"[4900000.0, 2400000.0, 4.0]",tt13273826,"[10400000.0, 2200000.0, 1.0]",tt15473010,"[9700000.0, 2000000.0, 4.0]",tt8165086,"[11500000.0, 1800000.0, 2.0]",tt25811262,"[2500000.0, 1500000.0, 4.0]"
2023-07-30,tt6879446,"[37800000.0, 22000000.0, 1.0]",tt10364034,"[20800000.0, 12200000.0, 1.0]",tt9873892,"[23000000.0, 11100000.0, 2.0]",tt15509244,"[16500000.0, 9300000.0, 1.0]",tt19113292,"[10400000.0, 7600000.0, 1.0]",tt11274492,"[8900000.0, 5500000.0, 4.0]",tt27837488,"[5600000.0, 5200000.0, 1.0]",tt3915174,"[7200000.0, 4200000.0, 3.0]",tt24132732,"[6500000.0, 3500000.0, 2.0]",tt12263384,"[6000000.0, 2900000.0, 7.0]"
2023-07-30,tt6126686,"[16100000.0, 8100000.0, 1.0]",,,tt13814704,"[9900000.0, 4800000.0, 1.0]",tt21737024,"[4700000.0, 2900000.0, 2.0]",tt27640680,"[3900000.0, 2100000.0, 1.0]",tt21308698,"[2900000.0, 1800000.0, 3.0]",,,tt9099938,"[3300000.0, 1500000.0, 2.0]",,,tt27987407,"[1700000.0, 1100000.0, 4.0]"
2023-07-30,tt5180504,"[59000000.0, 7800000.0, 5.0]",tt9077540,"[45900000.0, 5300000.0, 2.0]",tt12004280,"[26300000.0, 3200000.0, 3.0]",tt13833978,"[12600000.0, 3000000.0, 4.0]",tt17361756,"[8000000.0, 2200000.0, 3.0]",,,tt26777035,"[11000000.0, 1700000.0, 3.0]",tt27951663,"[6400000.0, 1700000.0, 4.0]",,,tt12427840,"[1800000.0, 1700000.0, 1.0]"
2023-07-30,tt8165086,"[42200000.0, 6400000.0, 1.0]",tt13357140,"[33000000.0, 6000000.0, 1.0]",tt26693803,"[64500000.0, 4000000.0, 7.0]",tt23183618,"[11600000.0, 3200000.0, 1.0]",tt13024974,"[15000000.0, 2800000.0, 1.0]",tt19869172,"[4300000.0, 2700000.0, 3.0]",tt15473010,"[13700000.0, 2500000.0, 1.0]",tt21327000,"[12800000.0, 2000000.0, 3.0]",tt25811262,"[2100000.0, 1800000.0, 3.0]",tt12343534,"[2600000.0, 1600000.0, 3.0]"
2023-07-23,tt11274492,"[19500000.0, 12100000.0, 3.0]",tt27837467,"[10300000.0, 6500000.0, 1.0]",tt9873892,"[13100000.0, 6300000.0, 1.0]",tt3915174,"[10600000.0, 6200000.0, 2.0]",tt24132732,"[8400000.0, 4600000.0, 1.0]",tt1408253,"[7100000.0, 4300000.0, 1.0]",tt0328107,"[9400000.0, 3900000.0, 4.0]",tt12263384,"[7800000.0, 3800000.0, 6.0]",tt19500164,"[5900000.0, 3400000.0, 4.0]",tt2091256,"[4600000.0, 3100000.0, 1.0]"
2023-07-23,,,tt21308698,"[8600000.0, 5200000.0, 2.0]",tt9099938,"[6600000.0, 3000000.0, 1.0]",tt21737024,"[4500000.0, 2800000.0, 1.0]",tt27987407,"[4400000.0, 2700000.0, 3.0]",tt27876411,"[4800000.0, 2600000.0, 2.0]",,,tt32188500,"[1900000.0, 1500000.0, 1.0]",tt28022861,"[2400000.0, 1300000.0, 3.0]",tt26599543,"[1900000.0, 1200000.0, 1.0]"
2023-07-23,tt9077540,"[39500000.0, 4600000.0, 1.0]",tt13833978,"[19400000.0, 4600000.0, 3.0]",tt5180504,"[20100000.0, 4200000.0, 4.0]",tt12004280,"[24000000.0, 4100000.0, 2.0]",tt17361756,"[13700000.0, 3800000.0, 2.0]",tt27951663,"[12100000.0, 3200000.0, 3.0]",tt26777035,"[18800000.0, 2900000.0, 2.0]",tt19495202,"[20300000.0, 2200000.0, 4.0]",tt13833978,"[17800000.0, 2100000.0, 9.0]",tt13961348,"[6800000.0, 2100000.0, 2.0]"
2023-07-23,tt26693803,"[65100000.0, 4700000.0, 6.0]",tt21327000,"[22500000.0, 3500000.0, 2.0]",tt27853283,"[11500000.0, 2400000.0, 1.0]",tt19869172,"[2600000.0, 2100000.0, 2.0]",tt12343534,"[2200000.0, 1800000.0, 2.0]",tt0086679,"[16400000.0, 1800000.0, 4.0]",tt25811262,"[1900000.0, 1600000.0, 2.0]",tt27838483,"[18900000.0, 1500000.0, 5.0]",tt13676344,"[9600000.0, 1500000.0, 4.0]",tt27787160,"[20800000.0, 1400000.0, 6.0]"
2023-07-16,tt11274492,"[46300000.0, 28600000.0, 2.0]",tt12261776,"[10500000.0, 6800000.0, 1.0]",tt3915174,"[9400000.0, 5500000.0, 1.0]",tt12263384,"[10800000.0, 5200000.0, 5.0]",tt19500164,"[8000000.0, 4700000.0, 3.0]",tt3470600,"[6500000.0, 3600000.0, 9.0]",tt19637278,"[5000000.0, 3200000.0, 1.0]",tt11832046,"[4400000.0, 3100000.0, 7.0]",tt13923456,"[4700000.0, 2800000.0, 1.0]",tt27837442,"[3200000.0, 2700000.0, 1.0]"
2023-07-16,,,tt27987407,"[10000000.0, 6200000.0, 2.0]",tt27876411,"[7700000.0, 4200000.0, 1.0]",tt21308698,"[6700000.0, 4100000.0, 1.0]",tt28022861,"[5100000.0, 2800000.0, 2.0]",tt21257152,"[2700000.0, 1600000.0, 4.0]",,,tt27989067,"[2600000.0, 1200000.0, 3.0]",tt27002199,"[2000000.0, 1000000.0, 1.0]",tt15282148,"[1300000.0, 800000.0, 7.0]"
2023-07-16,tt13833978,"[35300000.0, 8300000.0, 2.0]",tt5180504,"[32100000.0, 6700000.0, 3.0]",tt27951663,"[24800000.0, 6600000.0, 2.0]",tt17361756,"[13300000.0, 3700000.0, 1.0]",tt13833978,"[28300000.0, 3400000.0, 8.0]",tt26777035,"[21400000.0, 3300000.0, 1.0]",tt12004280,"[9000000.0, 2800000.0, 1.0]",tt18314214,"[15400000.0, 2600000.0, 2.0]",tt27999986,"[11900000.0, 2600000.0, 1.0]",tt13961348,"[7900000.0, 2400000.0, 1.0]"
2023-07-16,tt26693803,"[51800000.0, 4600000.0, 5.0]",tt0086679,"[30000000.0, 3300000.0, 3.0]",tt13676344,"[18600000.0, 3000000.0, 3.0]",tt21327000,"[16800000.0, 2600000.0, 1.0]",tt12343534,"[1900000.0, 2400000.0, 1.0]",tt19869172,"[1600000.0, 2000000.0, 1.0]",tt27787160,"[26000000.0, 1700000.0, 5.0]",tt27838483,"[17600000.0, 1700000.0, 4.0]",tt25811262,"[1300000.0, 1600000.0, 1.0]",tt15301854,"[5400000.0, 1400000.0, 2.0]"
2023-07-09,tt11274492,"[31700000.0, 19600000.0, 1.0]",tt12263384,"[18400000.0, 8900000.0, 4.0]",tt19500164,"[11500000.0, 6700000.0, 2.0]",tt12547822,"[9900000.0, 5900000.0, 2.0]",tt27837387,"[7900000.0, 5600000.0, 1.0]",,,tt12731980,"[8100000.0, 4900000.0, 1.0]",tt27726927,"[6800000.0, 4400000.0, 1.0]",tt5758778,"[7500000.0, 4400000.0, 1.0]",tt2114504,"[6300000.0, 4200000.0, 1.0]"
2023-07-09,tt21257152,"[6500000.0, 3800000.0, 3.0]",tt27987407,"[5500000.0, 3400000.0, 1.0]",tt27989067,"[6600000.0, 3000000.0, 2.0]",,,tt15832148,"[3000000.0, 1500000.0, 2.0]",tt28022861,"[2000000.0, 1100000.0, 1.0]",tt15282148,"[1800000.0, 1100000.0, 6.0]",tt27728519,"[2000000.0, 1100000.0, 3.0]",tt14463484,"[1700000.0, 900000.0, 16.0]",tt20119468,"[1400000.0, 900000.0, 5.0]"
2023-07-09,tt5180504,"[66500000.0, 13800000.0, 2.0]",tt13833978,"[31400000.0, 7400000.0, 1.0]",tt27951663,"[19100000.0, 5100000.0, 1.0]",,,tt18314214,"[23700000.0, 4000000.0, 1.0]",tt2085059,"[16700000.0, 3200000.0, 4.0]",tt5180504,"[20900000.0, 2600000.0, 8.0]",tt5180504,"[18200000.0, 2400000.0, 7.0]",tt13833978,"[19200000.0, 2300000.0, 7.0]",tt19495202,"[20700000.0, 2300000.0, 3.0]"
2023-07-09,tt0086679,"[49900000.0, 5600000.0, 2.0]",tt26693803,"[30800000.0, 3600000.0, 4.0]",tt27787160,"[33200000.0, 2200000.0, 4.0]",tt27838483,"[16600000.0, 2000000.0, 3.0]",tt15301854,"[7900000.0, 2000000.0, 1.0]",tt26315487,"[12800000.0, 1600000.0, 5.0]",tt14494938,"[9500000.0, 1500000.0, 6.0]",tt13669128,"[25000000.0, 1500000.0, 1.0]",tt25375244,"[7200000.0, 1400000.0, 3.0]",tt2316306,"[7200000.0, 1200000.0, 2.0]"
2023-07-02,tt12263384,"[36200000.0, 17500000.0, 3.0]",tt8400584,"[18400000.0, 11000000.0, 2.0]",tt12547822,"[14200000.0, 8400000.0, 1.0]",tt8936646,"[11800000.0, 6000000.0, 3.0]",tt27542448,"[7900000.0, 4600000.0, 2.0]",tt11832046,"[6400000.0, 4500000.0, 6.0]",,,tt0297144,"[4900000.0, 3300000.0, 1.0]",tt19500164,"[5500000.0, 3200000.0, 1.0]",,
2023-07-02,,,tt21257152,"[16700000.0, 9600000.0, 2.0]",tt27728519,"[9500000.0, 5000000.0, 2.0]",tt27989067,"[9300000.0, 4200000.0, 1.0]",tt14463484,"[5000000.0, 2600000.0, 15.0]",tt27846314,"[2900000.0, 2000000.0, 1.0]",tt15282148,"[2600000.0, 1600000.0, 5.0]",tt22868844,"[2300000.0, 1200000.0, 3.0]",tt15832148,"[2300000.0, 1100000.0, 1.0]",tt19121700,"[1800000.0, 1100000.0, 4.0]"
2023-07-02,tt5180504,"[73000000.0, 15200000.0, 1.0]",tt2085059,"[28000000.0, 5400000.0, 3.0]",tt15723914,"[12700000.0, 4100000.0, 2.0]",tt19503218,"[26100000.0, 3500000.0, 2.0]",tt3194186,"[9900000.0, 2900000.0, 3.0]",tt8962850,"[14200000.0, 2900000.0, 4.0]",tt19495202,"[26200000.0, 2900000.0, 2.0]",tt27851747,"[10100000.0, 2800000.0, 1.0]",tt0243732,"[21400000.0, 2200000.0, 1.0]",tt5180504,"[17200000.0, 2200000.0, 7.0]"
2023-07-02,tt26693803,"[24500000.0, 4000000.0, 3.0]",tt25375244,"[19600000.0, 3800000.0, 2.0]",tt27787160,"[47500000.0, 3100000.0, 3.0]",tt26315487,"[20900000.0, 2600000.0, 4.0]",tt27838483,"[13900000.0, 2300000.0, 2.0]",tt14494938,"[13300000.0, 2100000.0, 5.0]",tt2316306,"[12200000.0, 2000000.0, 1.0]",tt0086679,"[16900000.0, 1900000.0, 1.0]",tt27763346,"[4300000.0, 1100000.0, 2.0]",tt15567320,"[8500000.0, 900000.0, 1.0]"
2023-06-25,tt12263384,"[87300000.0, 42200000.0, 2.0]",tt8936646,"[27200000.0, 13800000.0, 2.0]",tt27542448,"[16000000.0, 9200000.0, 1.0]",tt8400584,"[11700000.0, 7000000.0, 1.0]",tt11832046,"[9100000.0, 6300000.0, 5.0]",tt2130270,"[9200000.0, 5400000.0, 1.0]",tt1033643,"[7600000.0, 4600000.0, 2.0]",tt3874544,"[4500000.0, 2800000.0, 9.0]",tt5052448,"[4100000.0, 2400000.0, 1.0]",tt1335975,"[4700000.0, 2300000.0, 1.0]"
2023-06-25,,,tt21257152,"[11400000.0, 6600000.0, 1.0]",tt22868844,"[7800000.0, 4100000.0, 2.0]",tt19121700,"[4500000.0, 2700000.0, 3.0]",tt14463484,"[4900000.0, 2600000.0, 14.0]",tt27728519,"[4000000.0, 2100000.0, 1.0]",tt15282148,"[3200000.0, 1900000.0, 4.0]",tt22506746,"[2500000.0, 1600000.0, 2.0]",tt7354440,"[3200000.0, 1600000.0, 5.0]",tt0204364,"[3200000.0, 1600000.0, 2.0]"
2023-06-25,tt2085059,"[60400000.0, 11600000.0, 2.0]",tt8962850,"[24600000.0, 5000000.0, 3.0]",tt3194186,"[13600000.0, 4000000.0, 2.0]",tt15723914,"[9600000.0, 3100000.0, 1.0]",tt19495202,"[27700000.0, 3000000.0, 1.0]",,,tt27713897,"[7800000.0, 2500000.0, 3.0]",tt19503218,"[17000000.0, 2300000.0, 1.0]",tt2085059,"[5900000.0, 2300000.0, 1.0]",tt13064902,"[15300000.0, 2100000.0, 5.0]"
